Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;2;8.0;10.1999998093;4;22.0;1;9.0;10.0;5;20.0;
4;2;8.29999923706;10.5;4;22.8600001335;1;9.0;10.0;5;20.0;
5;2;8.42899990082;10.9200000763;4;23.5703396797;1;10.0;10.0;5;20.0;
6;2;9.5100440979;11.2650718689;3;24.1471868753;1;11.0;10.0;5;20.0;
7;2;10.4331178665;11.543302536;3;24.6094940901;1;11.0;10.0;5;20.3999996185;
8;2;10.5371360779;11.7641716003;3;25.2225904465;1;11.1199998856;10.1999998093;5;20.7264003754;
9;2;10.6750831604;12.0549411774;3;25.7104232311;2;11.5179204941;10.3632001877;4;21.9903717041;
10;2;10.7848453522;12.2827939987;3;26.0954813957;2;11.597111702;10.4951858521;4;23.0719120502;
11;2;10.8714828491;12.4589796066;4;26.210757494;2;11.9215736389;11.0209560394;4;23.9749414921;
12;2;13.7921991348;12.5;4;26.2445284128;2;13.9215736389;11.4571752548;4;24.7131726742;
13;2;15.7921991348;12.5;4;26.2788209915;2;15.9215736389;11.8107032776;5;25.3067810535;
14;2;16.8149909973;12.5;3;26.3136199713;2;16.94962883;12.0916318893;5;25.7784451246;
15;2;17.8228206635;12.5;3;26.348908782;2;17.9593238831;12.3113050461;5;26.1504684687;
16;2;18.8307609558;12.5;3;26.3846695423;2;18.9691867828;12.4808797836;5;26.2221269608;
17;2;19.8388061523;12.5;3;26.4208831787;2;19.9792118073;12.5;5;26.2560760975;
18;2;19.9446983337;12.5;4;26.4575294256;2;20.989397049;12.5;5;26.2905418873;
19;2;19.9529438019;12.5;4;26.4945867062;2;21.8871631622;12.5;6;26.3255085945;
20;2;19.9612827301;12.5;4;26.5320322514;2;21.8976516724;12.5;6;26.3609591722;
21;2;19.969707489;12.5;4;26.5698423386;2;21.9082870483;12.5;6;26.3968753815;
22;2;19.9782142639;12.5;4;26.6079919338;2;21.9190635681;12.5;6;26.4332377911;
23;3;19.9867973328;12.5;4;26.6464552879;2;21.5;12.9299716949;7;26.4700255394;
24;4;19.625;12.5;3;26.6852053404;2;21.5;12.9410076141;7;26.5072168112;
25;4;19.625;12.5;4;26.7242144346;2;21.9521656036;12.5;7;26.5447884798;
26;4;20.0129489899;12.5;4;26.7634538412;2;21.9634361267;12.5;7;26.5827163458;
27;4;20.0217781067;12.5;4;26.8028943539;2;21.5;13.2913579941;7;26.6209751368;
28;4;19.625;13.4014472961;4;26.8425058126;3;21.9862918854;12.5;6;26.6595385075;
29;4;19.625;13.4212532043;4;26.8822578192;3;21.9978618622;12.5;6;26.6983793974;
30;4;19.625;13.4411287308;5;27.9221191406;3;20.009513855;13.5;6;26.7374696732;
31;4;20.625;13.4610595703;3;28.002058506;3;19.0212402344;14.5;6;26.7767804861;
32;4;22.0664634705;12.5;3;28.0832281113;3;18.033033371;15.5;6;26.8162822723;
33;4;22.075460434;12.5;3;28.1655976772;3;17.044883728;16.5;6;26.8559447527;
34;4;20.0844593048;13.5;2;28.2491339445;3;16.0567836761;17.5;6;26.8957372904;
35;4;19.0934562683;14.5;2;28.3338006735;3;15.0687217712;18.5;6;26.9356285334;
36;4;18.1024398804;15.5;2;28.4195582867;3;14.5806884766;19.5;6;26.9755871296;
37;4;18.625;14.5;2;28.506364584;3;14.5926761627;20.5;6;27.015581131;
38;4;17.1203479767;14.5;2;28.5941736698;3;14.6046743393;21.5;6;27.0555787086;
