Turn;Planet_count_KI_1_SP_ABADDONI;Research_KI_1_SP_ABADDONI;Industry_KI_1_SP_ABADDONI;Ships_KI_1_SP_ABADDONI;Population_KI_1_SP_ABADDONI;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;5;21.0;1;9.0;10.0;6;20.0;
4;1;8.14999961853;10.5;5;21.8400001526;1;9.0;10.0;6;20.0;
5;1;8.27600002289;10.9200000763;5;22.5301437378;1;10.0;10.0;5;20.0;
6;1;9.27600002289;11.2650718689;5;23.086605072;1;11.0;10.0;5;20.0;
7;1;10.194486618;11.543302536;5;23.5283432007;2;11.3000001907;10.0;3;21.3999996185;
8;1;10.2938766479;11.7641716003;5;24.1098823547;2;11.4200000763;10.1999998093;3;21.7264003754;
9;1;10.4247236252;12.0549411774;5;24.5655879974;2;11.5179204941;10.3632001877;3;21.9903717041;
10;1;10.5272569656;12.2827939987;5;24.9179592133;2;11.597111702;10.4951858521;3;23.0819120407;
11;1;10.6065406799;12.4589796066;6;25.0;2;11.9245738983;11.0209560394;3;23.99553442;
12;1;12.5272569656;12.5;6;25.0;2;13.9245738983;11.4571752548;3;24.7449600697;
13;1;13.5272569656;12.5;6;25.0;2;15.9245738983;11.8107032776;2;25.3503712416;
14;2;15.5272569656;12.6999998093;5;26.0;2;16.6051120758;12.0916318893;2;25.8344515562;
15;2;17.527256012;12.5;5;26.0900000334;2;16.7503356934;12.3113050461;2;26.2195074558;
16;2;18.7725067139;12.5;5;26.1871190071;2;16.488527298;12.4808797836;2;26.3048160076;
17;2;19.7943572998;12.5;6;26.2917383909;2;18.3867835999;12.5;2;26.3530313969;
18;2;19.9156417847;12.5;6;26.4042263031;2;19.3867835999;12.5;2;26.4023760557;
19;2;19.625;12.9212675095;6;26.5249304771;2;20.3867835999;12.5;3;26.4528282881;
20;2;19.9681091309;12.5;6;26.6541694403;2;21.3867835999;12.5;3;26.5043625832;
21;2;19.625;12.9962511063;6;26.7922235727;2;21.5;12.5;3;26.5569496155;
22;2;19.625;12.5;6;26.9393253326;2;21.5;12.5;3;26.6105561256;
23;2;19.625;13.0817975998;6;27.0956480503;2;21.5;12.5;3;26.6651450396;
24;2;20.0965213776;12.5;6;27.261295557;2;21.5;12.5;4;26.72067523;
25;3;19.625;13.1783885956;5;27.4362905025;3;21.5;12.5;3;26.7771017551;
26;3;19.625;12.5;4;27.6205644608;4;21.5;12.5;2;26.8343759775;
27;3;19.625;12.5;4;27.8139474392;4;21.5;12.5;2;26.8924454451;
28;3;18.2581386566;13.5;4;28.016159296;4;21.5;12.5;2;26.9512542486;
29;3;18.625;13.5;4;28.2268030643;4;21.5;12.5;2;27.0107431412;
30;3;19.625;14.113401413;4;28.445360899;4;21.5;12.5;2;27.0708494186;
31;3;19.625;14.2226800919;4;28.6711919308;4;21.5;12.5;2;27.1315076351;
32;3;18.4510192871;13.5;4;28.9035346508;4;21.5;12.5;2;27.1926498413;
33;3;17.5032958984;14.5;4;29.141512394;4;21.5;12.5;2;27.2542052269;
34;3;16.5568408966;15.5;4;29.3841423988;4;21.5;12.5;2;27.3161010742;
35;3;15.6114320755;16.5;5;29.6303496361;4;21.5;12.5;2;27.3782629967;
36;3;15.625;15.5;5;29.8789830208;4;21.5;12.5;2;27.4406147003;
37;3;16.625;15.5;4;30.1288366318;4;21.5;12.5;2;27.5030794144;
38;3;15.625;14.5;4;30.3786706924;4;21.5;12.5;3;27.5655794144;
39;3;15.625;13.5;4;30.6272368431;4;21.5;12.5;3;27.628036499;
40;3;15.0;13.5;4;30.8733024597;4;21.5;12.5;3;27.690372467;
