Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;8.0;11.0;6;20.0;1;8.0;10.0;5;20.0;
5;1;8.0;10.0;6;20.0;1;8.0;10.0;5;20.0;
6;1;9.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
7;1;9.5;10.0;5;20.0;1;9.5;10.0;5;20.0;
8;1;9.5;10.0;5;20.3999996185;1;9.5;10.0;5;20.3999996185;
9;2;9.59000015259;10.5;4;21.7264003754;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;9.88844013214;10.3632001877;3;22.0603717566;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;9.96358394623;10.4951858521;3;23.2074631453;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;10.2216796875;11.0209560394;3;24.1828715801;1;9.95943069458;11.0209560394;6;22.9143505096;
13;2;12.0082511902;11.4571752548;3;25.0006883144;1;11.7228336334;11.4571752548;6;23.6214065552;
14;2;14.0082511902;11.8107032776;3;25.6814495325;1;12.7228336334;11.8107032776;6;24.1832637787;
15;2;16.0082511902;12.0916318893;3;26.2481688261;1;13.7228336334;12.0916318893;6;24.6226100922;
16;2;17.0885848999;12.3113050461;3;26.723449707;1;14.7228336334;12.3113050461;6;24.9617595673;
17;2;18.1192131042;12.4808797836;3;26.9068236351;1;15.7228336334;12.4808797836;6;25.0;
18;2;19.1518688202;12.5;3;27.0611462593;1;16.7228336334;12.5;6;25.0;
19;2;20.0887584686;12.5;3;27.2247776985;1;17.625;12.5;6;25.0;
