Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;8.0;11.0;6;20.0;1;8.0;10.0;5;20.0;
5;1;8.0;10.0;6;20.0;1;8.0;10.0;5;20.0;
6;1;9.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
7;1;9.5;10.0;6;20.0;1;9.5;10.0;4;20.0;
8;1;9.5;10.0;6;20.3999996185;1;9.5;10.0;4;20.3999996185;
9;1;9.59000015259;10.1999998093;6;20.7264003754;1;9.59000015259;10.1999998093;4;20.7264003754;
10;1;9.66343975067;10.3632001877;6;20.9903717041;2;9.66343975067;10.5631999969;3;21.9903717041;
11;1;9.72283363342;10.4951858521;6;22.0419120789;2;9.94783401489;10.4951858521;3;23.1719120741;
12;1;9.95943069458;11.0209560394;6;22.9143505096;2;10.2136802673;11.0209560394;4;24.1897815466;
13;1;11.7228336334;11.4571752548;6;23.6214065552;2;12.0098056793;11.4571752548;4;25.0591306686;
14;1;12.7228336334;11.8107032776;6;24.1832637787;2;14.0098056793;11.8107032776;4;25.8015987873;
15;1;13.7228336334;12.0916318893;6;24.6226100922;2;16.0098056793;12.0916318893;4;26.441321969;
16;1;14.7228336334;12.3113050461;6;24.9617595673;2;17.1320438385;12.3113050461;4;27.0020139217;
17;1;15.7228336334;12.4808797836;6;25.0;2;18.1818904877;12.4808797836;4;27.2842636108;
18;1;16.7228336334;12.5;6;25.0;2;19.2367935181;12.5;4;27.5518820286;
19;1;17.625;12.5;6;25.0;2;20.1991729736;12.5;4;27.8440244198;
