Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;4;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;3;20.0;
4;1;8.0;11.0;6;20.0;1;8.0;10.0;3;20.0;
5;1;8.0;10.0;6;20.0;1;8.0;10.0;3;20.0;
6;1;9.0;10.0;5;20.0;1;9.0;10.0;3;20.0;
7;1;9.5;10.0;5;20.0;1;9.5;10.0;3;20.0;
8;1;9.5;10.0;5;20.3999996185;1;9.5;10.0;4;20.3999996185;
9;2;9.59000015259;10.5;3;21.7264003754;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;9.88844013214;10.3632001877;2;21.9903717041;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;9.94783401489;10.4951858521;2;23.0819120407;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;10.1934309006;11.0209560394;2;23.99553442;1;9.95943069458;11.0209560394;4;22.9143505096;
13;2;11.9660997391;11.4571752548;2;24.7449600697;1;10.1557292938;11.4571752548;4;23.6214065552;
14;2;13.9660997391;11.8107032776;2;25.3503712416;1;10.3148164749;11.8107032776;4;24.1832637787;
15;2;15.9660997391;12.0916318893;2;25.8344515562;1;11.3148164749;12.0916318893;4;24.6226100922;
16;2;16.9954986572;12.3113050461;2;26.2195074558;1;12.3148164749;12.3113050461;4;24.9617595673;
17;2;18.0058269501;12.4808797836;2;26.3048160076;1;12.6163959503;12.4808797836;4;25.0;
18;2;19.0164165497;12.5;2;26.3530313969;1;14.3148164749;12.5;5;25.0;
19;2;19.9294319153;12.5;2;26.4023760557;2;15.3148164749;12.5;4;25.0;
20;2;19.9405345917;12.5;3;26.4528282881;2;16.3148155212;12.5;5;25.0;
21;2;19.9518871307;12.5;4;26.5043625832;2;17.3148155212;12.5;5;25.0;
22;2;19.9634819031;12.5;4;26.5569496155;2;17.625;12.5;6;25.0;
23;2;19.9753131866;12.5;5;26.6105561256;2;17.625;12.5;6;25.0;
24;2;19.9873752594;12.5;5;26.6651450396;2;17.625;12.5;6;25.0;
25;2;19.9996566772;12.5;5;26.72067523;2;17.625;12.5;6;25.0;
26;2;20.0121517181;12.5;5;26.7771017551;2;17.625;12.5;8;25.0;
27;2;20.024848938;12.5;5;26.8343759775;2;17.625;12.5;8;25.0;
28;2;20.0377349854;12.5;5;26.8924454451;2;17.625;12.5;8;25.0;
29;2;18.0508003235;13.5;6;26.9512542486;2;17.625;12.5;9;25.0;
30;2;17.064031601;14.5;6;27.0107431412;2;17.625;12.5;9;25.0;
31;2;16.0774173737;15.5;6;27.0708494186;3;17.625;12.5;6;40.0;
32;2;15.0909414291;16.5;7;27.1315076351;3;18.625;12.5;6;40.75;
33;2;14.4795894623;17.5;7;27.1926498413;3;19.625;12.5;6;41.4193744659;
34;3;14.4933462143;18.5;6;47.2542052269;3;20.625;12.5;6;42.0072898865;
35;3;16.5071964264;17.5;6;48.5161018372;3;21.625;12.5;6;42.5162696838;
36;4;18.5211219788;17.5;5;49.5958628654;3;22.625;12.5;6;42.9513263702;
37;4;19.5351085663;17.5;6;50.4985733032;3;23.625;12.5;6;43.3190898895;
38;4;20.5491390228;17.5;7;51.2394132614;3;24.625;12.5;6;43.6270179749;
39;4;21.5631923676;17.5;7;51.8392248154;3;25.213104248;12.5;6;43.8827629089;
40;4;22.202255249;18.5;7;52.3207302094;3;25.2898292542;12.5;7;44.0;
41;4;22.2163085938;19.5;7;52.690372467;3;25.3250007629;12.5;7;44.0;
42;4;22.2303333282;20.5;7;52.7525100708;3;25.3250007629;12.5;7;44.0;
43;4;22.2443141937;21.5;7;52.8143725395;3;25.3250007629;12.5;7;44.0;
44;4;22.258234024;22.5;7;53.8758842945;3;25.3250007629;12.5;7;44.0;
45;4;23.2720737457;24.2000007629;8;53.9569714069;3;23.3250007629;13.5;8;44.0;
46;4;24.2858181;24.5;8;54.0377578735;4;22.3250007629;14.5;7;44.0;
47;4;24.5334949493;28.5;10;54.1181679964;4;23.3250007629;16.5;8;44.0;
48;4;24.5515899658;32.5;10;54.1981281042;4;24.3250007629;18.5;7;44.0;
49;4;24.5695800781;36.5;10;54.2775671482;4;25.3250007629;20.5;7;44.0;
50;4;24.5874519348;40.5;11;54.3564170599;4;25.3250007629;21.5;7;44.0;
51;4;24.6051940918;44.5;11;54.4346125126;4;25.3250007629;22.5;8;44.0;
52;4;24.6227874756;45.5;12;54.5120918751;4;25.3250007629;22.5;9;44.0;
53;4;24.6402206421;46.5;12;54.588796854;4;25.3250007629;22.5;9;45.0;
54;4;24.6574783325;47.5;13;54.6646724939;4;26.3250007629;23.5;10;45.0399999619;
55;4;24.6745529175;48.5;13;54.7396680117;4;27.3250007629;24.5;9;45.0811839104;
56;4;24.6914253235;49.5;13;54.8137362003;4;27.3250007629;25.5;9;45.1235535145;
57;5;24.7080898285;50.0;12;54.8868335485;4;27.3250007629;26.5;9;45.1671074629;
58;5;24.7245368958;50.0;12;54.9589204788;4;27.3250007629;27.5;9;45.211841464;
59;5;24.7407569885;50.0;13;55.0299614668;5;27.3250007629;28.3482894897;6;68.2577478886;
60;5;24.7567424774;50.0;13;55.0999244452;5;28.3250007629;28.5;6;69.6848151684;
61;5;24.7724838257;50.0;14;55.1687816381;5;29.7164440155;29.5;6;70.8593866825;
62;5;24.7879772186;50.0;18;55.2365083694;5;29.7309093475;30.5;9;71.7998331785;
63;5;24.8032150269;50.0;18;55.3030840158;5;29.7457122803;31.5;9;72.5372914076;
64;5;24.818195343;50.0;18;55.3684910536;5;29.760848999;32.5;10;73.1076378822;
65;5;24.8329124451;50.0;20;55.4327156544;6;29.7763080597;33.5;9;73.5457668304;
66;5;24.8473625183;50.0;21;55.4738043547;6;29.7920837402;34.5;10;73.6105561256;
67;5;24.8566055298;50.0;21;55.4962974787;6;29.8081665039;35.5;11;73.6651450396;
68;5;24.8616657257;50.0;21;55.5187973976;6;29.8245429993;36.5;11;73.72067523;
69;5;24.866727829;50.0;22;55.5412938595;6;29.8412017822;37.5;12;73.7771017551;
70;5;24.8717899323;50.0;22;55.5637768507;6;29.8581314087;38.5;12;76.8399173021;
71;5;24.8768482208;50.0;22;55.5862361193;6;30.2819747925;40.0;12;79.2497971058;
72;5;24.8819026947;50.0;21;57.7286616564;8;31.0391674042;43.3899993896;10;98.1091902256;
73;5;24.7770004272;51.1999969482;22;59.4297010899;8;33.2904663086;45.6872596741;10;100.427452207;
74;5;24.9791984558;52.1360015869;22;60.7581068277;8;34.4863967896;48.9097442627;10;103.2686131;
75;5;25.1392993927;52.8494224548;22;61.7854837179;9;36.1606063843;52.6303405762;9;105.226751208;
76;5;25.2653312683;53.3833847046;22;62.2817796469;9;32.8836517334;56.6303405762;9;106.821804523;
77;5;25.3313884735;53.5999984741;23;62.4146389961;9;32.8836517334;60.39818573;12;108.12410605;
78;5;25.3563079834;53.5999984741;23;62.5448820591;11;32.8836517334;62.4862136841;11;109.06640017;
79;5;25.380657196;53.5999984741;24;62.6723202467;11;32.8836517334;64.582824707;12;109.696298838;
80;6;25.4044017792;53.5999984741;24;62.7967865467;11;32.8836517334;66.6884994507;12;110.291883469;
81;6;25.4274997711;53.5999984741;25;62.918135643;11;33.2999992371;69.8036727905;13;111.665977955;
82;6;24.2999992371;54.5999984741;25;63.03624475;12;35.2999992371;73.9286651611;12;111.724829555;
83;6;25.2999992371;53.5999984741;25;63.1510128975;12;37.2999992371;77.2707443237;12;113.449822903;
84;6;24.2999992371;54.5999984741;25;63.2623610497;12;38.2999992371;80.4710235596;12;115.77980566;
