Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;2;6.0;12.1999998093;3;21.0;
2;1;7.0;13.0;6;20.0;2;7.15000009537;11.0;3;21.1200000048;
3;1;8.0;12.0;6;20.0;2;8.16800022125;10.0;3;21.2530560493;
4;1;8.0;11.0;6;20.0;2;8.18795871735;10.0;3;21.4002518654;
5;1;8.0;10.0;6;20.0;2;8.21003818512;10.0;3;21.5626775026;
6;1;9.0;10.0;6;20.0;2;9.35160255432;10.0;3;21.7414059639;
7;1;9.5;10.0;6;20.0;2;9.89181613922;10.0;2;21.9374637604;
8;1;9.5;10.0;6;20.3999996185;2;9.9359292984;10.0;2;22.5711705685;
9;1;9.59000015259;10.1999998093;6;20.7264003754;2;10.0785140991;10.1999998093;2;23.1543953419;
10;1;9.66343975067;10.3632001877;6;20.9903717041;2;10.2097387314;10.3632001877;2;23.699334383;
11;1;9.72283363342;10.4951858521;6;22.0419120789;2;10.3323497772;10.4951858521;2;25.1651031971;
12;2;9.95943069458;11.3209562302;5;23.9143505096;2;10.6621484756;11.0209560394;2;26.5021727085;
13;2;11.9478340149;11.4571752548;5;24.6514065266;2;12.5300931931;11.4571752548;2;27.7263121605;
14;2;13.9478340149;11.8107032776;5;25.2438547611;2;14.5300941467;11.8107032776;2;28.8585500717;
15;2;15.9478340149;12.0916318893;5;25.7143762112;2;16.5300941467;12.0916318893;2;29.9208650589;
16;2;16.9684810638;12.3113050461;5;26.0852768421;2;17.9149398804;12.3113050461;2;30.9329853058;
17;2;17.9756240845;12.4808797836;5;26.1558350325;2;19.0663604736;12.4808797836;2;31.6894907951;
18;2;18.9828968048;12.5;5;26.1887089014;2;20.2279682159;12.5;4;32.4461064339;
19;2;19.625;12.8566131592;5;26.2221269608;3;21.3003730774;12.5;3;33.2319602966;
20;2;19.8999786377;12.5;6;26.2560760975;3;21.477191925;12.5;3;34.0360612869;
21;2;19.907617569;12.5;7;26.2905418873;3;21.6581134796;12.5;3;34.8460483551;
22;2;19.9153709412;12.5;7;26.3255085945;3;21.8403606415;12.5;4;35.6488904953;
23;2;19.9232387543;12.5;7;26.3609591722;3;22.0209999084;12.5;4;36.4317016602;
24;2;19.625;13.0443840027;7;26.3968753815;3;22.1971321106;12.5;4;37.1825695038;
25;2;19.625;13.0587501526;8;26.4332377911;3;22.3660774231;12.5;4;37.8912820816;
26;2;19.947479248;12.5;9;26.4700255394;3;22.5255393982;12.5;4;38.5498609543;
27;2;19.625;13.0880098343;9;26.5072168112;3;22.6737174988;12.5;4;39.1528482437;
28;2;17.9641227722;13.5;10;26.5447884798;3;22.8093910217;12.5;4;39.6973295212;
29;2;16.9725780487;14.5;10;26.5827163458;3;22.9319000244;12.5;4;40.1827335358;
30;2;15.9811115265;15.5;10;26.6209751368;3;20.9319000244;13.5;5;40.6104717255;
31;2;14.9897193909;16.5;10;26.6595385075;3;19.9319000244;13.5;6;40.9834880829;
32;2;14.3733959198;17.5;8;26.6983793974;3;19.9319000244;14.5;6;41.3057975769;
33;2;14.0;18.5;8;26.7374696732;3;19.2938041687;15.5;6;41.5820503235;
34;2;14.3909301758;19.5;8;26.7767804861;3;18.3559608459;16.5;7;41.8171749115;
35;2;14.3997755051;20.5;8;26.8162822723;4;17.783864975;17.5;6;57.0;
36;2;14.4086637497;21.5;8;26.8559447527;4;16.783864975;19.5;7;57.75;
37;2;14.4175872803;22.5;8;26.8957372904;4;16.783864975;21.5;7;58.4193744659;
38;2;14.4265403748;23.5;9;26.9356285334;4;17.0;23.5;7;59.0072898865;
39;3;14.4355163574;24.5;7;36.9755871296;4;18.0;25.5;7;59.5162696838;
40;3;15.0;25.5;8;37.4155807495;4;19.0;27.5;8;59.9513263702;
41;3;16.4535064697;26.5;8;37.829978466;4;20.0;29.5;8;60.3190898895;
42;3;16.0;27.5;10;38.2174866199;4;21.0;31.5;8;60.6270179749;
43;3;16.0;28.5;10;38.5774912834;4;23.0;30.5;8;60.8827629089;
44;4;17.0;30.2000007629;11;39.9099915028;4;24.0;29.5;9;61.0;
45;4;19.0;28.2000007629;12;40.2555086613;4;25.0;29.5;10;61.0;
46;5;18.0;29.2280006409;11;40.5761759281;4;26.5499992371;30.5;10;61.0;
47;5;18.0;29.5;12;40.87327075;4;27.5499992371;31.5;11;61.0;
48;5;19.0;27.5;11;41.1482971907;4;28.5499992371;32.5;12;61.0;
