Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;4;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;8.0;11.0;6;20.0;1;8.0;10.0;5;20.0;
5;1;8.0;10.0;6;20.0;1;8.0;10.0;5;20.0;
6;1;9.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
7;2;9.5;10.3000001907;5;21.0;1;9.5;10.0;5;20.0;
8;2;9.72500038147;10.0;5;21.4999996424;1;9.5;10.0;5;20.3999996185;
9;2;9.8375005722;10.1999998093;5;21.9353003502;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;9.93544197083;10.3632001877;5;22.3176362514;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;10.0214681625;10.4951858521;5;23.5373773575;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;10.2959108353;11.0209560394;5;24.5968167782;1;9.95943069458;11.0209560394;3;22.9143505096;
13;2;12.1013889313;11.4571752548;5;25.5111111403;1;10.1557292938;11.4571752548;3;23.6214065552;
14;2;14.1013889313;11.8107032776;5;26.3018171787;1;10.3148164749;11.8107032776;3;24.1832637787;
15;2;16.1013889313;12.0916318893;5;26.9928781986;1;11.3148164749;12.0916318893;3;24.6226100922;
16;2;17.2561435699;12.3113050461;5;27.6076834202;1;12.3148164749;12.3113050461;3;24.9617595673;
17;2;18.3181667328;12.4808797836;5;27.9463441372;1;12.6163959503;12.4808797836;3;25.0;
18;2;19.385761261;12.5;6;28.2720229626;1;14.3148164749;12.5;3;25.0;
19;2;20.3612060547;12.5;6;28.6230447292;1;15.3148164749;12.5;3;25.0;
20;2;20.4401855469;12.5;6;28.9990065098;1;16.3148155212;12.5;3;25.0;
21;2;20.5247764587;12.5;6;29.3989467621;1;17.3148155212;12.5;5;25.0;
22;2;20.6147632599;12.5;6;29.8212919235;1;17.625;12.5;5;25.0;
23;3;20.7097911835;12.5;5;30.2638244629;1;17.625;12.5;5;25.0;
24;3;20.8093605042;12.5;5;30.7236814499;1;17.625;12.5;5;25.0;
25;3;20.9128284454;12.5;6;31.19739151;1;17.625;12.5;6;25.0;
26;3;19.625;13.5;7;31.680949688;2;17.625;12.5;6;25.0;
27;4;20.625;12.5;6;32.1699318886;2;17.625;12.5;6;25.0;
28;4;19.625;13.5;6;32.6596431732;2;17.625;12.5;7;25.0;
29;4;17.625;15.5;6;33.1452922821;2;17.625;12.5;7;25.0;
30;4;16.625;17.5;6;33.6221752167;2;17.625;12.5;8;25.0;
31;4;15.625;19.5;6;35.0858602524;2;17.625;12.5;9;25.0;
32;4;15.625;21.5;7;35.5723524094;3;17.625;12.5;6;53.75;
33;4;16.0;23.5;8;36.0394082069;3;18.625;12.5;6;55.7625007629;
34;4;16.2432670593;25.4707565308;8;36.4842665195;3;19.625;12.5;6;57.2967796326;
35;4;16.2527999878;26.7524986267;8;36.9048765898;3;20.625;12.5;6;58.4120597839;
36;4;16.2625999451;28.0164375305;8;37.2999018431;3;21.625;12.5;6;59.1932144165;
37;5;16.2726631165;29.2616424561;6;54.6686861515;3;22.625;12.5;6;59.725528717;
38;5;17.2829933167;30.487657547;7;56.0311906338;3;23.625;12.5;6;59.75;
39;5;18.2935829163;31.6944618225;9;57.2453024387;3;24.625;12.5;6;59.75;
40;5;19.3044319153;32.8824119568;10;59.3094748259;3;25.625;12.5;6;59.75;
41;5;22.0;33.56407547;10;60.3595016003;3;26.625;12.5;7;59.75;
42;5;23.3268852234;33.8824119568;10;61.2918356657;3;27.625;12.5;7;59.75;
43;5;24.625453949;35.8824119568;11;62.1220026016;3;28.625;12.5;8;59.75;
44;5;26.3234882355;35.8824119568;11;62.8667829037;3;29.625;12.5;8;59.75;
45;5;28.3623752594;35.8824119568;12;63.4514663219;3;28.0499992371;13.5;8;59.75;
46;5;28.0;36.1555099487;13;63.7609295845;3;27.0499992371;15.5;8;59.75;
47;6;31.8462085724;36.7730979919;9;74.061365366;3;26.0499992371;17.5;8;59.75;
48;6;35.91381073;39.7730979919;9;74.7862576246;3;25.0499992371;19.5;8;59.75;
49;6;39.3991737366;42.7730979919;12;75.5108696222;3;24.4249992371;21.5;9;59.75;
50;6;41.2508010864;45.7730979919;12;76.2344959974;4;25.4249992371;24.5;8;60.75;
51;6;42.4500007629;48.7730979919;13;76.9567248821;4;27.4249992371;24.5;8;60.8400000334;
52;6;41.2383880615;47.9075202942;14;77.6772909164;4;28.4249992371;25.5;8;60.9371190071;
53;8;41.9159393311;46.5;12;78.3959124088;4;29.6921005249;26.5;9;61.0417383909;
54;8;41.4093704224;46.5;12;79.1121354103;4;30.4249992371;27.5;9;61.1542263031;
55;8;41.9961242676;45.5;12;79.8251934052;4;31.4249992371;28.2021141052;10;61.2749304771;
56;8;39.4500007629;46.5;13;80.5338978767;4;32.0499992371;28.2624664307;10;61.4041694403;
57;8;40.4500007629;45.1212692261;14;81.2365779877;4;32.4221878052;27.5;10;61.5422235727;
58;8;38.4500007629;46.1647834778;14;81.9310688972;4;32.0499992371;28.396112442;14;61.6893253326;
59;8;37.4500007629;47.2084312439;15;82.5106811523;5;30.0499992371;29.4696617126;10;76.8456480503;
60;8;35.4500007629;48.252155304;15;83.0631804466;5;30.0499992371;31.5478248596;9;77.761295557;
61;8;34.8250007629;50.2959060669;15;83.6131615639;5;30.0499992371;33.630645752;10;78.6056649685;
62;8;34.8250007629;52.3396263123;15;86.6780567169;5;29.0499992371;35.7181472778;11;79.3778543472;
63;8;34.1220016479;52.4200515747;13;89.3213660717;5;28.4249992371;37.8102798462;9;80.080217123;
64;9;37.3606109619;52.5017929077;12;92.5922596455;5;28.4249992371;39.9069747925;11;80.7174856663;
65;9;37.6244697571;54.7719306946;13;94.602421999;5;28.4249992371;42.0080795288;11;81.2958929539;
66;9;38.0106544495;53.8557739258;13;95.9735972881;5;28.4249992371;44.1134033203;13;81.8223788738;
67;9;39.0526657104;55.2531318665;13;96.9163178205;5;28.4249992371;46.2226791382;11;82.3039548397;
68;9;39.5516052246;53.2531318665;13;97.7983033657;5;28.4249992371;48.3355941772;12;86.3335056305;
69;9;41.2269248962;53.0;13;98.508570075;5;29.0765628815;48.5;12;89.3897571564;
70;9;36.4640693665;57.0;15;99.1354571581;5;29.5282783508;51.5;12;91.6653766632;
71;10;36.1647529602;58.983997345;14;99.7239496708;5;29.8248329163;54.5;13;93.3188061714;
72;10;36.1647529602;59.7198371887;13;100.274564385;5;30.0;56.8985404968;13;94.0655460358;
73;10;35.1524009705;61.7657775879;13;100.788677454;5;30.0;59.0473213196;13;94.3954997063;
74;10;36.7161026001;62.7657775879;15;101.268298984;6;31.0;58.1977500916;11;119.697890282;
75;11;36.742931366;61.2177581787;14;101.71585691;7;29.0;62.3489456177;10;122.749998569;
76;11;37.7694206238;63.2818145752;14;102.134010792;7;29.0;66.5;11;125.339374065;
77;11;38.7955131531;65.3480682373;15;102.525497675;7;30.0;67.6500015259;12;127.426009178;
78;11;39.2552947998;67.0;15;102.774402857;7;29.0;71.7980499268;13;129.043830395;
79;11;42.2779502869;65.0;14;102.987246513;7;30.0;72.9432907104;15;130.269681454;
80;11;42.372127533;67.0;14;103.200199604;7;29.0;76.0849304199;16;131.192254066;
81;11;41.6251754761;71.0;15;103.412945271;7;29.0;79.2222366333;17;131.709164619;
82;12;42.0999984741;74.0;14;103.625166893;7;30.0;79.3545837402;17;131.962860584;
83;12;42.815662384;76.0;15;103.836549997;7;29.0;82.4814300537;19;132.204703331;
84;12;41.0999984741;81.0;16;104.046782732;7;28.875;85.602355957;19;132.434049606;
