Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;8.0;11.0;6;20.0;1;8.0;10.0;5;20.0;
5;1;8.0;10.0;6;20.0;1;8.0;10.0;5;20.0;
6;1;9.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
7;1;9.5;10.0;6;20.0;1;9.5;10.0;5;20.0;
8;1;9.5;10.0;6;20.3999996185;1;9.5;10.0;5;20.3999996185;
9;2;9.59000015259;10.6999998093;5;21.7264003754;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;9.66343975067;10.8632001877;4;22.0603717566;1;9.66343975067;10.3632001877;5;20.9903717041;
11;2;9.72283363342;11.0301856995;4;23.2181631327;1;9.72283363342;10.4951858521;5;22.0419120789;
12;2;9.95943069458;11.6090812683;4;24.206153512;1;9.95943069458;11.0209560394;6;22.9143505096;
13;2;11.7228336334;12.1030769348;4;25.0386203527;1;11.7228336334;11.4571752548;6;23.6214065552;
14;2;13.7228336334;12.5193099976;4;25.7362861633;1;12.7228336334;11.8107032776;6;24.1832637787;
15;2;15.7228336334;12.8681430817;4;26.3223462105;1;13.7228336334;12.0916318893;5;24.6226100922;
16;2;16.7228336334;13.1611728668;4;26.8195756674;1;14.7228336334;12.3113050461;5;24.9617595673;
17;2;17.7228336334;13.4097881317;4;27.0276610851;1;15.7228336334;12.4808797836;5;25.0;
18;2;18.7228336334;13.5138301849;5;27.2095897198;1;16.7228336334;12.5;5;25.0;
19;2;19.625;13.6047945023;6;27.4038217068;1;17.625;12.5;6;25.0;
