Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;2;7.0;11.1999998093;4;21.0;
3;1;8.0;12.0;6;20.0;2;8.14999961853;10.0;4;21.0299999714;
4;1;8.0;11.0;6;20.0;2;8.15450000763;10.0;4;21.0605909824;
5;2;8.0;10.3000001907;5;21.0;2;8.15908908844;10.0;4;21.091766119;
6;2;9.22500038147;10.0;5;21.0900000334;2;9.24564743042;10.0;4;21.1235172749;
7;2;9.74524974823;10.0;5;21.1871190071;2;9.75279140472;10.0;4;21.1558350325;
8;2;9.76710128784;10.0;5;21.7036092281;2;9.76006317139;10.0;4;21.6002668142;
9;2;9.88331222534;10.1999998093;5;22.1564130783;2;9.86006069183;10.1999998093;4;21.9722745419;
10;2;9.98519229889;10.3632001877;5;22.557236433;2;9.94376182556;10.3632001877;4;22.2830175161;
11;2;10.075378418;10.4951858521;5;23.8035871983;2;10.0136785507;10.4951858521;4;23.3954073191;
12;2;10.3558073044;11.0209560394;5;24.8916251659;2;10.263967514;11.0209560394;5;24.3307359219;
13;2;12.1677207947;11.4571752548;5;25.8364036083;2;12.0415201187;11.4571752548;5;25.1027135849;
14;2;14.1677207947;11.8107032776;5;26.6592981815;2;14.0415201187;11.8107032776;5;25.7315064669;
15;2;15.7228336334;12.8344421387;5;27.3839819431;2;16.0415210724;12.0916318893;5;26.2397767305;
16;2;16.7228336334;13.1397161484;5;28.0334718227;2;17.0866966248;12.3113050461;5;26.6498038769;
17;2;18.4139690399;12.4808797836;5;28.407397747;2;18.1026439667;12.4808797836;5;26.7608320713;
18;2;18.7228336334;13.5;5;28.7683298588;2;19.119020462;12.5;5;26.8354767561;
19;2;19.625;13.6304988861;5;29.1538929939;2;20.0379829407;12.5;6;26.9119156599;
20;2;20.5596256256;12.5;7;29.562889576;2;20.0551815033;12.5;6;26.9900764227;
21;2;20.6516494751;12.5;7;29.9934945107;2;20.0727672577;12.5;6;27.0698769093;
22;2;19.625;13.5;7;30.4432339668;2;20.0907230377;12.5;6;27.1512255669;
23;2;20.625;12.5;7;30.9089989662;2;19.625;13.1453676224;6;27.2340214252;
24;2;20.9545249939;12.5;7;31.3870959282;2;19.625;13.1702060699;6;27.3181540966;
25;2;19.0620956421;13.5;9;31.8733391762;2;20.1465854645;12.5;7;27.4035048485;
26;3;18.1715011597;14.5;8;32.36317873;2;20.1657886505;12.5;7;27.4899468422;
27;3;17.625;13.5;9;32.8518595695;2;20.1852378845;12.5;7;27.5773453712;
28;3;18.625;14.5;9;33.3346033096;2;19.625;13.2732038498;7;27.6655590534;
29;3;16.625;13.5;9;33.8067913055;2;19.625;13.8327798843;7;27.754440546;
30;3;15.625;14.5;9;34.2641468048;2;19.625;13.8772201538;7;27.8438374996;
31;4;14.625;15.5;7;47.4528827667;2;20.2648639679;12.5;7;27.93359375;
32;4;15.0;16.5;7;48.5073270798;2;19.625;13.5;7;28.0235495567;
33;4;16.0;17.5;7;49.4840240479;2;19.625;14.0117750168;7;28.1135439873;
34;4;17.0;18.5;7;50.3785581589;2;20.325548172;12.5;7;28.2034151554;
35;4;18.0;19.5;7;51.1893949509;2;20.3457679749;12.5;7;28.2930014133;
36;4;19.0;20.5;8;51.9174995422;2;19.625;13.5;7;28.3821430206;
37;4;20.0;21.5;8;52.5658464432;2;20.3859825134;12.5;7;28.470682621;
38;4;21.0;22.5;8;53.1389036179;2;19.625;13.5;7;28.5584671497;
39;4;22.0;23.5;8;53.6421365738;2;20.425655365;12.5;7;28.6453483105;
40;4;23.0;24.5;9;54.0815753937;2;19.625;13.5;5;28.7311835289;
41;4;24.0;26.5;9;54.4504623413;2;19.625;14.3655920029;6;28.8158371449;
42;4;25.0;28.5;9;54.6155099869;2;20.4835624695;12.5;7;28.8991811275;
43;4;26.0;30.5;10;54.75;2;20.5023155212;12.5;5;28.9810957909;
44;4;27.0;32.5;10;54.75;2;20.5207462311;12.5;5;29.0614705086;
45;4;28.0;34.5;10;54.75;2;18.5388298035;13.5;6;29.140203476;
46;5;29.0;37.5;10;54.75;2;18.625;15.5;6;29.2172026634;
47;6;30.0;40.5;9;54.75;2;19.625;17.5;6;29.2923870087;
48;6;31.0;43.5;10;55.75;2;20.5907878876;19.5;6;29.3656845093;
49;6;32.0750007629;47.5;10;55.9199999571;2;20.6072788239;21.5;6;29.4370336533;
50;6;33.0750007629;51.5;10;56.1169109344;2;19.625;22.5;6;29.5063829422;
51;6;35.0750007629;51.5;11;56.3442704678;2;19.625;23.5;7;29.5736908913;
52;6;34.6294136047;54.5;11;57.6058222055;2;20.625;22.5;6;29.6389260292;
53;6;35.8844261169;58.5;10;58.9454293251;2;20.6687583923;22.5;6;29.7020654678;
54;6;37.0750007629;59.5;13;59.368131876;2;20.682964325;22.5;6;29.7630953789;
55;7;38.0750007629;62.5999984741;13;59.8387885094;2;19.625;23.5;6;29.8220105171;
56;7;39.0750007629;65.5999984741;14;60.3606637716;2;20.625;22.5;5;29.8788132668;
57;7;41.0750007629;65.5999984741;16;60.9363279343;2;20.7227325439;22.5;6;29.9335136414;
58;7;40.7871932983;68.4482879639;16;61.567335248;2;20.7350406647;22.5;6;29.9861288071;
59;8;41.3140525818;70.3287124634;17;62.2538752556;2;20.7468795776;22.5;6;30.0;
60;8;42.892780304;68.3937911987;19;62.9944291115;2;20.75;22.5;6;30.0;
61;9;42.5219192505;69.4604949951;18;63.7854748964;2;20.75;22.5;6;30.0;
62;9;43.1980667114;70.5287857056;21;64.621291399;2;20.75;22.5;8;30.0;
63;9;44.915687561;68.5986404419;22;65.4939187765;2;20.75;22.5;8;30.0;
64;10;44.6670608521;69.6700286865;19;84.4529402256;2;20.75;22.5;9;30.0;
65;10;48.0062484741;69.7843170166;20;89.267088294;2;20.75;22.5;9;30.0;
66;10;50.2949752808;73.9031295776;20;92.7646360397;2;20.75;22.5;9;30.0;
67;10;52.538734436;78.0264511108;21;96.9178507328;2;20.75;22.5;9;30.0;
68;10;55.7430877686;80.1542358398;21;99.5398081541;2;20.75;22.5;9;30.0;
69;10;56.7920608521;85.2864227295;22;101.743251204;2;20.75;22.5;10;30.0;
70;10;58.7920608521;87.4229049683;24;103.7563802;2;20.75;22.5;10;30.0;
71;11;58.7920608521;93.3421936035;23;105.468954682;2;20.75;22.5;10;30.0;
72;12;60.7920608521;95.4473114014;22;106.975090027;2;20.75;22.5;11;30.0;
73;12;61.6217803955;95.6417694092;23;108.32946527;2;20.75;22.5;11;30.0;
74;12;61.3044586182;99.9362564087;25;109.328358889;2;20.75;22.5;11;30.0;
75;12;60.3044586182;99.1497116089;24;110.246152639;2;20.75;22.5;9;31.0;
76;12;60.3044586182;101.271278381;25;111.094058156;2;19.8500003815;24.0;9;31.7800006866;
77;12;61.3044586182;106.398353577;25;111.880424976;2;20.0255012512;25.3899993896;9;32.3745174408;
78;12;63.3044586182;108.530944824;28;112.614082336;2;20.1592674255;26.1872596741;8;32.8194847107;
79;12;63.3044586182;113.669029236;29;113.295603633;2;20.2593841553;24.4097423553;8;33.0;
80;12;63.7000007629;118.812530518;37;113.750439167;2;21.2999992371;24.0;8;33.0;
81;12;64.6999969482;119.821350098;38;114.214113951;2;21.4249992371;24.0;5;33.0;
82;12;63.7000007629;123.06048584;38;114.685737252;2;21.4249992371;24.0;5;33.0;
83;12;63.7000007629;126.304924011;41;115.164331317;2;21.4249992371;24.0;5;33.0;
84;12;64.6999969482;126.554199219;42;115.648837447;2;21.4249992371;24.0;6;33.0;
85;13;63.7000007629;129.807769775;40;116.138121843;2;21.4249992371;24.0;6;33.0;
86;13;64.6999969482;130.065078735;42;116.630984306;2;21.4249992371;24.0;6;33.0;
87;15;64.6999969482;130.325469971;41;117.126168013;2;21.4249992371;24.0;7;33.0;
88;15;63.7000007629;138.583221436;41;117.62237215;2;21.4249992371;24.0;7;33.0;
89;15;63.7000007629;142.96105957;42;118.118264675;2;21.4249992371;24.0;6;33.0;
