Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;8.0;11.0;6;20.0;1;8.0;10.0;5;20.0;
5;1;8.0;10.0;5;20.0;1;8.0;10.0;5;20.0;
6;2;9.0;10.3000001907;4;21.0;1;9.0;10.0;5;20.0;
7;2;9.72500038147;10.0;4;21.0599999428;1;9.5;10.0;5;20.0;
8;2;9.73849964142;10.0;4;21.5335636139;1;9.5;10.0;5;20.3999996185;
9;2;9.84505176544;10.1999998093;4;21.9377998114;1;9.59000015259;10.1999998093;5;20.7264003754;
10;2;9.93600463867;10.3632001877;4;22.2840082645;2;9.66343975067;10.5631999969;4;21.9903717041;
11;2;10.0139017105;10.4951858521;4;23.4481773376;2;9.94783401489;10.4951858521;3;23.1719120741;
12;2;10.2758407593;11.0209560394;4;24.4414664507;2;10.2136802673;11.0209560394;3;24.1897815466;
13;2;12.0664348602;11.4571752548;4;25.2779132128;2;12.0098056793;11.4571752548;3;25.0591306686;
14;2;14.0664348602;11.8107032776;4;25.9779809713;2;14.0098056793;11.8107032776;3;25.8015987873;
15;2;16.0664348602;12.0916318893;4;26.5645889044;2;16.0098056793;12.0916318893;3;26.441321969;
16;2;17.159778595;12.3113050461;4;27.060223341;2;17.1320438385;12.3113050461;3;27.0020139217;
17;2;18.1949882507;12.4808797836;4;27.2642745972;2;18.1818904877;12.4808797836;3;27.2842636108;
18;2;19.23229599;12.5;5;27.439432621;2;18.7228336334;12.5;3;27.5518820286;
