Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;2;6.0;12.1999998093;3;21.0;
2;1;7.0;13.0;4;20.0;2;7.15000009537;11.0;3;21.0900000334;
3;1;8.0;12.0;4;20.0;2;8.16349983215;10.0;3;21.1871190071;
4;1;8.0;11.0;3;20.0;2;8.17806816101;10.0;4;21.2917383909;
5;2;8.0;10.3000001907;2;21.0;2;8.19376087189;10.0;4;21.4042263031;
6;2;9.22500038147;10.0;2;21.0900000334;2;9.31595134735;10.0;4;21.5249304771;
7;2;9.74524974823;10.0;2;21.1871190071;2;9.84310913086;10.0;5;21.6541694403;
8;2;9.76710128784;10.0;2;21.7036092281;2;9.87218856812;10.0;5;22.2087649107;
9;2;9.88331222534;10.1999998093;2;22.1564130783;2;9.99697208405;10.1999998093;5;22.7014135122;
10;2;9.98519229889;10.3632001877;2;22.557236433;2;10.1078176498;10.3632001877;5;23.1436295509;
11;2;10.075378418;10.4951858521;2;23.8035871983;2;10.2073163986;10.4951858521;5;24.4502608776;
12;2;10.3558073044;11.0209560394;2;24.8916251659;2;10.5013093948;11.0209560394;5;25.6018667221;
13;2;12.1677207947;11.4571752548;2;25.8364036083;2;10.7604207993;11.4571752548;5;26.6129477024;
14;2;14.1677207947;11.8107032776;2;26.6592981815;2;12.7604207993;11.8107032776;5;27.5041275024;
15;2;16.1677207947;12.0916318893;3;27.3839819431;2;14.7604198456;12.0916318893;5;28.2981133461;
16;3;17.3441429138;12.3113050461;3;28.0334718227;2;15.3670749664;12.3113050461;5;29.0167398453;
17;3;18.4139690399;12.4808797836;4;28.407397747;2;15.5287666321;12.4808797836;5;29.4582490921;
18;3;19.4894981384;12.5;5;28.7683298588;2;17.5431938171;12.5;4;29.883644104;
19;3;20.4728736877;12.5;5;29.1538929939;2;18.6389064789;12.5;4;30.3288545609;
20;3;20.5596256256;12.5;5;29.562889576;2;19.7390785217;12.5;6;30.7909274101;
21;3;20.6516494751;12.5;5;29.9934945107;2;20.8430461884;12.5;7;31.2663087845;
22;3;20.7485351562;12.5;5;30.4432339668;2;21.0349197388;12.5;7;31.7509255409;
23;3;20.8497276306;12.5;5;30.9089989662;2;21.1439590454;12.5;8;32.2403049469;
24;3;20.9545249939;12.5;6;31.3870959282;2;21.2540683746;12.5;8;32.7297272682;
25;3;21.0620956421;12.5;6;31.8733391762;2;21.3641891479;12.5;8;33.2144021988;
26;3;21.1715011597;12.5;6;32.36317873;2;21.4732398987;12.5;8;33.6896543503;
27;3;21.2817153931;12.5;6;32.8518595695;2;21.5801715851;12.5;8;34.1511049271;
28;3;21.3916683197;12.5;6;33.3346033096;2;21.6839981079;12.5;8;34.5948324203;
29;3;17.625;14.5;6;33.8067913055;2;21.7838363647;12.5;8;35.0175008774;
