Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;4;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;4;20.0;
4;1;8.0;11.0;6;20.0;1;8.0;10.0;4;20.0;
5;1;8.0;10.0;6;20.0;1;8.0;10.0;4;20.0;
6;2;9.0;10.3000001907;5;21.0;1;9.0;10.0;4;20.0;
7;2;9.72500038147;10.0;5;21.0900000334;1;9.5;10.0;4;20.0;
8;2;9.74524974823;10.0;5;21.5980186462;1;9.5;10.0;4;20.3999996185;
9;2;9.85955429077;10.1999998093;5;22.0418490171;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;9.95941543579;10.3632001877;5;22.4332156181;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;10.0474739075;10.4951858521;5;23.6659361124;1;9.72283363342;10.4951858521;3;22.0419120789;
12;2;10.3248357773;11.0209560394;4;24.7393633127;1;9.95943069458;11.0209560394;3;22.9143505096;
13;2;12.1334619522;11.4571752548;4;25.6686143875;1;11.7228336334;11.4571752548;2;23.6214065552;
14;2;14.1334609985;11.8107032776;4;26.4751701355;1;12.7228336334;11.8107032776;2;24.1832637787;
15;2;16.1334609985;12.0916318893;4;27.1828548908;1;13.7228336334;12.0916318893;3;24.6226100922;
16;2;17.2988891602;12.3113050461;4;27.8148901463;2;14.7228336334;12.3113050461;2;24.9617595673;
17;2;18.3647880554;12.4808797836;4;28.1711652279;2;15.7228336334;12.4808797836;3;25.0;
18;2;18.7228336334;13.4513492584;5;28.5145654678;2;16.7228336334;12.5;4;25.0;
19;2;19.625;13.5543699265;5;28.8830828667;2;17.625;12.5;5;25.0;
20;2;20.4986934662;12.5;5;29.2759313583;2;17.625;12.5;5;25.0;
21;2;20.5870838165;12.5;5;29.6917257309;2;17.625;12.5;5;25.0;
22;2;20.6806373596;12.5;5;30.1284441948;2;17.625;12.5;5;25.0;
23;2;20.7789001465;12.5;5;30.5834169388;2;17.625;12.5;5;25.0;
24;2;20.881269455;12.5;5;31.0533499718;2;17.625;12.5;5;25.0;
25;2;18.9870033264;13.5;7;31.5343885422;2;17.625;12.5;5;25.0;
26;3;18.625;13.5;6;32.0222206116;2;17.625;12.5;6;25.0;
27;4;19.625;14.5;5;32.5122156143;2;17.625;12.5;6;25.0;
28;4;18.625;13.5;6;32.9995918274;2;17.625;12.5;6;25.0;
29;4;16.625;15.5;6;33.4795999527;2;17.625;12.5;6;25.0;
30;4;15.625;17.5;6;33.9477081299;2;17.625;12.5;6;25.0;
31;4;14.625;19.5;6;34.399772644;2;17.625;12.5;5;25.0;
32;4;14.0;21.5;6;34.8321838379;2;17.625;12.5;5;25.0;
33;4;14.0;23.5;7;35.2419710159;2;17.625;12.5;5;25.0;
34;4;14.0;25.5;7;35.6268672943;3;18.625;13.0;4;26.0;
35;4;14.0;27.5;8;35.9853258133;3;19.625;13.0;4;26.1699999571;
36;4;14.0;29.1897277832;8;36.3164978027;3;19.625;13.0850000381;4;26.3669109344;
37;4;14.0;30.4215488434;9;36.6201763153;3;19.625;13.1834554672;4;26.5942704678;
38;4;14.0;31.6341228485;10;36.8967161179;3;19.625;13.2971353531;4;26.8558222055;
39;4;14.0;32.8277015686;10;37.1469373703;3;18.0425605774;13.5;5;27.1554293633;
40;4;14.0;34.0028572083;11;37.3720273972;3;18.625;13.5;5;27.4969480038;
41;5;14.0;35.1604194641;11;37.5734405518;3;20.1868133545;12.5;5;27.8840510845;
42;5;14.0;36.3014068604;11;37.7528085709;3;19.625;13.5;5;28.3200027943;
43;5;14.0;37.4269638062;13;37.911860466;3;20.3720016479;12.5;5;28.8073790073;
44;5;14.0;38.5383033752;13;38.0;3;20.4816608429;12.5;6;29.3477458954;
45;7;15.0;36.5999984741;10;66.75;3;20.6032428741;12.5;7;29.9413113594;
46;7;15.0;37.5999984741;11;68.7625007629;3;19.625;13.5;7;30.586581707;
47;7;16.0;38.5999984741;12;70.2967796326;3;20.625;12.5;8;31.2800674438;
48;7;18.0;36.5999984741;12;71.4120597839;3;19.625;13.5;8;32.0160870552;
49;7;18.0;37.5999984741;12;72.1932144165;3;20.625;15.5;9;32.7867279053;
50;7;19.0;38.5999984741;13;72.725528717;3;21.3770141602;17.5;9;33.5820074081;
51;7;21.0;38.5999984741;13;72.75;3;19.625;19.5;9;34.3902606964;
52;7;23.0;39.5999984741;13;73.75;3;20.625;21.5;11;35.1987380981;
53;7;25.9249992371;41.5999984741;16;73.7899999619;3;19.625;23.5;11;35.9943685532;
54;7;27.9249992371;44.5;17;73.8311839104;3;19.625;24.5;12;36.7645931244;
55;7;28.9249992371;47.5;17;73.8735535145;3;20.625;22.5;12;37.4981632233;
56;7;30.9249992371;46.5;19;73.9171074629;3;21.625;22.5;12;38.1857919693;
57;7;31.1875991821;48.5;19;73.961841464;3;22.591802597;22.5;13;38.8205833435;
58;7;31.3500003815;50.3482894897;19;74.0077478886;3;20.591802597;23.5;14;39.3982028961;
59;7;32.3499984741;48.3804244995;20;74.0548160076;3;19.625;24.5;15;39.9167966843;
60;7;31.6435832977;48.5;21;74.1030313969;3;19.625;25.5;15;40.3767118454;
61;8;31.6544322968;49.5;19;86.9023760557;3;19.625;26.5;15;40.780087471;
62;8;31.3500003815;50.4816627502;20;87.5903280973;3;20.625;24.5;16;41.1303920746;
63;8;30.4249992371;53.5169792175;21;88.2258925438;4;21.625;23.5;15;41.4319667816;
64;8;31.4249992371;56.5530548096;21;88.8063898087;4;22.625;22.5;16;41.6896247864;
65;8;33.4249992371;56.5898666382;22;89.3313088417;4;23.3801651001;22.5;17;41.9083213806;
66;8;33.4249992371;59.6273880005;23;89.8019715548;4;23.4293727875;22.5;17;42.0;
67;8;34.4249992371;61.6656036377;23;90.2211186886;4;23.4500007629;22.5;17;42.0;
68;8;36.4249992371;60.7044715881;24;90.5924837589;4;21.4500007629;23.5;17;42.0;
69;8;36.4249992371;62.7439727783;24;90.9203974009;4;20.4500007629;24.5;17;42.0;
70;8;37.4249992371;64.7840652466;24;91.2094544172;4;19.625;25.5;18;42.0;
71;8;39.4249992371;62.9247093201;26;91.4512542486;4;19.625;26.5;18;42.0;
72;9;39.4249992371;63.965877533;25;95.4885184765;4;19.625;27.5;18;42.0;
73;9;42.0765609741;63.0348358154;25;98.545996666;4;19.625;28.5;18;42.0;
74;9;42.5282783508;65.1058654785;26;100.814763308;4;19.625;29.5;18;42.0;
75;10;43.8248329163;67.1788787842;27;102.451658964;4;19.625;30.5;17;43.0;
76;10;46.0;66.2537918091;27;103.03621769;4;21.625;29.5;18;43.0399999619;
77;10;46.0;68.3304824829;27;103.357278824;4;21.625;31.5;18;44.78198421;
78;10;48.0;67.4088363647;27;103.652623653;4;21.8500003815;34.0;18;46.213955164;
79;10;46.0;70.4887161255;27;103.814235926;4;22.0255012512;36.3899993896;18;47.3757829666;
80;10;46.2000007629;70.5699615479;27;103.9320333;4;23.1592674255;35.6872596741;18;48.3111473322;
81;10;45.2000007629;70.6524200439;28;104.05130744;5;24.2593841553;34.9097442627;17;64.9141721725;
82;10;43.2000007629;73.7359161377;28;105.171794176;5;24.2593841553;36.6000556946;15;66.0782033205;
83;12;44.2000007629;78.8202514648;26;107.313216925;5;25.587480545;36.9097442627;14;67.0446170568;
84;11;47.2000007629;80.3052520752;25;107.59548533;6;26.1056632996;37.9097442627;13;67.7403777838;
85;11;47.2000007629;83.3907012939;25;107.888383269;6;26.1245727539;38.9097442627;14;68.3499133587;
86;11;47.2000007629;87.4764022827;27;108.192172408;6;23.7593841553;42.7649078369;15;68.8803561926;
