Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;2;7.0;11.1999998093;4;21.0;
3;1;8.0;12.0;6;20.0;2;8.14999961853;10.0;4;21.0900000334;
4;1;8.0;11.0;6;20.0;2;8.16349983215;10.0;4;21.1871190071;
5;1;8.0;10.0;6;20.0;2;8.17806816101;10.0;4;21.2917383909;
6;1;9.0;10.0;5;20.0;2;9.29064083099;10.0;4;21.4042263031;
7;1;9.5;10.0;5;20.0;2;9.81595134735;10.0;4;21.5249304771;
8;1;9.5;10.0;4;20.3999996185;2;9.84310913086;10.0;4;22.0694183111;
9;1;9.59000015259;10.1999998093;4;20.7264003754;2;9.96561908722;10.1999998093;4;22.5515855551;
10;1;9.66343975067;10.3632001877;4;20.9903717041;2;10.0741062164;10.3632001877;4;22.983014226;
11;1;9.72283363342;10.4951858521;4;22.0419120789;2;10.1711778641;10.4951858521;4;24.2738182545;
12;1;9.95943069458;11.0209560394;4;22.9143505096;2;10.4616098404;11.0209560394;5;25.4089095592;
13;1;11.7228336334;11.4571752548;4;23.6214065552;2;12.2841091156;11.4571752548;5;26.4029755592;
14;2;13.7228336334;12.1107034683;3;25.1832637787;2;14.2841091156;11.8107032776;5;27.276881218;
15;2;15.7228336334;12.3916320801;3;25.6426100731;2;16.2841091156;12.0916318893;5;28.0536293983;
16;2;16.9523334503;12.3113050461;3;26.0019555092;2;17.4948120117;12.3113050461;5;28.755402565;
17;2;17.7228336334;12.7929382324;3;26.0605818033;2;18.5764026642;12.4808797836;5;29.1808357239;
18;2;18.9614639282;12.5;4;26.0811508894;2;19.663520813;12.5;5;29.5913586617;
19;2;19.625;12.8243455887;4;26.1018965244;2;20.6580562592;12.5;5;30.0233430862;
20;2;19.625;12.8305692673;4;26.1228116751;2;20.7552528381;12.5;4;30.4742712975;
21;2;19.625;12.9491243362;4;26.1438889503;2;20.856710434;12.5;6;30.9409928322;
22;2;19.625;12.9575557709;4;26.1651208401;2;20.9617233276;12.5;6;31.4197778702;
23;2;19.8871517181;12.5;5;26.1864993572;2;21.0694503784;12.5;6;31.906411171;
24;4;19.625;12.9745998383;4;26.2080165148;2;21.1789417267;12.5;7;32.3963236809;
25;4;17.8968029022;13.5;5;26.2296639681;2;21.2891731262;12.5;7;32.8847527504;
26;4;16.9016742706;14.5;5;26.2514331341;3;21.3990688324;12.5;6;33.3669252396;
27;4;15.9065723419;15.5;6;26.2733153105;4;19.625;13.5;5;36.5053145885;
28;4;14.625;17.0093269348;6;26.2953014374;4;20.625;14.5;5;37.0837538242;
29;4;14.0;18.018119812;7;26.3173824549;4;20.625;13.5;5;37.6455311775;
30;4;14.2964115143;18.5;6;26.3395489454;4;18.625;15.5;4;38.187251091;
31;4;14.0;19.5;6;26.3617914915;4;17.625;17.5;4;38.7061889172;
32;4;14.0;20.5;6;26.3841004372;4;16.625;19.5;4;39.2003238201;
33;4;14.0;21.5;6;26.4064661264;4;16.0;21.5;3;39.6683270931;
34;4;14.0;22.5;7;27.428878665;4;16.0;23.5;4;40.1095161438;
35;4;15.0;23.5;7;27.4813280106;4;16.0;25.2753944397;4;40.5237812996;
36;5;16.0;24.5;5;40.2843953371;4;16.0;26.416847229;6;40.9114995003;
37;5;17.0;25.5;5;40.9755634069;4;16.0;27.5450229645;7;41.2734339237;
38;5;18.0;26.5;6;41.6138446331;4;16.0;28.6604804993;7;41.6106414795;
39;5;19.0;27.5;6;42.1965690851;4;17.0;27.6604804993;9;41.9243822098;
40;5;20.0;28.5;6;42.7232384682;4;18.0;27.6604804993;9;42.2160415649;
41;5;21.0;29.5;7;43.1951895952;4;18.0;26.6604804993;10;42.4663691521;
42;5;22.0;30.0;7;43.6151813269;4;18.0;28.6604804993;9;42.5906963348;
43;5;23.0;30.0;8;43.9869675636;4;18.0658130646;30.6604804993;11;42.7127766609;
44;6;24.0;30.0;8;44.314901948;4;19.1207504272;29.0;11;42.8323502541;
45;6;25.0;30.0;8;44.6036047935;4;18.1745567322;30.0;11;42.9491796494;
46;6;26.0;30.0;10;44.8447035551;4;18.2271308899;31.0;14;43.0630512238;
47;7;27.0;30.0;8;44.9031746387;4;19.2783737183;29.0;15;43.1737775803;
48;7;28.0;34.0;9;44.9619786739;4;19.3281993866;29.5;15;43.2811965942;
49;7;29.0;38.0;9;45.021084547;4;20.376537323;31.5;16;43.3851728439;
50;7;30.0;42.0;10;45.0804599524;4;21.3483276367;33.5;16;43.4855971336;
51;7;31.0;46.0;11;45.1400717497;4;21.3935184479;35.5;17;43.5823850632;
52;7;33.0;47.0;14;45.1998858452;4;21.4370727539;37.5;18;43.6754779816;
53;7;33.0;48.0;14;45.2598674297;4;21.4789638519;38.5;19;43.7648396492;
54;7;33.0750007629;49.0;16;45.319980979;4;21.5191764832;39.5;20;43.8504567146;
55;7;34.0750007629;47.0;18;45.3801903725;4;22.5577049255;37.5;20;43.9323363304;
56;7;33.0750007629;48.0;17;45.4404588938;4;21.5945510864;38.5;20;44.0105047226;
57;7;33.0750007629;49.0;18;45.5007493496;4;21.6297264099;39.5;19;44.0850048065;
58;7;34.0750007629;47.0;19;45.561024189;4;22.6632518768;37.5;19;44.1558947563;
59;7;33.0750007629;48.0;17;45.6212457418;4;21.6951522827;38.5;19;44.2232465744;
60;7;33.0750007629;49.0;16;45.6813758612;4;21.7254600525;39.5;20;44.25;
61;7;34.0750007629;47.0;18;45.7255871296;4;22.7374992371;37.5;17;44.25;
62;7;33.0750007629;49.0;18;45.765581131;4;21.7374992371;38.5;17;44.25;
63;7;33.0750007629;50.4000015259;17;45.8055787086;4;21.7374992371;39.5;18;44.25;
64;7;34.0750007629;48.4000015259;19;45.8455479145;4;22.7374992371;37.5;18;44.25;
65;7;33.0750007629;49.4000015259;19;45.885456562;4;21.7374992371;38.5;20;44.25;
66;7;33.0750007629;50.4000015259;19;45.92527318;4;21.7374992371;39.5;21;44.25;
67;6;32.0750007629;42.0;19;43.9649660587;5;22.7374992371;37.5;21;46.25;
68;6;31.0750007629;43.0;20;45.4035284519;5;24.7374992371;37.5;22;46.25;
69;6;31.414188385;44.0;20;46.5663387775;5;23.7374992371;39.5;22;46.25;
70;6;31.7029151917;45.0;19;47.4939386845;5;23.7374992371;41.5;22;46.25;
71;5;14.0;41.0;20;30.2827808857;6;23.7374992371;43.5;20;63.9685268402;
72;5;15.0;39.0;20;30.5257825851;6;23.7374992371;44.5;20;63.871673584;
73;5;16.0;38.0;21;30.5882759094;6;22.8125;47.5;20;63.7845058441;
74;5;17.0;37.0;21;30.6506979465;6;23.8125;50.5;20;64.0414733887;
75;5;18.0;36.0;19;30.7129707336;6;25.8125;50.5;21;65.615000248;
76;6;19.0;35.0;16;48.7750172615;5;20.8012504578;48.5;21;48.7219796181;
77;6;18.0;37.0;16;48.8367609978;5;21.7911243439;47.5;21;49.6068305969;
78;6;18.0;39.0;16;48.8981268406;5;22.7820129395;47.5;22;50.3075404167;
79;6;18.0;41.0;17;48.9590418339;5;24.7738113403;44.5;23;50.7117195129;
80;5;14.0;39.0;17;31.0194346905;6;26.7664299011;42.5;21;68.9060835838;
81;5;14.0;40.0;17;31.0792365074;6;23.7597866058;45.5;21;69.0740318298;
82;5;14.0;41.0;17;31.1383812428;6;23.7538070679;48.5;23;69.1076164246;
83;5;14.0;42.0;19;31.196805954;8;23.7484283447;51.5;19;69.0968546867;
84;5;14.0;43.0;18;31.2544505596;8;22.7484283447;55.0;18;69.0871691704;
85;5;15.0;41.0;17;31.3112585545;8;23.0;58.0;17;69.0784521103;
86;5;14.0;42.0;18;31.367177248;8;24.0;59.4313812256;18;69.0706067085;
87;5;14.0;43.0;19;31.4221572876;8;26.0;60.4313812256;18;69.0635461807;
88;5;15.0;41.0;20;31.4761536121;8;28.0;62.0;19;69.0571913719;
89;5;14.0;42.0;20;31.5291247368;8;29.725736618;64.0;20;70.051472187;
90;5;14.0;43.0;20;31.5810337067;8;31.7231636047;66.5;21;70.1963247061;
