Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;5;20.0;2;8.0;10.1999998093;3;21.0;
4;1;8.0;11.0;5;20.0;2;8.14999961853;10.0;3;21.1200000048;
5;1;8.0;10.0;5;20.0;2;8.16800022125;10.0;3;21.2530560493;
6;1;9.0;10.0;5;20.0;2;9.28193759918;10.0;3;21.4002518654;
7;1;9.5;10.0;5;20.0;2;9.81505680084;10.0;3;21.5626775026;
8;1;9.5;10.0;5;20.3999996185;2;9.85160255432;10.0;3;22.1570323706;
9;1;9.59000015259;10.1999998093;5;20.7264003754;2;9.98533248901;10.1999998093;3;22.698546052;
10;2;9.66343975067;10.6632003784;4;21.9903717041;2;10.107172966;10.3632001877;3;23.1997241974;
11;2;9.94783401489;10.4951858521;4;23.0719120502;2;10.2199382782;10.4951858521;3;24.6001355648;
12;2;10.1911802292;11.0209560394;4;23.9749414921;2;10.5350313187;11.0209560394;4;25.8676092625;
13;2;11.9614667892;11.4571752548;3;24.7131726742;2;12.3873167038;11.4571752548;3;27.0190346241;
14;2;13.9614667892;11.8107032776;3;25.3067810535;2;14.3873167038;11.8107032776;3;28.0770261288;
15;2;15.9614667892;12.0916318893;3;25.7784451246;2;16.3873176575;12.0916318893;3;29.0656356812;
16;2;16.9828968048;12.3113050461;2;26.1504684687;2;17.7225151062;12.3113050461;3;30.0071249008;
17;2;17.9902935028;12.4808797836;2;26.2221269608;2;18.858039856;12.4808797836;3;30.6989741325;
18;2;18.9978122711;12.5;2;26.2560760975;2;20.0051021576;12.5;3;31.4000062943;
