Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;8.0;11.0;6;20.0;1;8.0;10.0;5;20.0;
5;1;8.0;10.0;6;20.0;1;8.0;10.0;5;20.0;
6;1;9.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
7;2;10.5;10.3000001907;5;21.0;1;9.5;10.0;4;20.0;
8;2;11.5;10.0;5;21.3999996185;1;9.5;10.0;4;20.3999996185;
9;2;12.5900001526;10.1999998093;4;21.7264003754;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;12.8884391785;10.3632001877;4;21.9903717041;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;12.9478340149;10.4951858521;4;23.0719120502;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;13.1911811829;11.0209560394;4;23.9749414921;1;9.95943069458;11.0209560394;5;22.9143505096;
13;2;15.9545841217;11.4571752548;4;24.7131726742;1;11.7228336334;11.4571752548;5;23.6214065552;
14;2;17.9545841217;11.8107032776;4;25.3067810535;1;12.7228336334;11.8107032776;5;24.1832637787;
15;2;18.7228336334;12.4286870956;4;25.7784451246;1;13.7228336334;12.0916318893;5;24.6226100922;
16;2;19.9828968048;12.3113050461;4;26.1504684687;1;14.7228336334;12.3113050461;5;24.9617595673;
17;2;20.7228336334;12.8374919891;4;26.2221269608;1;15.7228336334;12.4808797836;5;25.0;
18;2;21.9978122711;12.5;5;26.2560760975;1;16.7228336334;12.5;5;25.0;
