Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;8.0;11.0;6;20.0;1;8.0;10.0;5;20.0;
5;1;8.0;10.0;6;20.0;2;8.0;10.1999998093;3;21.0;
6;1;9.0;10.0;6;20.0;2;9.22500038147;10.0;3;21.0599999428;
7;1;9.5;10.0;6;20.0;2;9.73849964142;10.0;3;21.1229639053;
8;1;9.5;10.0;6;20.3999996185;2;9.75266647339;10.0;3;21.6001901627;
9;1;9.59000015259;10.1999998093;6;20.7264003754;2;9.86004257202;10.1999998093;3;22.0082015991;
10;1;9.66343975067;10.3632001877;6;20.9903717041;2;9.95184516907;10.3632001877;3;22.3582868576;
11;1;9.72283363342;10.4951858521;6;22.0419120789;2;10.0306148529;10.4951858521;3;23.5279067755;
12;1;9.95943069458;11.0209560394;6;22.9143505096;2;10.2937793732;11.0209560394;4;24.5268628597;
13;1;11.7228336334;11.4571752548;6;23.6214065552;2;12.0856485367;11.4571752548;4;25.3691681623;
14;1;12.7228336334;11.8107032776;6;24.1832637787;2;14.0856485367;11.8107032776;4;26.0752547979;
15;1;13.7228336334;12.0916318893;6;24.6226100922;2;16.0856494904;12.0916318893;4;26.6680037975;
16;1;14.7228336334;12.3113050461;6;24.9617595673;2;17.1830482483;12.3113050461;4;27.1698563099;
17;1;15.7228336334;12.4808797836;6;25.0;2;18.2196559906;12.4808797836;4;27.3801496029;
18;1;16.7228336334;12.5;6;25.0;2;19.2583675385;12.5;3;27.5615134239;
