Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;2;7.0;13.3000001907;5;21.0;1;7.0;11.0;5;20.0;
3;2;8.14999961853;12.0;5;21.0900000334;1;8.0;10.0;5;20.0;
4;2;8.16349983215;11.0;5;21.1871190071;1;8.0;10.0;4;20.0;
5;2;8.17806816101;10.0;5;21.2917383909;1;8.0;10.0;4;20.0;
6;2;9.29064083099;10.0;5;21.4042263031;1;9.0;10.0;4;20.0;
7;2;9.81595134735;10.0;4;21.5249304771;1;9.5;10.0;4;20.0;
8;2;9.84310913086;10.0;4;22.0694183111;1;9.5;10.0;4;20.3999996185;
9;2;9.96561908722;10.1999998093;3;22.5515855551;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;10.0741062164;10.3632001877;3;22.983014226;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;10.1711778641;10.4951858521;3;24.2738182545;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;10.4616098404;11.0209560394;3;25.4089095592;1;9.95943069458;11.0209560394;5;22.9143505096;
13;2;12.2841091156;11.4571752548;3;26.4029755592;1;11.7228336334;11.4571752548;5;23.6214065552;
14;2;14.2841091156;11.8107032776;3;27.276881218;1;12.7228336334;11.8107032776;5;24.1832637787;
15;2;16.2841091156;12.0916318893;3;28.0536293983;1;13.7228336334;12.0916318893;5;24.6226100922;
16;2;17.4948120117;12.3113050461;3;28.755402565;1;14.7228336334;12.3113050461;5;24.9617595673;
17;2;18.5764026642;12.4808797836;3;29.1808357239;1;15.7228336334;12.4808797836;5;25.0;
18;2;19.663520813;12.5;4;29.5913586617;1;16.7228336334;12.5;5;25.0;
19;2;20.6580562592;12.5;4;30.0233430862;1;17.625;12.5;5;25.0;
20;3;20.7552528381;12.5;3;30.4742712975;1;17.625;12.5;5;25.0;
21;3;20.856710434;12.5;3;30.9409928322;1;17.625;12.5;7;25.0;
22;3;20.9617233276;12.5;3;31.4197778702;1;17.625;12.5;7;25.0;
23;3;21.0694503784;12.5;3;31.906411171;1;17.625;12.5;7;25.0;
24;3;21.1789417267;12.5;4;32.3963236809;1;17.625;12.5;7;25.0;
25;3;21.2891731262;12.5;4;32.8847527504;1;17.625;12.5;7;25.0;
26;4;19.625;13.5;3;33.3669252396;1;17.625;12.5;9;25.0;
27;4;19.625;14.5;3;33.8382406235;1;17.625;12.5;9;25.0;
28;4;19.625;15.5;3;34.2944498062;2;17.625;12.5;8;25.0;
29;4;17.625;17.5;4;34.7318048477;2;17.625;12.5;9;25.0;
30;4;16.625;19.5;4;36.1471776962;2;17.625;12.5;10;25.0;
31;4;16.625;21.5;4;36.5681307316;3;17.625;12.5;8;45.0;
32;4;16.625;23.5;5;36.9635384083;3;16.625;13.5;8;46.2000007629;
33;4;16.2386322021;25.132062912;5;37.3323838711;3;16.625;14.5;9;47.2175998688;
34;4;16.2456474304;26.3684329987;5;37.6743071079;3;16.625;15.5;9;48.0579586029;
35;4;16.2527923584;27.5855522156;5;38.9895275831;3;16.625;16.5;10;48.736333847;
36;4;17.2600631714;28.7835845947;5;39.3187557459;3;17.0;17.5;10;49.273645401;
37;4;19.2674598694;27.7835845947;5;39.6242718697;3;18.0;18.5;11;49.6926937103;
38;4;18.518245697;29.7835845947;6;39.9074645042;3;19.0;19.5;11;50.0;
39;4;19.0;30.4493255615;6;40.1699143648;4;21.0;21.0;10;51.0;
40;4;18.5529708862;30.3985862732;6;40.413315177;4;23.0;22.0;10;51.0499999523;
41;4;18.5709037781;31.5131759644;7;40.6187070608;4;24.0;23.0249996185;10;51.1019749641;
42;4;19.5892086029;30.5131759644;7;40.7016913891;4;25.0;24.0509872437;11;51.1559499502;
43;4;20.6078796387;30.5131759644;7;40.7862691879;4;26.0;24.5;11;51.2119446993;
44;4;21.5519104004;30.5131759644;8;40.8724015951;4;28.0;22.5;12;51.269973278;
45;4;21.5712890625;30.5131759644;9;40.9600450993;4;27.25;23.5;11;51.3300433159;
46;4;21.59100914;30.5131759644;9;41.049151063;4;27.25;24.5;12;51.3921557665;
47;4;22.2634811401;31.5131759644;9;41.1396659613;5;28.25;24.5;11;51.4563041925;
48;4;23.6314239502;33.5;9;41.2315312624;5;29.25;25.5;11;51.5224741697;
49;4;24.2873744965;34.5;10;41.324683547;5;27.25;28.5;12;51.5906432867;
50;4;25.2983951569;35.5;9;41.4190546274;5;27.25;31.5;12;51.6607804298;
51;4;26.3121509552;36.5;8;41.5145714283;6;27.25;34.5;9;66.7328453064;
52;4;26.949848175;36.5;8;41.6111564636;6;28.25;36.5;11;67.5567884445;
53;4;26.5499992371;36.7437438965;9;41.7087277174;6;29.25;38.5;11;68.3019254208;
54;4;26.9757995605;34.771396637;9;41.8071990013;6;30.25;40.5;11;68.96735394;
55;5;27.5499992371;35.7991638184;10;42.9064804316;6;31.25;42.5;12;69.555519104;
56;5;28.9765396118;35.9075202942;10;43.1664779186;6;32.25;44.5;12;70.0713453293;
57;5;29.0159397125;36.5;11;43.450838685;6;34.25;42.5;12;70.5213651657;
58;5;28.5499992371;38.8829116821;12;43.7623548508;6;34.25;43.5;13;70.9129295349;
59;5;29.043346405;38.9109077454;13;44.1039558649;6;34.838104248;44.5;12;71.253575325;
60;5;28.5499992371;39.9389038086;14;44.4786396027;7;35.9148292542;42.5;10;88.7068536282;
61;5;28.5499992371;40.5881538391;15;44.8893740177;7;37.9500007629;42.5;11;89.6564028263;
62;5;29.0304775238;39.1647834778;16;45.3389663696;8;36.9500007629;44.5;10;108.493727446;
63;5;29.0991382599;38.5;17;45.8298957348;8;38.9500007629;44.5;11;110.121430635;
64;5;26.5499992371;40.0504760742;16;46.3641121387;8;40.9500007629;45.5;12;111.521638632;
65;6;28.0572624207;39.2959060669;15;66.6177048683;8;39.9500007629;43.5;11;92.3797852993;
66;6;30.6574249268;38.5;14;67.8952660561;8;37.9500007629;45.5;11;92.8320934772;
67;6;31.6802558899;39.5;15;69.105168581;8;34.9500007629;46.5;11;96.358556509;
68;6;30.5499992371;42.5;14;70.2572801113;8;34.4000015259;48.5;12;99.1984288692;
69;6;31.7255954742;41.5;13;71.3610277176;8;33.7509994507;50.5;12;101.446654797;
70;7;31.7480564117;42.5;12;77.7156264782;7;31.0185317993;47.5;12;99.8567886353;
71;7;33.1015510559;45.0;12;80.5480935574;7;30.5187683105;49.5;12;101.822156906;
72;7;34.3967323303;47.3899993896;12;83.0702314377;7;31.5999984741;52.5;14;102.022500038;
73;7;34.6416625977;49.6872596741;9;85.3251054287;7;32.5999984741;55.5;13;102.045276284;
74;7;32.783203125;51.9097442627;10;87.1106321812;7;32.5999984741;58.5;12;102.068321705;
75;8;33.8653106689;54.0;8;90.4750914574;7;35.5999984741;55.5;14;102.091629028;
76;8;35.2576904297;55.7000007629;8;93.4060885906;8;39.7091598511;59.5;13;102.115190387;
77;8;35.0792922974;58.2291984558;8;95.9460690022;8;42.011516571;63.280632019;12;102.138997555;
78;8;34.6934432983;61.6162643433;7;98.1470994949;8;44.0138969421;59.6972961426;12;102.16304183;
79;8;36.6401367188;59.8922767639;7;99.8893737793;8;45.0163002014;58.7141265869;16;102.187314034;
80;9;33.9653320312;65.0;6;102.293061256;8;46.2187309265;59.7311172485;16;102.211804628;
81;9;34.7486495972;68.0;7;103.50293231;8;46.2211799622;58.748260498;16;102.236503601;
82;10;36.1138305664;70.8000030518;7;105.246827841;8;47.2236480713;58.7655487061;17;103.26140058;
83;10;35.2000007629;76.6887664795;6;106.477304816;8;47.2261428833;61.7829818726;17;103.34648478;
84;10;36.2000007629;79.3340911865;7;107.603760004;8;48.2286453247;61.8005371094;17;103.434709072;
85;10;36.3750762939;77.3340911865;9;108.468825221;8;47.3434753418;65.8182220459;21;103.526131034;
86;11;35.5523338318;79.645324707;7;109.266274691;9;44.3526153564;69.9000015259;20;118.62079978;
87;11;35.1318206787;80.0;7;108.775620222;9;46.3620834351;70.9000015259;19;119.768754125;
88;11;36.1100006104;82.8000030518;9;109.951577902;9;47.3718757629;76.537071228;20;120.824999452;
89;12;36.6535339355;86.0;8;110.545404434;9;47.3819999695;78.592880249;21;121.779004812;
90;12;36.1816253662;87.0;8;111.061928868;9;49.177898407;78.6503677368;21;122.62711668;
91;12;36.2075119019;90.0;8;111.570000887;9;49.2627105713;82.7095565796;21;123.371604562;
92;12;35.2000007629;93.5999984741;9;112.068706989;9;48.3371620178;81.9000015259;22;124.019194722;
93;12;38.2068748474;97.5999984741;10;112.557271957;9;49.4019165039;80.9000015259;22;124.579479814;
94;12;39.8557319641;101.599998474;12;113.017418623;9;49.4579467773;83.9000015259;23;125.063465238;
95;13;39.3017425537;104.43788147;12;113.434629917;9;48.5063438416;86.8629074097;23;125.482422948;
96;13;40.3434638977;103.633178711;13;113.842193007;9;49.5482406616;86.0301895142;24;125.748371363;
97;13;40.3742713928;103.749824524;14;114.239807963;9;49.574836731;86.9000015259;25;125.878350258;
98;13;40.4083061218;104.749824524;15;114.627275348;10;48.5878334045;89.9000015259;24;126.011065125;
99;13;40.4534111023;105.749824524;18;115.004482985;10;49.6011047363;86.9000015259;23;126.146351576;
100;14;40.5796775818;108.237724304;17;116.371394038;11;49.6146354675;91.9000015259;22;126.284024596;
101;14;40.7336769104;111.635879517;16;116.62803328;11;47.6283988953;93.9000015259;23;126.423878908;
102;14;40.6728019714;115.719009399;17;117.089400768;11;46.6423835754;97.9000015259;23;126.565689921;
103;14;41.7089424133;119.796020508;17;117.548228741;11;45.6565666199;101.900001526;24;126.709215164;
104;14;41.754825592;123.8671875;17;117.957505465;11;44.670917511;105.900001526;24;127.854195476;
