Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;8.0;11.0;6;20.0;1;8.0;10.0;5;20.0;
5;1;8.0;10.0;6;20.0;1;8.0;10.0;5;20.0;
6;1;9.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
7;1;9.5;10.0;6;20.0;1;9.5;10.0;5;20.0;
8;2;9.5;10.3000001907;5;21.3999996185;2;9.5;10.1999998093;4;21.3999996185;
9;2;9.81500053406;10.1999998093;5;21.8264003992;2;9.81500053406;10.1999998093;4;21.7964004278;
10;2;9.91094017029;10.3632001877;5;22.1992716789;2;9.90419006348;10.3632001877;4;22.1345227957;
11;2;9.99483585358;10.4951858521;5;23.4054436684;2;9.98026752472;10.4951858521;4;23.2873874903;
12;2;10.2662248611;11.0209560394;4;24.4501843452;2;10.2396621704;11.0209560394;4;24.268861413;
13;2;12.0683965683;11.4571752548;4;25.3486692905;2;10.4604940414;11.4571752548;4;25.093021512;
14;2;14.0683965683;11.8107032776;4;26.1225088835;2;12.4604940414;11.8107032776;4;25.7803837061;
15;2;15.7228336334;12.6734056473;4;26.7957427502;2;14.4604940414;12.0916318893;4;26.3539340496;
16;2;16.7228336334;12.9632444382;4;27.3919057846;2;14.9296340942;12.3113050461;4;26.8362411261;
17;2;18.2696170807;12.4808797836;3;27.7113106251;2;15.0381546021;12.4808797836;4;27.0267930031;
18;2;19.3328781128;12.5;4;28.0173821449;2;16.9961147308;12.5;4;27.1883933544;
