Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;2;6.0;12.1999998093;3;21.0;
2;1;7.0;13.0;6;20.0;2;7.15000009537;11.0;3;21.0900000334;
3;1;8.0;12.0;6;20.0;2;8.16349983215;10.0;3;21.1871190071;
4;1;8.0;11.0;6;20.0;2;8.17806816101;10.0;3;21.2917383909;
5;1;8.0;10.0;6;20.0;2;8.19376087189;10.0;3;21.4042263031;
6;1;9.0;10.0;6;20.0;2;9.31595134735;10.0;3;21.5249304771;
7;1;9.5;10.0;6;20.0;2;9.84310913086;10.0;3;21.6541694403;
8;1;9.5;10.0;6;20.3999996185;2;9.87218856812;10.0;3;22.2087649107;
9;1;9.59000015259;10.1999998093;6;20.7264003754;2;9.99697208405;10.1999998093;3;22.7014135122;
10;1;9.66343975067;10.3632001877;6;20.9903717041;2;10.1078176498;10.3632001877;3;23.1436295509;
11;1;9.72283363342;10.4951858521;6;22.0419120789;2;10.2073163986;10.4951858521;3;24.4502608776;
12;1;9.95943069458;11.0209560394;6;22.9143505096;2;10.5013093948;11.0209560394;3;25.6018667221;
13;1;11.7228336334;11.4571752548;6;23.6214065552;2;12.3275251389;11.4571752548;3;26.6129477024;
14;1;12.7228336334;11.8107032776;6;24.1832637787;2;14.3275251389;11.8107032776;3;27.5041275024;
15;1;13.7228336334;12.0916318893;6;24.6226100922;2;16.3275241852;12.0916318893;3;28.2981133461;
16;1;14.7228336334;12.3113050461;6;24.9617595673;2;17.5498218536;12.3113050461;4;29.0167398453;
17;1;15.7228336334;12.4808797836;6;25.0;3;18.6352043152;12.4808797836;4;29.4582490921;
18;1;16.7228336334;12.5;6;25.0;3;19.7259407043;12.5;5;29.883644104;
19;1;17.625;12.5;6;25.0;3;20.7238197327;12.5;5;30.3288545609;
20;1;17.625;12.5;7;25.0;3;20.8239917755;12.5;5;30.7909274101;
21;1;17.625;12.5;8;25.0;3;20.9279594421;12.5;5;31.2663087845;
22;1;17.625;12.5;8;25.0;3;21.0349197388;12.5;5;31.7509255409;
23;1;17.625;12.5;8;25.0;3;21.1439590454;12.5;6;32.2403049469;
24;1;17.625;12.5;8;25.0;4;21.2540683746;12.5;5;32.7297272682;
25;1;17.625;12.5;9;25.0;4;21.3641891479;12.5;5;33.2144021988;
26;1;17.625;12.5;10;25.0;4;21.4732398987;12.5;6;33.6896543503;
27;1;15.625;13.5;10;25.0;4;21.5801715851;12.5;6;34.1511049271;
28;1;14.625;14.5;10;25.0;4;21.6839981079;12.5;6;34.5948324203;
29;1;13.625;15.5;10;25.0;4;21.7838363647;12.5;6;35.0175008774;
30;1;14.625;13.5;12;25.0;4;19.8789367676;13.5;6;35.4164476395;
31;1;12.625;14.5;12;25.0;4;18.9687004089;14.5;6;35.7897262573;
32;1;12.0;15.5;12;25.0;4;18.0526885986;15.5;6;36.1361055374;
