Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;6.0;14.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;7.0;13.0;4;20.0;1;7.0;11.0;5;20.0;
3;1;8.0;12.0;4;20.0;1;8.0;10.0;4;20.0;
4;1;8.0;11.0;4;20.0;1;8.0;10.0;4;20.0;
5;1;8.0;10.0;4;20.0;1;8.0;10.0;4;20.0;
6;1;9.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
7;1;9.5;10.0;4;20.0;1;9.5;10.0;4;20.0;
8;2;9.5;10.3000001907;3;21.3999996185;1;9.5;10.0;4;20.3999996185;
9;2;9.81500053406;10.1999998093;3;21.8264003992;1;9.59000015259;10.1999998093;4;20.7264003754;
10;2;9.91094017029;10.3632001877;3;22.1992716789;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;9.99483585358;10.4951858521;3;23.4054436684;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;10.2662248611;11.0209560394;2;24.4501843452;1;9.95943069458;11.0209560394;5;22.9143505096;
13;2;12.0683965683;11.4571752548;2;25.3486692905;1;11.7228336334;11.4571752548;5;23.6214065552;
14;2;14.0683965683;11.8107032776;2;26.1225088835;1;12.7228336334;11.8107032776;5;24.1832637787;
15;2;16.0683956146;12.0916318893;3;26.7957427502;1;13.7228336334;12.0916318893;5;24.6226100922;
16;3;17.2117881775;12.3113050461;2;27.3919057846;1;14.7228336334;12.3113050461;5;24.9617595673;
17;3;18.2696170807;12.4808797836;2;27.7113106251;1;15.7228336334;12.4808797836;5;25.0;
18;3;19.3328781128;12.5;2;28.0173821449;2;17.7228336334;12.6999998093;4;26.0;
19;3;20.3039112091;12.5;2;28.3487696648;2;19.625;12.5;5;26.1299999952;
20;3;20.3784732819;12.5;2;28.7054548264;2;19.8792495728;12.5;5;26.2754310369;
21;3;20.4587268829;12.5;3;29.0869145393;2;19.9119720459;12.5;5;26.4377241135;
22;3;20.5445556641;12.5;3;29.4920539856;2;19.9484882355;12.5;6;26.6183350086;
23;4;20.6357116699;12.5;2;29.9191560745;2;19.9891242981;12.5;6;26.8187118769;
24;4;20.7318096161;12.5;2;30.3658571243;2;20.0342102051;12.5;7;27.0402543545;
25;4;20.8323173523;12.5;2;30.8291530609;2;20.0840568542;12.5;7;27.2842636108;
26;4;20.9365596771;12.5;3;31.3054442406;2;20.1389598846;12.5;7;27.5518820286;
27;5;21.0437240601;12.5;2;31.790620327;3;20.1991729736;12.5;7;27.8440244198;
28;5;21.1528892517;12.5;2;32.2801818848;3;20.2649059296;12.5;7;28.1613030434;
29;5;17.625;14.5;2;32.7693967819;3;20.3362922668;12.5;7;28.5039470196;
30;5;16.625;16.5;2;33.2534770966;3;19.625;13.5;7;28.871723175;
31;5;15.625;18.5;2;33.7277650833;3;19.625;14.4358615875;7;29.263862133;
32;5;14.625;20.5;2;35.187912941;3;19.625;14.6319313049;7;29.6789975166;
33;5;15.0;22.5;2;35.6700429916;3;19.625;14.8394985199;8;30.1151270866;
34;5;16.0;24.5;2;36.1320557594;3;20.625;12.8394985199;8;30.5695996284;
35;5;16.2432670593;26.5;2;37.5713474751;3;20.8781604767;12.5;8;31.0391392708;
36;5;17.2527999878;27.8134555817;3;38.0160285234;3;19.625;13.5;8;31.5199065208;
37;6;18.2625999451;29.0732460022;2;38.4355117083;3;18.625;13.5;9;32.007601738;
38;6;18.511297226;30.3141555786;2;38.8292808533;3;18.2017097473;14.5;9;32.4976010323;
