Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;13.3000001907;4;17.0;1;13.0;10.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;13.0;10.0;4;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;13.0;10.0;4;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;14.0;10.0;4;20.0;
5;2;7.55000019073;9.69999980927;4;18.0;1;15.0;10.0;3;20.0;
6;2;8.7750005722;8.5;4;18.0674999952;1;16.0;10.0;3;20.3999996185;
7;2;9.06518745422;8.5;4;18.1388356686;2;17.6000003815;10.1999998093;2;21.7264003754;
8;2;9.08123779297;8.5;3;18.2141259909;2;18.0358409882;10.3632001877;2;22.8494274616;
9;2;9.09817790985;8.5;3;18.6456211805;2;18.7096557617;10.9097137451;2;23.7921946049;
10;2;9.19526576996;8.67000007629;3;19.0306602716;2;20.7096557617;11.3658018112;2;24.5663278103;
11;2;9.28189849854;8.81392192841;3;19.3756101131;2;22.7096557617;11.7372808456;2;25.1909153461;
12;2;9.35951328278;8.93486309052;3;20.4466397762;2;23.7657661438;12.0336990356;2;25.6883610487;
13;2;9.60049343109;9.39324569702;4;21.4057168961;2;24.78515625;12.2662630081;2;26.0812431574;
14;2;11.4319114685;9.78903102875;4;22.257011652;2;25.8048820496;12.446267128;2;26.2221269608;
15;2;13.4319114685;10.1240053177;4;23.0099308491;2;26.8249320984;12.5;3;26.2560760975;
16;2;15.0206890106;11.2844953537;4;23.6770029068;3;27.8453006744;12.5;2;26.2905418873;
17;2;16.5640964508;10.6309299469;4;24.2720131874;3;28.0916557312;12.5;3;26.3255085945;
18;2;17.0206890106;11.8157100677;4;24.8085989952;3;29.7953052521;12.5;3;26.3609591722;
19;2;18.0206890106;12.116186142;4;25.1366593838;3;29.816576004;12.5;3;26.3968753815;
20;2;18.9500007629;12.2546634674;5;25.4068305492;3;29.8381252289;12.5;3;26.4332377911;
21;2;18.9500007629;12.3627319336;5;25.6910681725;3;29.8599433899;12.5;3;26.4700255394;
22;2;18.9500007629;12.8455343246;6;25.9885287285;3;29.8820152283;12.5;3;26.5072168112;
23;2;18.9500007629;12.9942646027;6;26.2980971336;3;29.9043292999;12.5;3;26.5447884798;
24;2;19.9170722961;11.0;6;26.6183872223;3;29.9268722534;12.5;3;26.5827163458;
25;2;18.9500007629;12.0;6;26.9477529526;3;29.9496307373;12.5;3;26.6209751368;
26;2;18.9500007629;13.0;6;27.2843112946;3;29.0;13.3104877472;3;26.6595385075;
27;2;18.9500007629;13.6421556473;6;27.6259784698;3;29.0;13.3297691345;3;26.6983793974;
28;2;18.9500007629;13.8129892349;6;27.9705147743;3;29.0;13.3491897583;3;26.7374696732;
29;2;18.9500007629;13.9852571487;6;28.3155798912;3;29.0;13.3687343597;3;26.7767804861;
30;2;18.9500007629;14.157790184;8;28.6587948799;3;27.0;14.3883905411;3;26.8162822723;
31;2;16.9500007629;16.1577911377;8;28.9978079796;3;28.0;13.4081411362;4;26.8559447527;
32;2;15.9500007629;18.1577911377;8;29.3303570747;3;26.0;14.4279727936;4;26.8957372904;
33;2;14.9500007629;20.1577911377;8;29.6543326378;3;27.0;16.4279727936;4;26.9356285334;
34;2;14.0;21.8888988495;9;29.9678287506;3;28.0;18.4279727936;4;26.9755871296;
35;2;14.0;23.1710453033;10;30.2691860199;3;29.0;20.4279727936;5;27.015581131;
36;2;14.0;24.4422683716;9;30.5570211411;3;29.0;22.4279727936;5;27.0555787086;
