Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;13.3000001907;4;17.0;1;13.0;10.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;13.0;10.0;5;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;13.0;10.0;5;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;14.0;10.0;5;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;15.0;10.0;5;20.0;
6;1;8.55000019073;8.5;5;17.0;1;16.0;10.0;5;20.3999996185;
7;1;8.82499980927;8.5;5;17.0;1;17.0;10.1999998093;5;20.7264003754;
8;1;8.82499980927;8.5;5;17.0;1;17.4358406067;10.3632001877;5;21.8194274902;
9;1;8.82499980927;8.5;5;17.3400001526;1;18.0916557312;10.9097137451;5;22.7316036224;
10;1;8.9015007019;8.67000007629;5;17.6278438568;1;19.0916557312;11.3658018112;5;23.4745616913;
11;1;8.96626472473;8.81392192841;5;17.869726181;2;21.0916557312;11.7372808456;4;25.0673980713;
12;1;9.02068901062;8.93486309052;5;18.786491394;2;23.0916557312;12.0336990356;5;25.5625259876;
13;1;9.22696018219;9.39324569702;6;19.5780620575;2;24.7096557617;12.2662630081;5;25.9531252384;
14;1;11.0206890106;9.78903102875;6;20.2480106354;2;25.7280101776;12.446267128;5;26.091766119;
15;1;12.0206890106;10.1240053177;6;20.8052330017;2;26.7467155457;12.5;5;26.1235172749;
16;1;13.0206890106;10.4026165009;6;21.2618598938;2;27.7657661438;12.5;5;26.1558350325;
17;1;14.0206890106;10.6309299469;6;21.6314201355;2;28.78515625;12.5;5;26.1887089014;
18;1;15.0206890106;10.8157100677;4;21.9274635315;2;29.7132263184;12.5;5;26.2221269608;
19;1;16.0206890106;10.9637317657;3;22.0;2;29.7332763672;12.5;5;26.2560760975;
20;1;16.9500007629;11.0;3;22.0;2;29.7536449432;12.5;5;26.2905418873;
21;1;16.9500007629;11.0;3;22.0;2;29.7743244171;12.5;7;26.3255085945;
22;1;16.9500007629;11.0;4;22.0;2;29.7953052521;12.5;7;26.3609591722;
23;1;16.9500007629;11.0;5;22.0;2;29.816576004;12.5;7;26.3968753815;
24;1;16.9500007629;11.0;5;22.0;2;29.8381252289;12.5;7;26.4332377911;
25;1;16.9500007629;11.0;5;22.0;2;29.8599433899;12.5;7;26.4700255394;
26;1;16.9500007629;11.0;5;22.0;2;29.8820152283;12.5;7;26.5072168112;
27;1;16.9500007629;11.0;5;22.0;3;29.0;13.2536087036;7;26.5447884798;
28;1;16.9500007629;11.0;6;22.0;3;29.0;12.5;8;26.5827163458;
29;1;16.9500007629;11.0;6;22.0;3;29.0;13.2913579941;8;26.6209751368;
30;1;14.9500007629;12.0;6;22.0;3;27.0;14.3104877472;8;26.6595385075;
31;1;13.9500007629;13.0;6;22.0;3;28.0;13.3297691345;8;26.6983793974;
32;1;12.9500007629;14.0;6;22.0;3;26.0;14.3491897583;8;26.7374696732;
33;1;12.0;15.0;6;22.0;3;27.0;16.3491897583;8;26.7767804861;
34;1;12.0;16.0;8;22.0;3;28.0;18.3491897583;8;26.8162822723;
35;1;12.0;17.0;8;22.0;3;29.0;20.3491897583;9;27.8559447527;
36;2;12.0;18.0;7;32.0;3;30.0;23.3491897583;9;27.9357372522;
37;2;13.0;19.0;8;32.3999996185;3;31.0;25.3491897583;9;28.0168124437;
38;2;14.0;20.0;9;32.7743997574;3;31.0;26.4678153992;10;28.0991406441;
39;2;15.0;21.0;9;33.1219387054;3;31.0;27.4877929688;11;28.1826885939;
40;2;16.0;22.0;10;33.4420347214;3;31.0;28.5077896118;11;28.2674201727;
41;2;16.5744571686;23.0;10;33.7347183228;3;31.0;28.5277900696;11;28.3532958031;
42;2;16.6403121948;24.0;10;34.0005426407;3;31.0;28.5477733612;13;28.4402725697;
43;2;16.7001228333;25.0;9;34.2404880524;4;31.0;28.5677280426;12;28.5283045769;
44;3;17.7541103363;26.8999996185;8;35.4558610916;4;31.0;27.5;13;28.6173421144;
45;3;18.8025684357;27.0;9;35.7556971312;4;31.0;28.5;13;28.7073322535;
46;3;19.0950317383;28.0;11;36.0445413589;4;31.0;28.6272525787;14;28.7982187271;
47;3;19.1600227356;29.0;11;36.3248785734;5;31.0;28.6469268799;9;57.6399421692;
48;3;19.2230987549;30.0;12;36.4951226711;5;33.0;28.5;10;59.7449405193;
49;3;19.9249992371;29.0;12;36.6484457254;5;34.4231300354;29.5;10;61.372425437;
50;3;19.2959003448;29.0;14;36.8149644136;5;33.0;30.5;10;62.5815505981;
51;3;19.333366394;30.0;13;36.9952818155;5;34.0;31.5;11;63.4571173191;
52;3;19.9249992371;29.0;14;37.1899158955;5;34.4920806885;32.5;10;65.8794792891;
53;3;19.4177322388;29.0;14;37.399273634;5;33.0;33.5;9;68.6726098061;
54;3;20.4648361206;29.0;14;37.6236231327;5;33.5999984741;35.0;10;70.6978197098;
55;3;21.5153160095;30.0;14;37.8630647659;5;34.0680007935;36.3899993896;10;72.1454706192;
56;3;22.569190979;31.0;14;38.1175034046;5;34.4247131348;37.6872596741;12;72.8245916367;
57;3;23.6264381409;32.0;15;38.3866217136;5;34.6916885376;38.9097442627;12;73.1732649803;
58;3;24.6369915009;33.0;15;38.6698577404;5;35.7999992371;40.0;12;73.3436336517;
59;4;24.700717926;32.0;14;78.9663875103;4;32.7999992371;30.0;13;33.5159673691;
60;4;23.7674369812;34.0;13;78.7501144409;4;32.7999992371;30.4788646698;14;33.6900029182;
61;4;23.8369026184;36.0;14;78.5971746445;5;32.7999992371;30.5090675354;13;33.8654603958;
62;4;23.9088020325;38.0;16;78.5006875992;5;32.7999992371;30.538974762;13;34.0420436859;
63;4;24.0327739716;40.0;17;78.4540643692;5;32.7999992371;30.5685539246;13;34.2194435596;
64;5;25.1083965302;42.0;16;78.4509806633;5;32.7999992371;29.0;14;34.3973388672;
65;5;26.1852054596;43.0;17;78.4853768349;5;32.7999992371;30.0;12;34.575398922;
66;5;27.2626953125;44.0;17;78.5514764786;5;32.7999992371;29.0;13;34.7532866001;
67;5;28.3403453827;45.0;14;78.6438007355;6;32.7999992371;29.0;11;34.9306604862;
68;6;29.4176177979;46.0;14;78.7572045326;6;32.7999992371;29.0;11;35.107177496;
69;6;30.4939804077;47.0;14;78.886903286;6;30.7999992371;31.0;11;35.2824964523;
70;6;29.9249992371;49.0;14;80.0285162926;6;31.7999992371;30.7639961243;11;35.4562809467;
71;6;31.9249992371;52.0;14;80.2180876732;6;29.7999992371;33.0;11;35.6282021999;
72;6;33.7948265076;55.0;15;80.4132914543;6;30.7999992371;33.0;12;35.7979414463;
73;6;34.7503433228;55.0;16;80.6110737324;6;31.7999992371;34.0;12;35.9651935101;
74;6;33.710308075;58.0;16;81.8088463545;6;29.7999992371;36.0;12;36.1296687126;
75;6;34.9368782043;62.0;16;82.0444535017;6;30.7999992371;36.0;14;36.2910959721;
76;6;36.6418495178;62.6059188843;18;82.2773520947;6;31.7999992371;37.0;16;36.44922328;
77;6;35.8956604004;65.0;18;84.508433342;6;29.7999992371;39.0;16;36.6038208008;
78;6;36.1870689392;68.2382583618;19;87.1976696253;6;30.7999992371;39.0;16;36.7546815872;
79;7;37.945514679;70.8829345703;18;90.2535117865;6;31.7999992371;41.0;16;36.9016225338;
80;7;39.5498657227;73.1609802246;18;91.7586507797;6;32.7999992371;42.9976882935;13;37.0089683533;
81;7;39.7266082764;75.419418335;19;93.1832803488;6;30.7999992371;42.0;14;37.1086983681;
82;7;40.1830825806;76.2150344849;19;94.3020887375;6;31.7999992371;41.0;15;37.2053194046;
83;7;39.2738952637;78.5654754639;19;95.3235499859;6;29.7999992371;42.0;14;37.2987384796;
84;8;39.3540802002;79.905708313;18;96.3146687746;6;30.7999992371;41.0;16;37.3888840675;
85;8;40.424282074;78.236656189;18;97.2812380791;6;31.7999992371;42.0;16;37.4757051468;
86;8;39.4852676392;79.5593948364;20;98.2293202877;6;32.7999992371;43.0;16;37.5591711998;
87;8;39.5378913879;80.8750457764;22;99.164899826;6;32.7999992371;44.7999992371;16;37.639269352;
88;8;40.5830383301;79.1847229004;22;99.9730768204;6;32.7999992371;45.7999992371;17;37.7160048485;
89;9;39.5999984741;80.4673309326;23;100.637078285;7;32.7999992371;46.7999992371;16;37.7893981934;
90;9;39.5999984741;80.3183670044;23;102.338854074;8;32.7999992371;47.7999992371;16;37.8594846725;
91;9;41.5999984741;80.4240951538;25;103.107403994;8;32.7999992371;48.7999992371;17;37.9263129234;
92;9;41.5999984741;83.0789489746;25;103.911710262;8;32.7999992371;49.7999992371;17;37.9899430275;
93;10;41.5999984741;85.2989654541;24;104.749506235;8;32.7999992371;50.7999992371;17;38.0;
94;11;42.5999984741;82.7634811401;23;105.617850065;8;32.7999992371;51.7999992371;17;38.0;
95;11;41.5999984741;85.8827209473;23;107.513125539;8;32.7999992371;52.7999992371;19;38.0;
96;11;40.5999984741;89.9981765747;22;108.461068988;8;32.7999992371;53.7999992371;20;38.0;
97;11;41.5999984741;90.2413024902;23;109.427420378;9;32.7999992371;54.7999992371;19;39.0;
98;11;40.5999984741;93.4877319336;24;110.406820774;9;33.7999992371;56.7999992371;19;39.8199999332;
99;11;40.5999984741;96.736289978;24;112.393527985;9;34.7999992371;58.9400024414;21;40.6816362143;
100;12;42.5999984741;97.9857711792;21;114.411557794;9;34.7999992371;61.0811195374;21;41.5865958929;
101;13;44.5999984741;99.8128662109;20;115.455436468;9;34.7999992371;63.2228012085;21;42.5370643139;
