Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;2;7.0;13.6999998093;3;18.0;1;13.0;10.0;4;20.0;
2;2;9.0;12.3000001907;3;18.0674999952;1;13.0;10.0;5;20.0;
3;2;10.5500001907;11.3000001907;3;18.1388356686;1;13.0;10.0;4;20.0;
4;2;10.7208251953;10.3000001907;3;18.2141259909;1;14.0;10.0;4;20.0;
5;2;11.8231782913;9.30000019073;3;18.293479681;1;15.0;10.0;3;20.0;
6;2;12.1160326004;8.5;2;18.3769934177;1;16.0;10.0;3;20.3999996185;
7;2;12.1348228455;8.5;2;18.8185193539;2;17.6000003815;10.1999998093;2;21.7264003754;
8;2;12.234167099;8.67000007629;2;19.2138732672;2;18.0358409882;10.3632001877;2;22.8494274616;
9;2;12.3231210709;8.81392192841;2;20.3220715523;2;18.7096557617;10.9097137451;2;23.7921946049;
10;2;12.5724658966;9.28741931915;1;21.3188093901;2;20.7096557617;11.3658018112;2;24.5663278103;
11;2;12.7967319489;9.69840240479;1;22.206608057;2;22.7096557617;11.7372808456;2;25.1909153461;
12;2;14.7967319489;10.0478544235;1;22.9937169552;2;23.0916557312;12.0336990356;3;25.6883610487;
13;2;16.7967319489;10.3396730423;1;23.691988945;2;24.0916557312;12.2662630081;3;26.0812431574;
14;2;17.9341487885;10.579621315;2;24.3149287701;2;25.0916557312;12.446267128;3;26.2221269608;
15;2;18.3642807007;11.7743663788;3;24.8761672974;2;26.0916557312;12.5;3;26.2560760975;
16;2;19.3642807007;12.1366128922;4;25.2780489922;2;27.0916557312;12.5;3;26.2905418873;
17;2;21.1018409729;11.0;4;25.5557637215;2;28.0916557312;12.5;3;26.3255085945;
18;2;21.3642807007;12.0;4;25.8471314907;2;29.0;12.5;2;26.3609591722;
19;2;21.9500007629;12.9235658646;4;26.1511650085;2;29.0;12.5;3;26.3968753815;
20;2;22.8840141296;11.0;4;26.4666051865;2;29.0;12.5;3;26.4332377911;
21;2;21.9500007629;12.0;4;26.7919259071;2;29.0;12.5;3;26.4700255394;
22;2;21.9500007629;13.0;5;27.125351429;2;29.0;12.5;3;26.5072168112;
23;2;21.9500007629;13.5626754761;5;27.4648880959;2;29.0;12.5;3;26.5447884798;
24;2;21.9500007629;13.7324438095;5;27.808362484;2;29.0;12.5;3;26.5827163458;
25;2;21.9500007629;13.9041814804;5;28.1534743309;2;29.0;12.5;3;26.6209751368;
26;2;19.9500007629;15.9041814804;5;28.4978551865;2;29.0;12.5;3;26.6595385075;
27;2;18.9500007629;17.9041824341;5;28.8391318321;2;29.0;12.5;3;26.6983793974;
28;2;17.9500007629;19.9041824341;5;29.1749925613;2;29.0;12.5;3;26.7374696732;
29;2;17.0;21.4574928284;5;29.5032491684;2;29.0;12.5;3;26.7767804861;
30;2;17.0;22.7529239655;5;29.821893692;2;29.0;12.5;3;26.8162822723;
31;2;17.0;24.0397033691;6;30.1291456223;2;29.0;12.5;3;26.8559447527;
32;2;17.0;25.3162307739;6;30.4234905243;2;29.0;12.5;3;26.8957372904;
33;2;17.0;26.5811424255;6;30.7036991119;2;29.0;14.5;3;26.9356285334;
34;2;17.0;27.8333282471;6;30.9688396454;2;29.0;16.5;4;26.9755871296;
35;2;17.0;29.0719566345;6;31.2182779312;2;29.0;18.5;5;27.015581131;
36;2;17.0;30.2964496613;6;31.4516592026;2;29.0;20.5;5;27.0555787086;
37;2;17.0;31.5064926147;7;31.6688909531;2;29.0;22.5;6;27.0955479145;
38;2;17.0;32.702003479;7;31.8701114655;2;30.0;22.5;6;27.135456562;
39;2;17.0;33.883102417;7;32.0556583405;3;31.2812728882;23.5;5;28.17527318;
40;2;17.0;35.0500946045;8;32.2260351181;3;32.3051643372;24.5;6;28.344966054;
41;2;18.0;33.2034301758;8;32.3818759918;3;33.006980896;25.5;6;28.5299350023;
42;2;19.0;32.3436889648;9;32.5239133835;3;33.1179618835;26.5;6;28.7315802574;
43;2;20.0;31.4715213776;10;32.6529455185;3;33.238948822;27.5;10;28.9513275623;
44;2;21.0;30.5876502991;10;32.75;4;33.3707962036;27.5;7;43.6905955076;
45;2;21.9500007629;30.5876502991;11;32.75;4;34.5143585205;28.5;8;44.530755043;
