Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;13.3000001907;4;17.0;1;13.0;10.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;13.0;10.0;5;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;13.0;10.0;6;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;14.0;10.0;5;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;15.0;10.0;4;20.0;
6;1;8.55000019073;8.5;5;17.0;1;16.0;10.0;3;20.3999996185;
7;1;8.82499980927;8.5;5;17.0;2;17.6000003815;10.1999998093;2;21.7264003754;
8;1;8.82499980927;8.5;5;17.0;2;18.0358409882;10.3632001877;2;22.8494274616;
9;1;8.82499980927;8.5;5;17.3400001526;2;18.7096557617;10.9097137451;2;23.7921946049;
10;1;8.9015007019;8.67000007629;5;17.6278438568;2;20.7096557617;11.3658018112;2;24.5663278103;
11;1;8.96626472473;8.81392192841;5;17.869726181;2;22.7096557617;11.7372808456;2;25.1909153461;
12;1;9.02068901062;8.93486309052;5;18.786491394;2;23.7657661438;12.0336990356;2;25.6883610487;
13;2;9.22696018219;9.79324531555;5;20.5780620575;2;24.4130172729;12.2662630081;2;26.0812431574;
14;2;11.2456893921;9.78903102875;5;21.3230106831;2;24.6487464905;12.446267128;2;26.2221269608;
15;2;13.2456893921;10.5540056229;5;21.960051775;2;24.7332763672;12.5;2;26.2560760975;
16;2;15.2456893921;10.4026165009;5;22.5015021563;2;26.6891651154;12.5;2;26.2905418873;
17;2;16.0206890106;11.1267871857;5;22.9610648155;2;27.7098445892;12.5;2;26.3255085945;
18;2;17.319858551;10.8157100677;5;23.3524484634;2;28.7308254242;12.5;3;26.3609591722;
19;2;18.3413105011;10.9637317657;5;23.5258028507;2;29.7520961761;12.5;3;26.3968753815;
20;2;19.2933063507;11.0;5;23.6322153807;2;29.8381252289;12.5;3;26.4332377911;
21;2;19.3172492981;11.0;5;23.7443124056;2;29.8599433899;12.5;3;26.4700255394;
22;2;19.3424720764;11.0;4;23.8621526957;2;29.8820152283;12.5;3;26.5072168112;
23;2;18.9500007629;11.9310760498;5;23.9857594967;2;29.9043292999;12.5;3;26.5447884798;
24;2;18.9500007629;11.9928798676;5;24.1151165962;3;29.9268722534;12.5;2;26.5827163458;
25;2;17.425901413;12.0;5;24.2501642704;3;29.0;13.2913579941;3;26.6209751368;
26;2;16.456287384;13.0;6;24.3907959461;4;29.0;13.3104877472;2;26.6595385075;
27;3;15.4879302979;14.0;4;34.5368545055;4;29.0;13.3297691345;2;26.6983793974;
28;3;15.5707921982;16.0;4;35.0881304741;4;29.0;13.3491897583;2;26.7374696732;
29;3;17.0;16.0;4;35.618761301;4;29.0;13.3687343597;2;26.7767804861;
30;3;18.0;16.4221801758;4;36.1271669865;4;29.0;13.3883905411;2;26.8162822723;
31;3;19.0;16.502614975;4;36.6123933792;4;29.0;13.4081411362;2;26.8559447527;
32;3;20.0;18.5026130676;4;37.0740456581;4;29.0;13.4279727936;2;27.8957372904;
33;3;20.9500007629;20.0053939819;5;37.512201786;4;31.0;16.4279727936;2;27.9756284952;
34;3;19.7401237488;20.0053939819;5;37.9273207188;4;32.1613769531;19.4279727936;2;28.05677104;
35;3;19.9500007629;21.0053939819;6;38.3201472759;4;32.1853523254;22.4279727936;2;28.1391346455;
36;3;20.9500007629;22.7244968414;6;38.6916208267;4;32.2093505859;25.4279727936;2;29.2226861715;
37;3;19.8597717285;21.8591327667;7;39.0427975655;4;33.2333488464;28.5;2;29.3473893404;
38;3;18.9003162384;21.9788169861;8;39.3747873306;4;34.2573280334;29.5;3;29.474388361;
39;3;18.9500007629;21.084777832;8;39.5846266747;4;34.9299850464;30.5;3;29.6036427021;
40;3;19.9500007629;22.1053924561;8;39.7641320229;4;34.9792976379;31.5;3;29.7351049185;
41;3;20.9500007629;23.1053924561;8;39.9421138763;4;33.0;32.5;2;29.8687214851;
42;3;19.9500007629;22.1053924561;8;40.1179485321;4;33.0;32.5;2;30.0044323206;
43;3;19.9500007629;22.1053924561;9;40.2910404205;4;33.0;32.5;2;30.1421711445;
44;3;20.9500007629;23.1053924561;9;40.4608278275;4;33.0;32.5;2;30.2818646431;
45;3;20.9500007629;24.1053924561;8;40.626791954;4;33.0;33.2784729004;2;30.4234329462;
46;3;20.9500007629;25.1053924561;8;40.7884612083;4;33.0;35.0064659119;3;30.5667889118;
47;3;20.9500007629;25.3096122742;9;40.9454174042;4;33.0;34.4508209229;4;30.7118389606;
48;3;20.9500007629;25.4508743286;10;41.0972981453;4;33.0;34.4955825806;4;30.8584828377;
49;3;21.9500007629;27.0999984741;10;41.2437982559;4;33.0;34.540687561;4;31.0066133738;
50;3;22.3548545837;29.0999984741;11;41.3846707344;4;33.0;34.5861206055;6;31.1561169624;
51;3;22.3865509033;31.0999984741;12;41.5197277069;5;34.0;35.6318359375;6;33.4040106535;
52;3;22.4169387817;33.0999984741;12;41.6488361359;6;35.5999984741;37.2074546814;5;34.4979382753;
53;3;22.4459896088;35.0999984741;15;41.7719168663;6;36.7040023804;36.3899993896;5;35.4151479006;
54;3;22.4736824036;35.0999984741;15;41.888941288;6;38.4247131348;37.6872596741;6;36.1913729906;
55;3;20.9500007629;36.0999984741;17;41.9999260902;6;39.6234092712;38.9097442627;6;36.7114622593;
56;4;21.9500007629;35.0999984741;16;42.104929924;6;39.8291893005;39.0;7;37.0590549707;
57;4;22.5486106873;35.0999984741;17;42.2040486336;7;39.9281044006;39.0;6;37.4143196344;
58;4;22.5709114075;35.0999984741;17;42.2974095345;7;34.7999992371;40.0;6;37.7768588066;
59;4;22.5919189453;35.0999984741;17;42.3851675987;7;35.7999992371;39.0;6;38.1462258101;
60;4;22.6116638184;35.0999984741;18;42.467499733;7;33.7999992371;40.0;8;39.5219249725;
61;5;22.6301879883;35.0999984741;14;45.4781293869;6;33.7999992371;35.0;7;36.8655072451;
62;5;23.6375007629;36.0999984741;14;46.5383431911;6;35.7999992371;36.0;9;37.1942769289;
63;5;25.6375007629;38.0999984741;14;46.6279449463;6;33.7999992371;38.0;9;37.5298236609;
64;5;26.6375007629;40.0999984741;17;46.7174606323;6;34.7999992371;38.0;9;37.8718283176;
65;5;26.8761329651;42.0999984741;17;46.8068211079;6;35.7999992371;39.0;9;38.2199345827;
66;5;26.8831481934;44.0999984741;16;46.8959591389;6;33.7999992371;40.0;11;38.5737482309;
67;5;26.8902931213;45.0999984741;16;46.9848102331;6;34.7999992371;39.0;11;38.9328393936;
68;5;26.8975639343;45.0999984741;17;47.0733121634;6;35.7999992371;39.0;11;39.2967430353;
69;5;26.9049606323;45.0999984741;17;47.1614050865;6;33.7999992371;40.0;11;39.6649610996;
70;5;26.9124794006;45.0999984741;17;47.2490317822;6;34.7999992371;39.0;11;40.0369645357;
71;5;26.9201183319;45.0999984741;17;47.33613801;6;35.7999992371;39.0;11;40.4121953249;
72;5;26.9278717041;45.0999984741;18;47.4226720333;6;33.7999992371;40.0;12;40.7900702953;
73;5;26.9357395172;45.0999984741;19;47.508584857;6;34.7999992371;39.0;13;41.1699836254;
74;5;26.9437160492;45.0999984741;17;48.7128930092;6;35.7999992371;39.0;15;41.5513103008;
75;5;24.980173111;46.2819976807;18;49.7518866062;6;33.7999992371;40.0;16;41.9334099293;
76;5;26.015329361;46.0386314392;18;50.6467963457;6;34.7999992371;39.0;18;42.3127040863;
77;5;27.0492248535;46.391002655;18;51.4188895226;7;35.7999992371;39.0;19;42.6544735432;
78;5;27.5179767609;46.6802597046;19;51.8661440611;7;33.7999992371;40.0;23;42.9962573051;
79;5;27.5634040833;46.7999992371;19;52.0419660807;7;34.7999992371;39.0;23;43.3373868465;
80;5;27.5766716003;46.7999992371;19;52.2126126289;7;35.7999992371;39.0;25;43.6771960258;
81;5;27.5891990662;46.7999992371;20;52.3820202351;7;33.7999992371;40.0;25;44.0150260925;
82;5;25.6019248962;47.7999992371;21;52.5499216318;7;34.7999992371;39.0;26;44.350230217;
83;5;24.6148414612;48.7999992371;21;52.7160660028;7;35.7999992371;39.0;26;44.6821773052;
84;5;23.6279335022;49.7999992371;21;52.8802200556;7;33.7999992371;40.0;26;45.0102558136;
85;5;22.6411933899;50.7999992371;21;53.0421674252;7;32.7999992371;41.0;27;45.333878994;
86;5;22.2546005249;51.7999992371;22;53.2017116547;8;31.7999992371;42.0;26;45.6524870396;
87;5;22.2681465149;52.7999992371;22;53.3586745262;8;30.7999992371;43.0;27;45.9655513763;
88;6;22.2818145752;53.7999992371;21;53.5128979683;8;29.7999992371;44.0;28;46.2725782394;
89;6;22.2955856323;54.7999992371;21;53.6642417908;8;28.7999992371;45.0;28;46.573110342;
90;6;22.3094520569;55.7999992371;22;53.812584877;8;27.7999992371;46.0;28;46.8667292595;
91;6;22.323387146;56.7999992371;22;53.9578244686;8;26.7999992371;47.0;28;47.1530585289;
92;6;22.3373832703;57.7999992371;22;54.0998730659;8;25.7999992371;48.0;28;47.431763649;
93;6;22.3514175415;58.7999992371;23;54.2386612892;8;24.7999992371;49.0;28;47.644797802;
94;6;22.3654747009;59.7999992371;23;54.3741333485;8;23.7999992371;50.0;30;49.0490326881;
95;6;22.379535675;60.7999992371;24;54.5062487125;8;22.7999992371;51.0;31;50.4802360535;
96;6;22.3935852051;61.7999992371;24;54.634979248;8;21.7999992371;52.0;32;51.9283795357;
97;6;22.4076042175;62.7999992371;25;54.7603087425;8;20.7999992371;53.0;32;53.3828139305;
98;7;22.4215774536;63.7999992371;24;54.8243751526;8;20.0;54.0;33;55.8325767517;
99;8;22.4354858398;64.8000030518;24;54.8858230114;8;21.0;56.0;33;57.3267207146;
100;8;22.4493103027;65.8000030518;24;55.9468343258;8;22.0;58.0;34;58.7976136208;
101;8;21.6630382538;68.8000030518;24;56.1573377848;8;22.0;60.0;34;60.2353996038;
102;8;22.676651001;71.8000030518;25;56.3880388737;8;22.0;62.0;34;61.6311655045;
103;8;23.79246521;72.8000030518;25;56.6412004232;8;23.0;61.0;37;62.9771696329;
104;8;23.6122646332;74.8000030518;25;57.9191777706;8;22.0;62.0;37;64.2670024633;
105;8;24.7570858002;78.8000030518;25;59.284363389;8;22.0;63.0;37;65.4956765175;
106;8;27.1888618469;80.8000030518;26;59.7420768738;8;23.0;61.0;37;66.659650445;
107;8;27.3555240631;85.4499511719;26;60.2375723124;8;22.0;62.0;37;67.7567770481;
108;8;27.5417823792;88.6780090332;28;60.7729445696;8;22.0;63.0;42;68.7862151861;
109;9;28.7488498688;88.705581665;27;61.3498722315;8;23.0;61.0;44;69.7482818365;
110;10;28.75740242;90.0;27;61.969451189;8;22.0;62.0;44;70.6442928314;
111;10;30.0206108093;91.0;27;62.6320184469;8;22.0;63.0;44;71.4763867855;
112;10;30.3061656952;92.0;28;63.3369742632;8;23.0;61.0;45;72.2473380566;
113;10;29.6136951447;96.0;29;64.0826245546;8;22.0;62.0;46;72.9199194908;
114;10;29.9421806335;99.0;29;64.8660584688;8;22.0;63.0;46;73.4630908966;
115;10;31.289894104;98.8698272705;29;65.6830852032;8;23.0;61.0;46;73.8936548233;
116;10;30.6543560028;100.78540802;29;66.5282531977;8;22.0;62.0;46;74.2523050308;
117;10;30.1741027832;102.878479004;30;67.394963026;8;22.0;63.0;46;74.570442915;
118;10;32.4199981689;104.764541626;30;68.2756817341;8;23.0;61.0;46;74.7727472782;
119;10;33.6128692627;105.903434753;31;69.1622486115;8;22.0;62.0;47;74.9008569717;
120;10;34.0061950684;107.046417236;31;70.0462532043;8;22.0;63.0;47;75.0197672844;
121;10;34.3950767517;107.393348694;31;70.8910393715;8;23.0;61.0;47;75.1399610043;
