Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;13.3000001907;4;17.0;1;13.0;10.0;4;20.0;
2;1;7.0;12.3000001907;4;17.0;1;13.0;10.0;5;20.0;
3;1;7.55000019073;11.3000001907;4;17.0;1;13.0;10.0;5;20.0;
4;1;7.55000019073;10.3000001907;4;17.0;1;14.0;10.0;5;20.0;
5;1;7.55000019073;9.30000019073;4;17.0;1;15.0;10.0;5;20.0;
6;1;8.55000019073;8.5;4;17.0;1;16.0;10.0;5;20.3999996185;
7;1;8.82499980927;8.5;4;17.0;1;17.0;10.1999998093;5;20.7264003754;
8;1;8.82499980927;8.5;4;17.0;1;17.4358406067;10.3632001877;5;21.8194274902;
9;1;8.82499980927;8.5;4;17.3400001526;1;18.0916557312;10.9097137451;5;22.7316036224;
10;1;8.9015007019;8.67000007629;4;17.6278438568;1;19.0916557312;11.3658018112;5;23.4745616913;
11;1;8.96626472473;8.81392192841;4;17.869726181;1;20.0916557312;11.7372808456;5;24.0673980713;
12;1;9.02068901062;8.93486309052;4;18.786491394;2;22.0916557312;12.0336990356;5;25.5325260162;
13;1;9.22696018219;9.39324569702;5;19.5780620575;2;24.0916557312;12.2662630081;4;25.892534256;
14;1;11.0206890106;9.78903102875;5;20.2480106354;2;25.6916561127;12.446267128;4;26.0;
15;1;12.0206890106;10.1240053177;5;20.8052330017;2;26.6916561127;12.5;4;26.0;
16;1;13.0206890106;10.4026165009;5;21.2618598938;2;27.6916561127;12.5;4;26.0;
17;1;14.0206890106;10.6309299469;5;21.6314201355;2;28.6916561127;12.5;4;26.0;
18;1;15.0206890106;10.8157100677;5;21.9274635315;2;29.6000003815;12.5;4;26.0;
19;1;16.0206890106;10.9637317657;5;22.0;2;29.6000003815;12.5;5;26.0;
20;1;16.9500007629;11.0;6;22.0;2;29.6000003815;12.5;5;26.0;
21;1;16.9500007629;11.0;6;22.0;2;29.6000003815;12.5;5;26.0;
22;1;16.9500007629;11.0;6;22.0;2;29.6000003815;12.5;5;26.0;
23;1;16.9500007629;11.0;6;22.0;2;29.6000003815;12.5;5;26.0;
24;1;16.9500007629;11.0;6;22.0;2;29.6000003815;12.5;5;26.0;
25;1;16.9500007629;11.0;7;22.0;2;29.6000003815;12.5;5;26.0;
26;1;16.9500007629;11.0;7;22.0;2;29.6000003815;12.5;6;26.0;
27;1;16.9500007629;11.0;7;22.0;3;29.6000003815;12.5;6;26.0;
28;1;16.9500007629;11.0;6;22.0;3;29.6000003815;12.5;6;26.0;
29;1;16.9500007629;11.0;6;22.0;3;29.6000003815;12.5;7;26.0;
30;1;16.9500007629;11.0;6;22.0;3;29.0;13.0;7;26.0;
31;2;16.9500007629;11.0;5;22.0;3;29.0;13.0;7;26.0;
32;2;16.9500007629;11.0;5;22.0;3;29.0;13.0;7;26.0;
33;2;14.9500007629;12.0;5;22.0;3;29.6000003815;15.0;7;26.0;
34;2;13.9500007629;13.0;5;22.0;3;29.6000003815;17.0;7;26.0;
35;2;12.9500007629;14.0;5;22.0;3;29.6000003815;19.0;7;26.0;
36;2;12.0;15.0;5;22.0;3;29.6000003815;21.0;7;26.0;
37;2;12.0;16.0;5;22.0;3;29.6000003815;22.5;7;26.0;
38;2;12.0;17.0;5;22.0;3;29.6000003815;22.5;9;26.0;
39;2;12.0;18.0;6;22.0;3;29.6000003815;22.5;9;26.0;
40;2;12.0;19.0;6;22.0;3;29.6000003815;22.5;9;26.0;
41;2;12.0;20.0;6;22.0;3;29.6000003815;22.5;12;26.0;
42;2;12.0;21.0;7;22.0;3;29.6000003815;22.5;12;26.0;
43;2;12.0;22.0;7;22.0;3;29.6000003815;22.5;12;26.0;
44;2;12.0;23.0;7;22.0;3;29.6000003815;22.5;14;26.0;
45;2;12.0;24.0;9;22.0;3;29.6000003815;22.5;14;26.0;
46;2;12.0;25.0;9;22.0;3;29.6000003815;22.5;14;26.0;
47;2;12.0;26.0;9;22.0;3;29.6000003815;22.5;15;26.0;
48;2;12.0;27.0;10;22.0;3;29.6000003815;22.5;15;26.0;
49;2;12.0;28.0;11;22.0;3;29.6000003815;22.5;15;26.0;
50;2;12.0;29.0;11;22.0;3;29.6000003815;22.5;15;26.0;
51;2;12.0;30.0;11;22.0;3;29.6000003815;22.5;15;26.0;
52;2;13.0;28.0;13;22.0;3;29.6000003815;22.5;15;26.0;
53;2;12.0;29.0;14;22.0;3;29.6000003815;22.5;16;26.0;
54;2;12.0;30.0;14;22.0;3;29.6000003815;22.5;17;27.0299999714;
55;2;13.0;28.0;15;22.0;3;30.2179985046;23.0;17;27.8405916691;
56;2;12.0;29.0;15;22.0;3;30.0680007935;23.9202957153;17;28.4662835598;
57;3;12.0;30.0;14;32.0;3;30.4247112274;24.2331428528;18;28.9430019855;
58;3;14.0;29.0;15;32.3999996185;3;30.6916904449;24.4715003967;19;29.1558350325;
59;3;14.0;31.0;15;32.7743997574;3;30.7999992371;24.577917099;18;29.1887089014;
60;3;16.0;30.0;17;33.1219387054;3;30.7999992371;24.5943546295;18;29.2221269608;
61;3;18.0;30.0;18;33.4420347214;3;30.7999992371;25.5943546295;19;29.2560760975;
62;3;19.5744571686;30.0;18;33.7347183228;3;30.7999992371;26.5943546295;20;29.2905418873;
63;3;20.6403121948;29.0;17;34.0005426407;3;30.7999992371;27.5943546295;20;29.3255085945;
64;3;21.6501235962;28.0;18;34.2404880524;3;30.7999992371;28.5943546295;20;29.3609591722;
65;5;21.7041110992;27.0;15;49.4558610916;3;30.7999992371;26.5943546295;19;29.3968753815;
66;5;22.7525691986;27.0;15;50.3981971741;3;30.7999992371;25.5943546295;18;29.4332377911;
67;5;23.7958450317;27.0;15;51.2385501862;3;30.7999992371;24.5943546295;19;29.4700255394;
68;5;24.8343162537;27.0;16;51.9778375626;3;30.7999992371;24.0;19;29.5072168112;
69;5;25.8683738708;27.0;17;52.5162696838;3;30.7999992371;24.0;19;29.5447884798;
70;5;26.875;27.0;17;52.9513263702;3;30.7999992371;24.0;19;29.5827163458;
71;5;27.875;26.0;17;53.3190898895;3;30.7999992371;24.0;19;29.6209751368;
72;5;28.875;26.0;18;53.6270179749;3;30.7999992371;25.0;20;29.6595385075;
