Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;13.3000001907;4;17.0;1;13.0;10.0;4;20.0;
2;1;7.0;12.3000001907;4;17.0;1;13.0;10.0;4;20.0;
3;1;7.55000019073;11.3000001907;4;17.0;1;13.0;10.0;4;20.0;
4;1;7.55000019073;10.3000001907;4;17.0;1;14.0;10.0;3;20.0;
5;1;7.55000019073;9.30000019073;4;17.0;1;15.0;10.0;3;20.0;
6;1;8.55000019073;8.5;4;17.0;1;16.0;10.0;3;20.3999996185;
7;1;8.82499980927;8.5;4;17.0;2;17.6000003815;10.1999998093;2;21.7264003754;
8;1;8.82499980927;8.5;4;17.0;2;18.0358409882;10.3632001877;2;22.8494274616;
9;1;8.82499980927;8.5;4;17.3400001526;2;18.7096557617;10.9097137451;2;23.7921946049;
10;1;8.9015007019;8.67000007629;4;17.6278438568;2;20.7096557617;11.3658018112;2;24.5663278103;
11;1;8.96626472473;8.81392192841;4;17.869726181;2;22.7096557617;11.7372808456;2;25.1909153461;
12;1;9.02068901062;8.93486309052;4;18.786491394;2;23.7657661438;12.0336990356;3;25.6883610487;
13;1;9.22696018219;9.39324569702;4;19.5780620575;2;24.78515625;12.2662630081;3;26.0812431574;
14;1;11.0206890106;9.78903102875;4;20.2480106354;2;25.8048820496;12.446267128;3;26.2221269608;
15;1;12.0206890106;10.1240053177;4;20.8052330017;2;26.8249320984;12.5;3;26.2560760975;
16;1;13.0206890106;10.4026165009;4;21.2618598938;2;27.8453006744;12.5;3;26.2905418873;
17;1;14.0206890106;10.6309299469;5;21.6314201355;2;28.8659801483;12.5;3;26.3255085945;
18;2;15.0206890106;10.8157100677;5;21.9274635315;2;29.7953052521;12.5;3;26.3609591722;
19;2;16.0206890106;10.9637317657;6;22.0;2;29.816576004;12.5;4;26.3968753815;
20;2;16.9500007629;11.0;6;22.0;2;29.8381252289;12.5;5;26.4332377911;
21;2;16.9500007629;11.0;6;22.0;2;29.0;13.5;5;26.4700255394;
22;2;16.9500007629;11.0;6;22.0;2;29.0;13.5290184021;5;26.5072168112;
23;2;16.9500007629;11.0;6;22.0;2;29.0;13.5550518036;5;26.5447884798;
24;2;16.9500007629;11.0;6;22.0;2;29.0;13.5813522339;5;26.5827163458;
25;2;16.9500007629;11.0;6;22.0;3;29.0;13.6079015732;4;26.6209751368;
26;2;16.9500007629;11.0;7;22.0;3;29.0;13.6346826553;4;26.6595385075;
27;2;16.9500007629;11.0;7;22.0;3;29.0;13.6616773605;4;26.6983793974;
28;2;16.9500007629;11.0;7;22.0;3;29.0;13.6888656616;4;26.7374696732;
29;2;16.9500007629;11.0;7;22.0;3;29.0;13.7162284851;3;26.7767804861;
30;2;14.9500007629;12.0;7;22.0;3;27.0;14.7437458038;4;26.8162822723;
31;2;13.9500007629;13.0;7;22.0;3;28.0;13.7713975906;4;26.8559447527;
32;2;12.9500007629;14.0;6;22.0;3;29.0;15.7713975906;4;26.8957372904;
33;2;12.0;15.0;6;22.0;3;29.0;17.771396637;5;26.9356285334;
34;2;12.0;16.0;6;22.0;3;29.0;19.771396637;6;26.9755871296;
35;2;12.0;17.0;6;22.0;3;29.0;21.771396637;6;27.015581131;
36;2;12.0;18.0;6;22.0;3;29.0;23.771396637;6;27.0555787086;
37;2;12.0;19.0;6;22.0;3;29.0;23.9389057159;7;27.0955479145;
38;2;12.0;20.0;6;22.0;3;29.0;23.966884613;6;27.135456562;
39;2;12.0;21.0;6;22.0;3;29.0;23.9948196411;7;27.17527318;
40;2;12.0;22.0;7;22.0;3;29.0;24.0226917267;7;27.2149660587;
41;2;12.0;23.0;7;22.0;3;29.0;24.0504760742;6;27.2545039654;
42;2;12.0;24.0;7;22.0;3;29.0;24.0781517029;7;27.293856144;
43;2;12.0;25.0;7;22.0;3;29.0;24.1056995392;8;27.3329925537;
44;2;12.0;26.0;8;22.0;3;29.0;24.1330947876;8;27.3718836308;
45;2;12.0;27.0;8;22.0;3;29.0;24.1603183746;8;27.4105007648;
46;2;12.0;28.0;9;22.0;3;29.0;24.1873512268;9;27.4488155842;
47;2;12.0;29.0;9;22.0;3;29.0;24.2141704559;9;27.4868011475;
48;2;12.0;30.0;9;22.0;3;29.0;24.2407608032;10;27.5244314671;
49;2;13.0;28.0;10;22.0;3;29.0;24.2671012878;10;27.5616812706;
50;2;12.0;29.0;10;22.0;3;29.0;24.293176651;11;27.5985264778;
51;2;12.0;30.0;11;22.0;3;29.0;24.3189697266;10;27.6349442005;
52;2;13.0;28.0;11;22.0;3;29.0;24.344461441;10;27.6709127426;
53;2;12.0;29.0;12;22.0;3;29.0;24.369638443;11;27.7064116001;
54;2;12.0;30.0;12;22.0;4;29.0;24.3944892883;12;28.7684855461;
55;2;13.0;28.0;12;22.0;4;29.5999984741;24.9379386902;12;29.6102654934;
56;3;12.0;29.0;11;22.0;3;30.0680007935;25.3711853027;12;30.2661914825;
57;3;12.0;30.0;11;22.0;3;30.4247112274;25.7114315033;13;30.7721247673;
58;3;13.0;28.0;12;22.0;3;30.6916904449;25.9765892029;12;31.0130913258;
59;3;12.0;29.0;12;22.0;3;30.7999992371;26.1091651917;13;31.0729587078;
60;3;12.0;30.0;11;22.0;3;30.7999992371;26.1510715485;13;31.1321759224;
61;3;12.0;31.0;12;22.0;3;30.7999992371;26.1925239563;12;32.1906795502;
62;3;12.0;32.0;12;22.0;3;31.7999992371;27.2334747314;10;32.3384093046;
63;3;12.0;33.0;14;22.0;3;32.7999992371;28.2738876343;11;32.4924271107;
64;3;12.0;34.0;15;22.0;3;32.7999992371;29.3137168884;12;32.6530612707;
65;3;12.0;35.0;15;22.0;3;32.7999992371;30.3529262543;12;32.820630312;
66;3;13.0;33.0;15;22.0;3;32.7999992371;31.3914833069;13;32.99543643;
67;3;12.0;34.0;15;22.0;3;32.7999992371;31.429353714;12;33.1777566671;
68;3;12.0;35.0;16;22.0;3;32.7999992371;31.4665107727;13;33.3678334951;
69;3;13.0;33.0;17;22.0;4;32.7999992371;31.5029258728;12;33.5658659935;
70;3;12.0;34.0;17;22.0;4;30.7999992371;32.5385780334;13;33.7719976902;
71;3;12.0;35.0;18;22.0;4;31.7999992371;31.5734443665;13;33.9863071442;
72;3;13.0;33.0;18;22.0;4;29.7999992371;32.6075057983;13;34.2087955475;
73;3;12.0;34.0;20;22.0;4;30.7999992371;31.6407546997;14;34.4393768311;
74;3;12.0;35.0;20;22.0;5;31.7999992371;31.6731681824;13;34.6778671741;
75;4;13.0;33.0;19;22.0;5;29.7999992371;32.7047424316;14;34.9239761829;
76;4;12.0;34.0;19;22.0;5;30.7999992371;32.7354736328;14;35.1773004532;
77;4;12.0;35.0;20;22.0;5;31.7999992371;33.7653503418;14;35.4373188019;
78;4;13.0;33.0;19;22.0;5;32.7999992371;34.7943725586;14;35.6711919308;
79;4;12.0;34.0;19;22.0;5;32.7999992371;35.7999992371;14;35.9035346508;
80;4;12.0;35.0;18;22.0;5;32.7999992371;36.7999992371;14;37.141512394;
81;4;13.0;33.0;18;22.0;5;33.7999992371;38.7999992371;14;37.4241423607;
82;4;12.0;34.0;18;22.0;5;34.7999992371;40.7999992371;15;37.7115335464;
