Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;2;6.0;13.6999998093;3;18.0;1;13.0;10.0;4;20.0;
2;2;7.15000009537;12.3000001907;3;18.0449999571;1;13.0;10.0;5;20.0;
3;2;7.70675039291;11.3000001907;3;18.0915547609;1;13.0;10.0;5;20.0;
4;2;7.71373319626;10.3000001907;3;18.1396753788;1;14.0;10.0;5;20.0;
5;2;7.72095155716;9.30000019073;3;18.1893689632;1;15.0;10.0;5;20.0;
6;2;8.81760787964;8.5;3;18.2406382561;1;16.0;10.0;5;20.3999996185;
7;2;9.1041431427;8.5;3;18.2934814692;1;17.0;10.1999998093;5;20.7264003754;
8;2;9.11603355408;8.5;3;18.7008270025;1;17.4358406067;10.3632001877;5;21.8194274902;
9;2;9.20768642426;8.67000007629;3;19.0586059093;2;19.0916557312;10.9097137451;4;23.7316036224;
10;2;9.2881860733;8.81392192841;3;19.3730169535;2;21.0916557312;11.3658018112;4;24.5095616579;
11;2;9.35892963409;8.93486309052;3;20.394963026;2;23.0916557312;11.7372808456;4;25.1382608414;
12;2;9.58886623383;9.39324569702;3;21.2973819971;2;25.0916557312;12.0336990356;5;25.6401101351;
13;2;9.79191017151;9.78903102875;3;22.0839121342;2;27.0916557312;12.2662630081;5;26.0376921892;
14;2;11.6400375366;10.1240053177;3;22.7634807825;2;28.7787513733;12.446267128;4;26.1835762262;
15;2;13.6400375366;10.4026165009;3;23.3482112885;2;29.8018016815;12.5;4;26.2228286266;
16;2;15.6400375366;10.6309299469;4;23.8515827656;2;30.8253517151;12.5;4;26.2629028559;
17;2;16.7264976501;10.8157100677;3;24.2870488167;2;31.8493976593;12.5;4;26.3037842512;
18;2;17.7578659058;10.9637317657;2;24.5044736862;2;32.7822723389;12.5;4;26.3454560041;
19;2;18.7904663086;11.0;2;24.6546301842;2;32.8072738647;12.5;5;26.3878990412;
20;2;19.5472927094;11.0;2;24.8098032475;2;32.8327407837;12.5;5;26.4310919046;
21;2;18.9500007629;12.0;3;24.9696865082;2;32.8586540222;12.5;5;26.4750107527;
22;2;18.9500007629;12.4848432541;3;25.1339194775;2;32.8850059509;12.5;5;26.5196297169;
23;2;19.6551322937;11.0;3;25.3020880222;2;32.9117774963;12.5;5;26.5649203062;
24;2;18.9500007629;12.0;3;25.4737277031;2;32.9389533997;12.5;5;26.6108520031;
25;2;18.9500007629;12.73686409;4;25.6483266354;2;32.9665107727;12.5;5;26.6573919058;
26;2;18.9500007629;12.8241634369;5;25.8253314495;2;32.9944343567;12.5;6;26.7045050859;
27;2;18.9500007629;12.9126653671;5;26.0041532516;3;33.0227050781;12.5;5;26.7521544695;
28;2;18.9500007629;13.0020771027;5;26.1841740608;3;33.0512924194;12.5;5;26.8003009558;
29;2;18.9500007629;13.092086792;5;26.3647556305;3;33.0801811218;12.5;5;26.848903656;
30;2;17.9320716858;12.092086792;6;26.5452489853;3;32.0;13.424451828;5;26.8979198933;
31;2;16.9726810455;13.0;7;26.7250022888;3;33.0;15.424451828;5;26.9473053217;
32;2;16.0131263733;14.0;7;26.9033708572;3;33.168384552;17.424451828;4;26.9970140457;
33;2;15.1032581329;15.0;7;27.079726696;3;33.1982078552;19.424451828;5;27.0469989777;
34;2;15.1429386139;16.0;7;27.253467083;3;33.2281990051;21.424451828;5;27.0972118378;
35;2;15.1820297241;17.0;8;27.4240226746;3;33.2583274841;22.5;5;27.1476035118;
36;2;15.2204055786;18.0;9;27.5908641815;3;33.2885627747;22.5;6;27.1981236935;
37;2;14.0;20.0;9;27.7535099983;3;33.3188743591;22.5;6;27.248721838;
38;2;14.0;22.0;10;27.911529541;4;33.34923172;22.5;5;27.2993469238;
39;2;14.0;24.0;10;28.0645475388;4;33.3796081543;22.5;6;27.349947691;
40;2;14.0;26.0;10;28.2122468948;4;33.4099693298;22.5;6;27.4004728794;
41;2;14.0;28.0;10;28.354367733;4;33.440284729;22.5;6;27.4508714676;
42;2;14.0;29.7189311981;11;28.4907093048;4;33.4705238342;22.5;7;27.5010929108;
43;2;14.0;30.8416385651;12;28.6211266518;4;33.5006561279;22.5;7;27.5510873795;
44;2;14.0;31.9590148926;13;28.7455291748;4;33.5306510925;22.5;7;27.6008057594;
45;2;14.0;33.0709762573;13;28.8638772964;4;33.5604820251;22.5;7;27.6502001286;
46;2;14.0;34.1774902344;14;28.9761786461;4;33.5901184082;22.5;7;28.6992235184;
47;2;14.0;35.2785606384;15;29.0824832916;4;34.6195335388;23.5;7;28.7878303528;
48;2;14.0;36.3742332458;15;29.1828784943;4;35.6486968994;24.5;8;28.877161026;
49;2;15.0;34.46459198;16;29.2774858475;4;35.6775856018;25.5;8;29.9887984991;
50;2;14.0;35.5497360229;17;29.3664541245;4;36.3061714172;27.0;8;30.8829482794;
51;2;14.0;36.6298065186;17;29.4499564171;5;36.8024330139;28.3899993896;7;31.5941456556;
52;2;15.0;34.7049598694;16;29.5;5;37.1870574951;28.6872596741;8;32.1583368778;
53;2;17.0;32.0;16;29.5;5;37.4815750122;29.5875968933;8;32.4606221914;
54;2;18.6875;31.0;17;29.5;5;37.6170349121;29.7161140442;9;32.5849312544;
55;2;19.6875;30.0;17;29.5;5;37.6437759399;29.75598526;9;32.7117609978;
56;2;20.6375007629;29.0;19;29.5;5;35.7999992371;30.7974739075;9;32.8410800695;
57;3;20.6375007629;28.0;18;29.5;5;35.7999992371;31.420539856;10;33.9728434086;
58;3;20.6375007629;27.0;18;29.5;5;37.7999992371;30.8852882385;10;34.1869912148;
59;3;20.6375007629;26.0;19;29.5;5;39.7462921143;31.9315834045;10;34.4089831114;
60;4;20.6375007629;25.0;19;29.5;5;37.7999992371;33.9794387817;11;34.638967514;
61;5;20.6375007629;24.0;18;29.5;6;37.7999992371;36.9794387817;11;34.8770624399;
62;5;20.6375007629;23.0;18;29.5;6;37.7999992371;39.9794387817;11;35.1233501434;
63;5;20.6375007629;22.0;18;29.5;6;37.7999992371;42.7082901001;12;35.3778723478;
64;5;20.6375007629;21.0;18;29.5;6;37.7999992371;44.7632598877;13;35.6406246424;
65;5;20.6375007629;21.0;19;29.5;6;37.7999992371;46.8215179443;14;35.9003061056;
66;5;20.6375007629;21.0;20;29.5;6;37.7999992371;47.9501533508;15;36.1445761919;
67;5;20.6375007629;21.0;20;29.5;6;37.7999992371;48.0722885132;14;36.3976204395;
68;5;20.6375007629;21.0;20;30.5;6;37.7999992371;48.1988105774;14;36.6591978073;
69;5;21.6375007629;22.0;22;30.6375000477;6;37.7999992371;48.3295974731;15;36.9289951324;
70;5;22.6375007629;23.0;22;32.1173424721;6;37.7999992371;48.4644966125;15;37.2066230774;
71;5;22.9356250763;24.5499992371;22;33.4065301418;6;37.7999992371;48.6033096313;15;37.4916143417;
72;5;21.4002037048;27.0004501343;23;34.5244129896;6;37.7999992371;48.745803833;16;37.7834224701;
73;5;21.5621604919;29.3603553772;24;35.4972307682;6;37.7999992371;48.8917121887;16;38.0814220905;
74;5;21.6889381409;30.6420822144;24;36.3533263206;6;37.7999992371;49.0407104492;17;38.3849108219;
75;5;21.7865505219;31.8590011597;24;37.0721232891;6;37.7999992371;49.1924552917;17;38.6931128502;
76;5;22.8500003815;30.0;24;37.5250229836;6;37.7999992371;49.3465576172;17;39.0051841736;
77;6;23.8394050598;29.0;24;37.9954152107;6;37.7999992371;49.5025939941;17;39.3202195168;
78;6;23.8723945618;28.0;24;38.4843940735;6;37.7999992371;49.6601104736;17;39.6372618675;
79;6;23.9029655457;28.0;24;38.9926314354;6;37.7999992371;52.1460838318;18;39.955312252;
80;6;23.9312076569;28.0;24;39.5202512741;6;37.7999992371;52.3687210083;18;40.2733426094;
81;6;21.9312076569;28.0;24;40.0667161942;6;37.7999992371;52.5913391113;18;40.5903081894;
82;6;22.9312076569;28.0;24;41.5155324936;7;37.7999992371;52.8132171631;16;64.9051632881;
83;6;22.0255012512;29.3899993896;25;42.800098896;8;38.7999992371;54.0336151123;15;66.8968744278;
84;6;23.1592674255;29.6872596741;22;43.9529767036;8;39.7999992371;55.2518119812;15;68.5706119537;
85;7;20.1592674255;32.6872596741;21;43.9936819077;8;39.7999992371;56.4671020508;16;69.9424157143;
86;7;22.1592674255;31.7187690735;21;45.1087727547;9;40.7999992371;58.6788139343;16;72.0498166084;
87;7;20.1592674255;35.7187690735;21;45.3253011703;9;41.7999992371;60.8863067627;15;73.029152751;
88;7;21.1592674255;37.7187690735;22;46.7529063225;9;41.7999992371;63.0889930725;15;74.2284374237;
89;7;23.1592674255;37.7187690735;23;48.0144617558;11;41.7999992371;65.5559234619;14;75.0416630507;
90;7;24.3324394226;39.9109764099;23;48.9857376814;11;42.7999992371;69.0249481201;13;77.8722236156;
91;7;25.3615913391;42.0;24;49.7478626966;11;43.7999992371;72.1733398438;13;79.8863852024;
92;7;26.3882827759;43.0;24;51.4579069614;11;43.7999992371;75.3836746216;13;81.9987143278;
93;7;27.5499992371;45.0;23;52.0925650597;11;43.7999992371;78.6405029297;13;84.1845734119;
94;7;28.5499992371;47.0;24;52.6930482388;11;43.7999992371;81.9247970581;13;87.4154838324;
95;7;28.5499992371;49.0;24;53.2567579746;11;44.7999992371;85.2149200439;13;90.7511085272;
96;7;28.5499992371;51.0;24;53.7824525833;11;46.7999992371;89.4880981445;14;94.1986958981;
97;7;28.5499992371;53.0;25;54.2701091766;11;48.7999992371;94.7221832275;14;97.7145553827;
98;8;29.5499992371;52.0;24;69.7207312584;11;50.7999992371;100.897323608;14;100.244703054;
99;9;25.5499992371;57.0;23;71.186124444;11;52.7999992371;105.364456177;16;102.726023436;
100;10;26.5499992371;60.0;22;72.5236489773;12;51.7999992371;112.807060242;16;105.149249315;
