Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;13.3000001907;4;17.0;1;13.0;10.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;13.0;10.0;5;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;13.0;10.0;5;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;14.0;10.0;5;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;15.0;10.0;5;20.0;
6;1;8.55000019073;8.5;5;17.0;1;16.0;10.0;5;20.3999996185;
7;1;8.82499980927;8.5;5;17.0;2;17.6000003815;10.1999998093;4;21.7264003754;
8;1;8.82499980927;8.5;5;17.0;2;18.0358409882;10.3632001877;4;22.8394274712;
9;1;8.82499980927;8.5;5;17.3400001526;2;18.7036552429;10.9097137451;4;23.7717995644;
10;1;8.9015007019;8.67000007629;5;17.6278438568;2;20.7036552429;11.3658018112;4;24.5351434946;
11;1;8.96626472473;8.81392192841;5;17.869726181;2;22.7036552429;11.7372808456;4;25.1485489607;
12;1;9.02068901062;8.93486309052;5;18.786491394;2;23.7403469086;12.0336990356;5;25.6344225407;
13;1;9.22696018219;9.39324569702;5;19.5780620575;2;24.7527942657;12.2662630081;5;26.0153459311;
14;1;11.0206890106;9.78903102875;5;20.2480106354;2;25.7653427124;12.446267128;5;26.1438889503;
15;1;12.0206890106;10.1240053177;5;20.8052330017;2;26.7779884338;12.5;5;26.1651208401;
16;1;13.0206890106;10.4026165009;5;21.2618598938;2;27.7907276154;12.5;5;26.1864993572;
17;1;14.0206890106;10.6309299469;5;21.6314201355;2;28.8035545349;12.5;5;26.2080165148;
18;1;15.0206890106;10.8157100677;5;21.9274635315;2;29.7248096466;12.5;5;26.2296639681;
19;1;16.0206890106;10.9637317657;5;22.0;2;29.7377986908;12.5;6;26.2514331341;
20;1;16.9500007629;11.0;5;22.0;2;29.7508602142;12.5;6;26.2733153105;
21;1;16.9500007629;11.0;5;22.0;2;29.7639884949;12.5;6;26.2953014374;
22;1;16.9500007629;11.0;6;22.0;2;29.7771816254;12.5;6;26.3173824549;
23;1;16.9500007629;11.0;7;22.0;3;29.790430069;12.5;5;26.3395489454;
24;1;16.9500007629;11.0;7;22.0;3;29.803730011;12.5;5;26.3617914915;
25;1;16.9500007629;11.0;7;22.0;3;29.817073822;12.5;6;26.3841004372;
26;1;16.9500007629;11.0;8;22.0;4;29.8304595947;12.5;5;26.4064661264;
27;1;16.9500007629;11.0;8;22.0;4;29.0;12.5;5;26.428878665;
28;1;16.9500007629;11.0;9;22.0;4;29.8573265076;12.5;5;26.4513280392;
29;1;16.9500007629;11.0;9;22.0;4;29.8707962036;12.5;5;26.4738043547;
30;1;16.9500007629;11.0;9;22.0;4;29.8842830658;12.5;5;26.4962974787;
31;1;16.9500007629;11.0;9;22.0;4;29.8977775574;12.5;5;26.5187973976;
32;1;16.9500007629;11.0;9;22.0;4;29.911277771;12.5;5;27.5412938595;
33;1;14.9500007629;12.0;9;22.0;4;30.9247760773;15.5;5;27.6037768126;
34;1;13.9500007629;13.0;9;22.0;4;31.9382667542;18.5;5;27.6674200296;
35;1;12.9500007629;14.0;9;22.0;4;32.6004524231;21.5;5;27.7322152853;
36;1;12.0;15.0;9;22.0;4;32.6393280029;24.5;5;27.7981511354;
37;1;12.0;16.0;9;22.0;4;32.6788902283;27.5;5;28.8652133942;
38;1;12.0;17.0;9;22.0;4;33.719127655;28.5;5;28.98338449;
39;1;12.0;18.0;9;22.0;4;34.7600326538;29.5;5;29.1046191454;
40;1;12.0;19.0;9;22.0;4;35.4627723694;30.5;4;29.2289181948;
41;1;12.0;20.0;9;22.0;4;35.5373497009;31.5;4;29.3562738895;
42;1;12.0;21.0;8;22.0;4;35.6137657166;32.5;4;29.486669302;
43;2;12.0;22.0;7;34.75;4;35.6920013428;32.5;5;29.6200773716;
44;2;13.0;23.0;8;35.3874998093;4;35.7720489502;32.5;5;29.7564607859;
45;2;14.0;24.0;8;35.9715299606;4;35.8538780212;32.5;5;29.8957710266;
46;2;15.0;25.0;9;36.4994401932;4;35.937461853;32.5;6;30.0379481316;
47;2;16.0;26.0;9;36.9707527161;4;36.022769928;32.5;6;30.1829200983;
48;3;17.0;27.0;9;37.3868265152;4;36.109752655;32.5;7;30.3306028843;
49;3;18.0;28.0;9;37.7504434586;4;36.1983642578;32.5;7;30.4808996916;
50;3;19.0;29.0;10;38.0653820038;4;36.2885398865;32.5;7;31.7223738432;
51;3;20.0;30.0;11;38.3360214233;4;37.0334243774;33.0;9;32.7535499334;
52;3;22.0;28.0;11;38.5670089722;5;37.652130127;33.3899993896;8;33.6088721752;
53;3;21.4551544189;29.0;12;38.75;5;38.1653213501;33.6872596741;8;34.3241305351;
54;3;21.5375003815;30.0;13;38.75;5;38.5944786072;33.9097442627;10;34.7684092522;
55;3;22.5375003815;29.0;13;38.75;5;38.8610458374;34.0;11;35.0370779037;
56;3;23.5375003815;29.0;15;38.75;5;39.0222473145;34.0;11;35.314514637;
57;3;24.5375003815;29.0;15;38.75;5;39.188709259;34.0;11;35.6002397537;
58;3;25.5375003815;29.0;15;38.75;5;39.3601455688;34.0;12;35.8936817646;
59;3;26.4875011444;29.0;16;38.75;5;39.5362091064;34.0;12;37.1941776276;
60;3;26.4875011444;28.0;16;38.75;5;40.716506958;35.0;13;37.5609772205;
61;3;26.4875011444;27.0;17;38.75;5;41.9005851746;36.0;14;37.9362108707;
62;3;26.4875011444;26.0;18;38.75;5;42.0879478455;37.0;14;38.3190377951;
63;3;26.4875011444;25.0;18;38.75;5;42.2780456543;38.0;14;38.708542347;
64;3;26.4875011444;24.0;18;38.75;5;42.4702911377;39.0;15;39.1037441492;
65;3;26.4875011444;23.0;19;38.75;6;42.6640701294;39.665145874;15;39.5036085844;
66;3;26.4875011444;22.0;19;38.75;6;42.8587379456;39.0;15;39.9070618153;
67;3;26.4875011444;21.0;19;38.75;6;43.0536270142;39.7421760559;16;40.3130027056;
68;3;26.4875011444;21.0;20;38.75;6;43.2480659485;39.7831115723;16;40.7203192711;
69;4;26.4875011444;21.0;19;38.75;6;43.4413948059;39.8256645203;16;41.1279023886;
70;4;26.4875011444;21.0;19;38.75;6;43.6329498291;39.8698272705;16;41.5346602201;
71;4;26.4875011444;21.0;19;38.75;6;43.8220977783;39.9155807495;16;42.9395332336;
72;4;24.4875011444;22.0;19;38.75;6;45.0082321167;40.9629058838;17;43.4015052319;
73;4;23.4875011444;23.0;19;38.75;6;46.1907806396;42.0117645264;19;43.8625786304;
74;4;22.4875011444;24.0;19;38.75;6;46.369228363;43.0621185303;19;44.3219250441;
75;4;21.5375003815;25.0;19;39.75;6;46.543094635;44.1139030457;20;44.7787775993;
76;4;22.5375003815;27.0;19;39.7799999714;7;46.7119598389;45.1670608521;19;45.2324362993;
77;4;23.5375003815;29.0;20;39.8105909824;8;47.8754692078;45.665145874;19;46.6822699308;
78;4;23.776134491;31.0;20;39.841766119;8;49.0333175659;46.0;19;47.1877129078;
79;4;23.7831478119;33.0;20;40.9213097095;8;49.1852645874;48.7421760559;19;47.8157987595;
80;4;23.9623413086;35.0;20;41.8162152767;8;46.0432395935;54.0;19;48.4540364742;
81;4;24.1165733337;36.0;21;43.5517767668;8;45.0992889404;57.5475158691;18;49.1021883488;
82;4;26.24858284;35.0;22;44.2732297182;8;44.1533813477;59.6963882446;20;49.7599135637;
83;4;28.3611545563;35.0;22;44.5699340105;8;44.0854225159;61.850692749;20;50.4267488718;
84;4;29.9601726532;35.0;22;44.7656320333;8;40.0854225159;61.6099624634;20;51.1020891666;
85;4;31.0373249054;35.0;22;44.977684021;9;39.0854225159;60.7736434937;19;51.6840343475;
86;4;28.8032054901;37.7075042725;22;45.2071403265;9;36.7999992371;60.6316452026;20;53.6905155182;
87;4;27.8836326599;38.7328681946;23;45.4550011158;9;35.7999992371;61.0661773682;20;55.7624993324;
88;6;26.9718589783;39.7587661743;22;47.7708833218;8;32.7999992371;58.2767524719;20;55.61185956;
89;6;28.0683078766;41.0;22;48.9755709171;8;31.7999992371;60.4176025391;20;57.5248656273;
90;6;29.5264015198;43.8278274536;22;50.1142997742;8;31.7999992371;59.9096450806;19;59.4359483719;
91;6;29.952085495;45.8720664978;22;51.1960930824;8;30.7999992371;59.9096450806;20;61.3288249969;
92;6;28.9322547913;48.9179000854;24;52.2320234776;8;28.7999992371;62.9096450806;20;63.1883909702;
93;6;29.1243476868;51.9653053284;25;53.2336447239;8;28.7999992371;62.9096450806;21;65.0011754036;
94;6;29.2816200256;54.0142402649;25;54.2117342949;8;28.7999992371;62.9096450806;22;66.7556259632;
95;6;29.4091682434;56.0646629333;26;55.0380671024;8;29.7999992371;63.9096450806;22;68.4422328472;
96;7;29.4500007629;58.116519928;26;55.8118174076;8;31.7999992371;61.9096450806;24;70.0535223484;
97;7;29.4500007629;60.1697425842;27;56.6196701527;8;31.7999992371;62.9096450806;25;71.5839371681;
98;7;29.4500007629;62.2242584229;27;57.456287384;8;32.7999992371;63.9096450806;25;73.0296738148;
99;7;29.4500007629;64.2799835205;29;58.3151295185;9;31.7999992371;63.9096450806;24;74.388479948;
100;8;29.4500007629;66.336807251;28;59.188637495;9;32.7999992371;61.9096450806;25;75.6594600677;
101;8;29.4500007629;68.3946533203;28;60.0685105324;9;30.7999992371;62.9096450806;26;76.8428821564;
102;9;29.4500007629;70.4533691406;28;60.9460670948;9;28.7999992371;62.9096450806;26;77.874587059;
103;9;30.4500007629;69.5128631592;29;61.8126525879;9;28.7999992371;63.9096450806;26;78.7373738289;
104;9;29.4500007629;71.5729827881;29;62.6600561142;9;28.7999992371;64.9096450806;26;79.5417149067;
105;9;29.4500007629;73.633605957;29;63.4808914661;9;29.7999992371;63.4216537476;27;81.2878367901;
106;10;30.4500007629;72.1217803955;29;64.2689013481;9;29.7999992371;66.4216537476;27;81.9582598209;
107;10;30.4500007629;71.1829681396;30;65.0191595554;9;30.7999992371;69.4216537476;27;82.54327178;
108;10;29.4500007629;73.2442169189;30;66.7281634808;9;32.0;69.4216537476;29;83.0905178785;
109;10;31.4500007629;73.3053817749;29;68.4088083506;9;31.2000007629;72.4216537476;29;83.6014823914;
110;10;33.4500007629;74.3663024902;29;69.0678524971;9;31.2000007629;75.4216537476;30;84.0251120329;
111;10;33.9135322571;78.4268341064;30;69.6833615303;9;32.2000007629;75.3528594971;31;84.3551579714;
112;10;35.3907203674;79.4868392944;31;71.2565151453;10;31.2000007629;77.4056549072;30;84.6679558754;
113;10;35.4079322815;84.5461730957;31;71.9391657114;10;31.2000007629;79.4607009888;31;84.9646462202;
114;10;37.4252929688;85.6046981812;33;72.6044020653;11;31.2000007629;76.5180130005;30;85.2464516163;
115;13;38.2352523804;85.6622924805;30;73.2571395636;11;31.2000007629;77.4216537476;30;86.4915210009;
116;13;35.4500007629;90.7188339233;31;73.9025044441;11;33.2000007629;81.4216537476;30;86.6698609591;
117;13;36.4500007629;92.7742156982;31;74.4269979;11;33.2000007629;79.7034683228;31;87.8662625551;
118;13;35.4500007629;98.7888031006;31;74.9397193193;11;32.2000007629;81.8081817627;31;88.9904928207;
119;13;35.4500007629;103.862678528;31;75.479152441;11;33.2000007629;84.9193649292;32;90.0414518118;
120;14;35.4500007629;108.934555054;31;76.0471340418;12;33.2000007629;82.0370941162;31;91.0202265978;
121;14;36.4500007629;110.349220276;31;77.6451377869;12;32.2000007629;81.4216537476;32;91.9149150848;
122;14;38.4500007629;112.439178467;32;79.3041083813;12;33.2000007629;84.4216537476;32;92.7195744514;
123;15;41.4500007629;115.527015686;31;81.094878912;12;33.2000007629;82.4216537476;32;93.4652056694;
