Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;13.3000001907;4;17.0;1;13.0;10.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;13.0;10.0;5;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;13.0;10.0;5;20.0;
4;1;7.55000019073;10.3000001907;3;17.0;1;14.0;10.0;4;20.0;
5;1;7.55000019073;9.30000019073;3;17.0;1;15.0;10.0;4;20.0;
6;1;8.55000019073;8.5;3;17.0;1;16.0;10.0;4;20.3999996185;
7;1;8.82499980927;8.5;3;17.0;1;17.0;10.1999998093;4;20.7264003754;
8;1;8.82499980927;8.5;2;17.0;1;17.4358406067;10.3632001877;4;21.8194274902;
9;1;8.82499980927;8.5;2;17.3400001526;1;18.0916557312;10.9097137451;4;22.7316036224;
10;1;8.9015007019;8.67000007629;2;17.6278438568;1;19.0916557312;11.3658018112;4;23.4745616913;
11;1;8.96626472473;8.81392192841;2;17.869726181;1;20.0916557312;11.7372808456;4;24.0673980713;
12;1;9.02068901062;8.93486309052;2;18.786491394;1;21.0916557312;12.0336990356;5;24.5325260162;
13;1;9.22696018219;9.39324569702;3;19.5780620575;1;22.0916557312;12.2662630081;5;24.892534256;
14;1;11.0206890106;9.78903102875;3;20.2480106354;1;23.0916557312;12.446267128;5;25.0;
15;1;12.0206890106;10.1240053177;3;20.8052330017;1;24.0916557312;12.5;5;25.0;
16;1;13.0206890106;10.4026165009;3;21.2618598938;1;25.0916557312;12.5;5;25.0;
17;1;14.0206890106;10.6309299469;3;21.6314201355;1;26.0916557312;12.5;5;25.0;
18;1;15.0206890106;10.8157100677;3;21.9274635315;1;27.0;12.5;6;25.0;
19;1;16.0206890106;10.9637317657;3;22.0;1;27.0;12.5;6;25.0;
20;1;16.9500007629;11.0;4;22.0;1;27.0;12.5;6;25.0;
21;1;16.9500007629;11.0;4;22.0;1;27.0;12.5;6;25.0;
22;1;16.9500007629;11.0;4;22.0;1;27.0;12.5;6;25.0;
23;1;16.9500007629;11.0;4;22.0;1;27.0;12.5;6;25.0;
24;1;16.9500007629;11.0;4;22.0;1;27.0;12.5;6;25.0;
25;1;16.9500007629;11.0;5;22.0;1;27.0;12.5;6;25.0;
26;1;16.9500007629;11.0;6;22.0;1;27.0;12.5;6;25.0;
27;1;16.9500007629;11.0;6;22.0;1;27.0;12.5;6;25.0;
28;1;16.9500007629;11.0;6;22.0;1;27.0;12.5;6;25.0;
29;1;16.9500007629;11.0;5;22.0;1;27.0;12.5;7;25.0;
30;1;16.9500007629;11.0;4;22.0;1;27.0;12.5;7;25.0;
31;1;16.9500007629;11.0;4;22.0;1;27.0;12.5;7;25.0;
32;2;17.9500007629;11.5;3;23.0;1;27.0;12.5;7;25.0;
33;2;16.9500007629;12.0;3;23.1074999571;1;27.0;12.5;7;25.0;
34;2;16.1991882324;13.0;3;23.2253656387;1;27.0;12.5;7;25.0;
35;2;15.2257080078;14.0;3;23.3543308973;1;27.0;13.5;7;25.0;
36;2;14.3047246933;15.0;4;23.4951226711;1;27.0;14.5;7;25.0;
37;2;14.3364028931;16.0;4;23.6484457254;1;27.0;15.5;8;25.0;
38;2;14.3709001541;17.0;4;23.8149644136;1;27.0;16.5;8;25.0;
39;3;14.408367157;18.0;3;23.9952818155;1;27.0;17.5;8;25.0;
40;3;14.0;19.0;4;24.1899158955;1;27.0;17.5;8;25.0;
41;4;14.4927310944;20.0;3;24.399273634;1;27.0;17.5;8;25.0;
42;4;14.5398368835;21.0;3;24.6236231327;1;27.0;17.5;9;25.0;
43;4;14.5903148651;22.0;3;24.8630647659;1;27.0;17.5;9;25.0;
44;4;14.6441898346;23.0;3;25.1175034046;2;27.0;17.5;7;25.0;
45;4;14.7014389038;24.0;3;25.3866217136;2;27.0;17.5;7;25.0;
46;4;14.7619895935;25.0;3;26.6698577404;2;27.0;17.5;8;25.0;
47;4;15.825717926;26.0;3;27.106387496;2;27.0;17.5;8;25.0;
48;4;16.8924369812;27.0;4;27.573119998;2;27.0;17.5;9;25.0;
49;4;17.2539520264;28.0;6;28.0705325603;2;27.0;17.5;9;25.0;
50;4;17.3658695221;29.0;6;28.5988935232;3;28.0;18.5;8;26.0;
51;5;17.4847507477;30.0;7;29.1582416296;3;29.0;19.5;8;26.0299999714;
52;5;18.1833972931;28.0;8;29.7483642101;3;29.6180000305;20.5;8;26.0605909824;
53;5;16.4831771851;30.0;8;30.3687720299;3;29.6363544464;21.5;7;27.091766119;
54;5;18.5452766418;30.0;9;31.0186657906;3;30.6550598145;23.5;7;27.1935173273;
55;6;19.4153442383;31.0;8;36.6968998909;4;31.0;25.0617580414;6;31.549986124;
56;6;22.1818027496;33.0;9;37.5519323349;4;32.0;27.077917099;6;31.8003596067;
57;6;24.3404350281;35.0;9;38.428545475;4;33.0;29.1001338959;6;33.0680785179;
58;6;26.4546489716;36.0;9;39.3238730431;4;33.5999984741;31.6229362488;7;34.1228080988;
59;6;26.8478717804;36.0;9;41.2345223427;4;34.0680007935;33.0363235474;7;34.9991734028;
60;6;28.0527687073;37.0;9;42.1990327835;4;34.4247131348;34.3575439453;8;35.7332013845;
61;6;29.2602214813;37.0;9;43.1717227697;5;34.6916885376;35.6045532227;7;36.2100580931;
62;7;29.7136383057;37.0;9;44.1474821568;5;34.7999992371;36.6910858154;7;36.5137152672;
63;7;29.6785755157;37.0;9;45.1206872463;5;34.7999992371;36.75756073;8;36.824678421;
64;7;29.8870620728;37.0;9;46.0853123665;5;34.7999992371;36.8233566284;9;37.1428817511;
65;7;30.0933074951;36.0;9;47.0350921154;5;34.7999992371;36.8884124756;9;37.4681928158;
66;7;28.2448387146;37.0;10;47.9637306929;5;34.7999992371;36.9526824951;10;37.8004024029;
67;7;29.6933326721;36.0;9;48.8651378155;6;34.7999992371;37.0161094666;9;38.1392122507;
68;7;30.8522853851;36.0;9;49.7336713076;6;35.7999992371;36.1973762512;10;39.4842276573;
69;7;29.0686759949;37.0;10;50.5643700361;6;36.8917732239;37.2304840088;11;39.9549502134;
70;8;30.1385116577;36.0;9;80.3531392813;6;34.7999992371;40.2009849548;12;40.5339839458;
71;8;29.8573360443;39.0;10;82.8368849754;7;36.378993988;41.3152770996;10;62.88882339;
72;9;30.2663269043;39.0;9;84.8431036472;7;34.7999992371;45.3664855957;9;64.8802088499;
73;9;29.9516963959;41.0;8;86.3428965807;7;36.7999992371;47.4157981873;10;66.6709221601;
74;9;29.3473129272;43.0;8;87.4356896877;8;38.7999992371;50.2360458374;8;68.085521698;
75;9;29.7315368652;46.0;8;88.1775547266;8;37.7999992371;53.3152732849;9;69.329417944;
76;9;30.8211994171;48.0;9;88.5439348221;8;39.7999992371;54.402759552;9;70.4319119453;
77;9;32.4755783081;48.0;9;91.0543900728;8;41.7999992371;55.4987182617;10;71.4229819775;
78;9;33.0360641479;49.0;9;93.0386888981;8;45.7999992371;54.4460449219;9;72.1808502674;
79;10;33.5947494507;51.0;9;96.4363417625;8;48.2389945984;56.0;11;72.7952580452;
80;11;36.5947494507;53.8049659729;9;97.4712600708;8;50.1178092957;58.0;12;73.4274523258;
81;11;41.0766906738;54.9690628052;9;100.287052989;8;51.263961792;59.2747840881;11;74.0751757622;
82;11;42.347946167;55.9690628052;9;102.738246799;8;51.518951416;60.306022644;12;74.7358152866;
83;11;44.1816940308;57.9690628052;10;104.844271183;8;51.6821365356;61.3372077942;14;75.406406641;
84;11;39.3947525024;62.9690628052;11;106.638336658;8;51.8526687622;62.3683052063;15;76.0836594105;
85;11;38.3947525024;67.6342086792;12;108.159780622;9;52.0295257568;63.3992767334;13;100.763998032;
86;12;38.375;70.9825973511;14;109.26356101;9;53.2114562988;65.4300842285;13;103.123621225;
87;12;39.9724998474;69.9825973511;15;110.127846122;10;54.397102356;67.4606781006;13;105.164759159;
88;13;40.375;72.9825973511;14;123.644129992;11;54.5849533081;69.4910430908;12;106.900424004;
89;13;39.375;78.9825973511;14;125.121422172;11;50.5849533081;74.1295852661;11;108.36512208;
90;14;40.375;84.3030090332;14;136.348871231;11;48.9000015259;78.1712799072;12;109.602271557;
91;14;42.375;90.3839569092;14;137.774751067;11;48.9000015259;82.2124938965;13;110.654924154;
92;14;44.375;95.7250061035;15;139.064608335;11;48.9000015259;85.5662231445;14;111.288076878;
93;14;45.375;100.854766846;16;140.257108688;11;49.9000015259;85.6050491333;15;111.857071877;
94;14;46.375;104.985778809;16;141.351843596;11;48.9000015259;88.643409729;17;113.040457249;
95;14;47.375;109.117843628;17;142.351335526;11;48.9000015259;91.7745666504;17;114.198493242;
96;14;48.375;113.25075531;17;143.260309219;11;48.9000015259;94.6794281006;18;116.321415663;
97;14;49.375;117.384300232;18;144.084979773;11;50.9000015259;95.3645935059;18;117.540647626;
98;14;50.375;121.518257141;18;144.832425714;11;50.9000015259;99.0292358398;19;118.727101207;
99;14;51.375;123.595619202;19;145.453990817;11;57.0620117188;102.66746521;20;120.877202272;
100;14;52.375;126.671936035;20;145.8988204;11;61.3877182007;107.251525879;21;122.024169922;
101;14;53.375;131.747085571;20;146.317796469;11;65.1989135742;110.951385498;22;123.133777499;
102;14;54.375;133.711517334;22;146.712863803;12;66.4133758545;114.602905273;22;124.207423091;
103;14;55.375;137.867996216;23;146.990287662;13;67.5207366943;118.205497742;20;125.247700334;
104;14;56.375;141.964477539;23;147.215815544;13;70.1876678467;117.5258255;19;126.258060575;
105;15;57.375;146.033966064;22;147.439978361;14;69.3258743286;120.811271667;17;127.242448092;
106;16;59.375;147.101821899;22;147.662391782;14;70.4243774414;125.063362122;17;128.11434567;
107;17;58.5750007629;152.910980225;22;147.882679701;14;70.4895172119;125.284507751;15;128.948831916;
108;17;59.5750007629;151.259002686;21;148.100475907;14;68.5948867798;131.477325439;16;130.781033397;
109;17;58.5750007629;153.344329834;20;148.315428257;14;70.6781463623;135.644592285;17;132.766866088;
110;17;58.5750007629;157.429107666;21;148.527200341;14;74.7280197144;135.644592285;19;133.814410686;
111;17;60.5750007629;155.513153076;22;148.735474586;15;74.975440979;142.644592285;19;134.949213505;
112;17;61.6313819885;157.596252441;23;149.302380562;15;77.1949539185;146.644592285;20;136.179457545;
113;17;63.6451683044;153.191268921;24;149.890025854;15;77.3180084229;151.340911865;22;137.513605237;
114;17;63.6584777832;154.46182251;24;150.496141434;15;76.4369659424;154.340911865;24;138.959967494;
115;17;64.1713104248;157.741607666;25;151.117995262;15;76.5960006714;161.226867676;25;140.525959253;
116;17;64.0749969482;155.0287323;26;152.75243926;15;78.7526016235;164.926834106;25;142.216957211;
117;17;65.0749969482;156.321044922;27;154.424916744;15;80.9093856812;165.95274353;25;145.03472209;
118;17;67.1999969482;159.616241455;28;159.329818964;15;81.103477478;173.97895813;28;147.1154387;
119;17;67.0749969482;163.911849976;30;163.740435958;15;87.2975616455;176.005432129;28;149.325629473;
120;17;71.0749969482;164.20539856;30;166.725439906;15;91.6223526001;180.032165527;29;151.646207213;
121;17;69.0749969482;171.494415283;32;169.306227684;15;94.8646697998;187.059127808;28;154.047855377;
122;17;69.0749969482;174.776580811;33;171.388672709;16;100.10484314;191.086288452;29;156.457368016;
123;18;70.5749969482;177.776580811;32;173.115258694;17;103.345794678;198.113632202;29;158.8204813;
124;18;72.5749969482;181.776580811;33;174.578463197;18;108.582107544;202.141113281;30;161.138339996;
125;18;73.6941070557;185.776580811;34;175.808126211;18;110.814575195;206.168731689;32;163.366680145;
126;18;75.7700119019;186.776580811;35;176.899510622;18;112.037338257;213.196456909;34;165.470115423;
127;18;75.8412246704;190.776580811;36;177.984030843;18;115.24760437;217.224243164;34;167.425676584;
128;18;77.1075744629;191.776580811;40;179.058630466;18;117.443099976;221.252075195;35;169.223797083;
