Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;13.3000001907;4;17.0;1;13.0;10.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;2;13.3999996185;10.0;4;21.0;
3;1;7.55000019073;11.3000001907;5;17.0;2;13.3999996185;10.0;4;21.0900000334;
4;1;7.55000019073;10.3000001907;5;17.0;2;14.6540002823;10.0;4;21.1871190071;
5;1;7.55000019073;9.30000019073;5;17.0;2;15.7122716904;10.0;4;21.2917383909;
6;1;8.55000019073;8.5;5;17.0;2;16.7750434875;10.0;4;21.817143321;
7;1;8.82499980927;8.5;5;17.0;2;17.8502864838;10.1999998093;4;22.2793469429;
8;1;8.82499980927;8.5;5;17.0;2;18.367609024;10.3632001877;4;23.5656701326;
9;1;8.82499980927;8.5;5;17.3400001526;2;19.1394004822;10.9097137451;4;24.691826582;
10;1;8.9015007019;8.67000007629;5;17.6278438568;2;21.1394004822;11.3658018112;4;25.6707911491;
11;1;8.96626472473;8.81392192841;5;17.869726181;2;23.1394004822;11.7372808456;3;26.5228655338;
12;1;9.02068901062;8.93486309052;5;18.786491394;2;24.5649356842;12.0336990356;4;27.2714657784;
13;1;9.22696018219;9.39324569702;6;19.5780620575;2;25.7350196838;12.2662630081;4;27.9399077892;
14;1;11.0206890106;9.78903102875;6;20.2480106354;2;26.9200801849;12.446267128;4;28.3811409473;
15;1;12.0206890106;10.1240053177;6;20.8052330017;2;28.1203403473;12.5;4;28.7401795387;
16;1;13.0206890106;10.4026165009;6;21.2618598938;2;29.3357639313;12.5;4;29.1239151955;
17;1;14.0206890106;10.6309299469;6;21.6314201355;2;30.5660057068;12.5;4;29.5311965942;
18;1;15.0206890106;10.8157100677;6;21.9274635315;2;31.7187175751;12.5;4;29.960246563;
19;1;16.0206890106;10.9637317657;6;22.0;2;31.976146698;12.5;5;30.4086403847;
20;1;16.9500007629;11.0;7;22.0;2;32.2451858521;12.5;5;30.873316288;
21;1;16.9500007629;11.0;7;22.0;2;32.5239906311;12.5;5;31.3506221771;
22;1;16.9500007629;11.0;7;22.0;2;32.8103713989;12.5;5;31.8364052773;
23;1;16.9500007629;11.0;7;22.0;3;33.1018447876;12.5;4;32.3261375427;
24;1;16.9500007629;11.0;7;22.0;3;33.3956832886;12.5;4;32.815073967;
25;1;16.9500007629;11.0;8;22.0;3;33.6890449524;12.5;4;33.2984304428;
26;1;16.9500007629;11.0;8;22.0;3;33.979057312;12.5;5;33.7715711594;
27;1;16.9500007629;11.0;8;22.0;4;34.2629432678;12.5;4;34.2301864624;
28;1;16.9500007629;11.0;8;22.0;4;34.5381126404;12.5;4;34.6704492569;
29;1;16.9500007629;11.0;8;22.0;4;34.8022689819;12.5;4;35.0891361237;
30;1;16.9500007629;11.0;10;22.0;4;35.0534820557;12.5;4;35.4837083817;
31;1;16.9500007629;11.0;10;22.0;4;35.2902259827;14.5;4;35.8523464203;
32;1;16.9500007629;11.0;10;22.0;4;35.5114059448;16.5;4;36.1939411163;
33;1;14.9500007629;12.0;10;22.0;4;35.7163619995;18.5;4;37.5080499649;
34;1;13.9500007629;13.0;10;22.0;4;36.9048309326;21.5;4;37.8348245621;
35;1;12.9500007629;14.0;11;22.0;4;38.0768966675;24.5;5;38.1361050606;
36;1;12.0;15.0;11;22.0;4;38.8816604614;25.5;5;38.4129526615;
37;1;12.0;16.0;11;22.0;4;39.0477714539;26.5;5;38.6667288542;
38;1;12.0;17.0;11;22.0;4;39.2000350952;27.5;5;38.899004817;
39;1;12.0;18.0;11;22.0;4;39.3394012451;27.5;6;39.1114733219;
40;1;12.0;19.0;11;22.0;5;39.4668807983;27.5;6;39.3048160076;
41;1;12.0;20.0;11;22.0;5;39.5828895569;27.5;7;39.3530313969;
42;2;12.0;21.0;10;54.0;5;39.6118164062;27.5;8;39.4023760557;
43;2;13.0;22.0;10;55.9199981689;5;39.6414260864;27.5;8;39.4528282881;
44;2;14.0;23.0;11;57.3039360046;5;39.6716957092;27.5;8;39.5043625832;
45;3;15.0;24.0;10;58.2557525635;5;39.7026176453;27.5;9;39.5569496155;
46;3;16.0;25.0;10;58.8881416321;5;39.7341690063;27.5;9;39.6105561256;
47;3;17.0;26.0;11;59.0;5;39.7663345337;27.5;10;42.0873564482;
48;3;18.0;27.0;11;59.0;6;41.6524124146;29.0;9;43.426840663;
49;3;19.0;28.0;12;59.0;6;43.3841056824;30.3899993896;9;44.5581661463;
50;4;20.0;29.0;11;59.0;6;43.9830665588;31.6872596741;9;45.520570159;
51;4;21.0;30.0;11;59.0;6;44.4721908569;32.9097442627;9;46.2028762102;
52;4;23.0;28.0;11;59.0;6;44.7841186523;34.0;10;46.6929562092;
53;4;23.0;29.0;11;59.0;6;44.9709281921;35.0;10;47.1752800941;
54;4;24.0;30.0;11;60.0;7;45.1426887512;35.3562240601;8;47.5428521633;
55;4;27.0;30.0;12;60.2200000286;7;45.2346343994;34.0;9;47.886485815;
56;4;29.1000003815;31.0;12;61.4857159853;7;41.7999992371;37.0;10;48.252197504;
57;4;31.545715332;33.0;12;61.8453570604;8;40.7999992371;40.0;9;48.640225172;
58;4;33.6416091919;35.0;13;62.2691800594;8;39.7999992371;43.0;9;49.0505199432;
59;5;35.0307540894;37.0;12;62.7669155598;8;38.7999992371;46.0;9;49.4826948643;
60;5;34.8430099487;37.0;12;63.3485690355;8;38.7999992371;50.0;8;50.9359800816;
61;5;35.3545722961;37.0;13;64.0238221884;8;40.7999992371;51.0;9;51.4391829967;
62;5;35.5571479797;36.0;13;64.8011720181;8;39.4179992676;54.6017837524;9;51.961253643;
63;5;35.7903518677;35.0;13;65.6868007183;8;38.4363555908;57.6625900269;9;52.5000853539;
64;5;36.0560417175;34.0;13;66.6832149029;8;37.4550590515;60.196346283;10;53.0531215668;
65;5;36.3549690247;33.0;14;68.7877897024;9;37.4741096497;61.5367507935;9;53.6173888445;
66;6;37.6863365173;33.0;13;70.1214435101;9;37.4934997559;62.8846282959;10;54.1895529032;
67;6;38.6115875244;33.0;14;71.5532110929;10;37.5132255554;64.2377090454;9;54.7659986019;
68;6;37.8159637451;35.0;15;73.0607805252;10;36.7999992371;65.5935211182;11;55.3429305553;
69;6;36.8011512756;38.0;15;74.6156156063;10;36.7999992371;67.9494934082;13;55.9164865017;
70;6;36.7346878052;39.0;15;76.1852185726;10;36.7999992371;70.3029708862;14;56.4828591347;
71;6;35.2104110718;42.0;16;77.7363314629;10;36.7999992371;72.6513671875;16;57.0384165049;
