Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;13.3000001907;4;17.0;1;13.0;10.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;13.0;10.0;5;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;13.0;10.0;5;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;14.0;10.0;5;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;15.0;10.0;5;20.0;
6;1;8.55000019073;8.5;5;17.0;1;16.0;10.0;5;20.3999996185;
7;1;8.82499980927;8.5;5;17.0;1;17.0;10.1999998093;4;20.7264003754;
8;2;8.82499980927;8.89999961853;4;18.0;1;17.4358406067;10.3632001877;4;21.8194274902;
9;2;9.05000019073;8.5;4;18.4175001383;1;18.0916557312;10.9097137451;3;22.7316036224;
10;2;9.14393806458;8.67000007629;4;18.788015008;1;19.0916557312;11.3658018112;2;23.4745616913;
11;2;9.22730350494;8.81392192841;3;19.1179523468;1;20.0916557312;11.7372808456;2;24.0673980713;
12;2;9.30154037476;8.93486309052;3;20.1658034325;1;21.0916557312;12.0336990356;3;24.5325260162;
13;2;9.53730583191;9.39324569702;4;21.10041821;2;23.0916557312;12.2662630081;2;25.892534256;
14;2;11.3632192612;9.78903102875;4;21.9260679483;2;25.0916557312;12.446267128;2;26.1299999952;
15;2;13.3632192612;10.1240053177;4;22.6523033381;2;26.7696552277;12.5;2;26.2754310369;
16;2;15.0206890106;11.1414442062;4;23.291844368;2;27.8569145203;12.5;2;26.4377241135;
17;2;16.4774360657;10.6309299469;4;23.8587193489;2;28.95429039;12.5;2;26.6183350086;
18;2;17.0206890106;11.7066297531;4;24.3668618202;2;29.9710006714;12.5;3;26.8187118769;
19;2;18.5695533752;10.9637317657;4;24.666520834;2;30.0912265778;12.5;3;27.0402543545;
20;2;18.9500007629;12.0;5;24.9087336063;2;30.2241516113;12.5;3;27.2842636108;
21;2;18.9500007629;12.1634931564;5;25.1659023762;2;30.370557785;12.5;3;27.5518820286;
22;2;18.9500007629;12.5829515457;5;25.4376664162;2;30.531129837;12.5;3;27.8440244198;
23;2;18.9500007629;12.7188329697;5;25.7234168053;2;30.7064151764;12.5;3;28.1613030434;
24;2;18.9500007629;12.8617086411;5;26.0222797394;3;30.8967819214;12.5;2;28.5039470196;
25;2;18.9500007629;13.0111398697;5;26.3331103325;3;31.1023674011;12.5;3;28.871723175;
26;2;18.9500007629;13.1665554047;5;26.6544923782;4;31.3230342865;12.5;2;29.263862133;
27;2;18.9500007629;13.3272457123;6;26.9847521782;4;31.5583171844;12.5;3;29.6789975166;
28;3;18.9500007629;13.4923763275;6;27.3219828606;4;31.8073997498;12.5;2;30.1151270866;
29;4;17.9500007629;12.4923763275;5;27.6640806198;4;32.0690765381;12.5;2;30.5695996284;
30;4;15.9500007629;14.4923763275;5;28.0087919235;4;30.0690765381;13.5;2;31.0391392708;
31;4;14.9500007629;16.4923763275;6;28.3537693024;4;29.0690765381;14.5;2;31.5199065208;
32;4;14.0;18.4923763275;6;28.6966333389;4;29.0;15.5;2;32.007601738;
33;4;14.0;20.4923763275;7;29.0350389481;4;29.0;17.5;3;32.4976010323;
34;4;14.0;22.4923763275;7;29.3667383194;4;29.0;19.5;4;33.9851250648;
35;4;14.0;24.4923763275;7;29.6896419525;4;30.0;22.5;4;34.5054206848;
36;4;14.0;25.9206771851;7;30.0018692017;4;31.0;25.5;4;35.0151305199;
37;4;14.0;27.2016830444;7;30.3017892838;4;31.6487102509;28.5;5;35.5100986958;
38;4;14.0;28.4716110229;7;30.5880527496;4;31.6741313934;30.5;5;35.9866970778;
39;4;14.0;29.7292480469;7;31.8596019745;4;31.7002639771;32.4097938538;6;36.4419306517;
40;4;15.0;30.9736423492;8;32.1906797886;5;31.727104187;32.6150436401;6;36.8735020161;
41;4;17.0;30.9736423492;8;32.5106346607;5;31.0;32.8078765869;6;37.2798335552;
42;4;18.0;31.2439422607;9;32.8194533587;5;32.0;30.8078765869;6;37.6600410938;
43;4;17.0;30.3372497559;9;33.1173558235;5;33.0;29.8078765869;7;38.0138825178;
44;4;17.0;29.4362506866;10;33.404759407;6;34.0;28.8078765869;6;38.3416746855;
45;4;16.0;29.9736423492;10;33.6822416782;6;35.0;27.8078765869;6;38.6442008018;
46;4;17.0;29.9736423492;10;33.9505032301;6;36.0;27.5;6;38.9226083755;
47;4;18.0;30.7690792084;12;34.2103282213;6;37.0;27.5;6;39.1783118248;
48;4;17.0;29.8923854828;11;34.4625507593;6;35.0;28.5;6;40.4129019976;
49;4;17.0;26.9736423492;12;34.7080199718;6;35.0;31.332572937;6;40.6580648422;
50;4;18.0;26.9736423492;13;34.8651165962;6;35.0;32.5;6;40.8376927376;
51;4;19.0;26.9736423492;13;35.0001642704;6;34.0;34.5;6;42.3622903824;
52;4;20.0;26.9736423492;14;35.1407959461;6;33.5999984741;37.0;7;44.6306644678;
53;4;20.9500007629;27.9736423492;13;35.2868545055;6;35.0680007935;40.3899993896;7;45.7588779926;
54;4;20.9500007629;28.9736423492;15;35.4381308556;6;36.4247131348;42.6872596741;8;46.7105767727;
55;4;20.9500007629;30.9736423492;14;35.5943615437;6;37.6916885376;43.5271492004;10;47.3736885786;
56;4;20.9500007629;32.9736404419;15;35.755228281;7;38.7999992371;43.7763710022;9;47.8351889849;
57;4;20.9500007629;34.9736404419;16;35.9203586578;8;39.7999992371;43.8539009094;8;48.2786773443;
58;4;20.9500007629;35.6749992371;16;36.0893273354;8;38.7999992371;44.4177207947;9;48.5963430405;
59;4;20.9500007629;35.6749992371;17;36.2616591454;8;38.3606262207;44.0;9;48.8782756329;
60;4;20.9500007629;35.6749992371;19;36.4368326664;8;38.4292793274;45.8420829773;10;49.1698998213;
61;4;20.9500007629;35.6749992371;19;36.6142861843;8;38.4990844727;46.9036865234;10;49.4710377455;
62;4;20.9500007629;35.6749992371;22;36.7934236526;8;38.5699081421;47.4686889648;10;49.7814465761;
63;4;20.9500007629;35.6749992371;20;36.9736218452;8;38.6415901184;47.5371017456;11;51.1008149385;
64;4;20.9500007629;35.6749992371;20;37.1542396545;9;39.7139778137;48.6089286804;10;51.4887593985;
65;4;20.9500007629;35.6749992371;21;37.3346266747;9;40.7868995667;49.684135437;11;51.8877853155;
66;4;20.9500007629;35.6749992371;22;37.5141320229;9;40.8601875305;49.5;13;52.2974268198;
67;4;20.9500007629;35.6749992371;22;37.6921138763;9;40.9336624146;52.5;13;52.7171322107;
68;5;20.9500007629;35.6749992371;19;39.1260004044;8;39.0071411133;48.5;14;51.8159762621;
69;5;21.9500007629;36.6749992371;22;39.346167922;8;39.0804519653;50.5;14;52.1783905029;
70;6;22.9500007629;38.6749992371;20;39.5641781092;7;39.1534080505;50.5;16;52.5454895496;
71;6;22.9500007629;38.6749992371;20;39.7794941664;7;37.1534080505;52.5;15;52.9163749218;
72;6;22.9500007629;40.6749992371;21;39.9916228056;7;36.7999992371;55.5;17;53.2900898457;
73;6;22.9500007629;42.6749992371;21;40.2001203299;7;36.7999992371;57.5332450867;17;53.6656291485;
74;6;22.9500007629;43.6749992371;22;40.4045948982;7;36.7999992371;58.6901473999;18;54.0419483185;
75;7;22.9500007629;44.6749992371;22;40.6047080755;7;36.7999992371;59.8472862244;18;54.4179775715;
76;7;22.9500007629;45.6749992371;22;40.800175786;7;36.7999992371;61.0041694641;19;54.7926318645;
77;7;23.9500007629;47.6749992371;20;41.9907689095;7;36.7999992371;62.1602859497;20;55.1648278236;
78;7;24.9500007629;46.6749992371;18;42.2513096333;7;36.7999992371;63.3151359558;20;55.5334963799;
79;7;24.9500007629;46.6749992371;18;42.5114886761;7;36.7999992371;64.4682312012;22;55.8975970745;
80;7;24.9500007629;48.6749992371;18;43.7496144772;7;37.7999992371;67.5542144775;23;56.2561318874;
81;7;22.9500007629;51.8926887512;19;44.8388031721;7;37.7999992371;67.6926269531;23;56.6081590652;
82;7;24.9500007629;50.4878120422;20;45.7991132736;7;37.7999992371;67.8288421631;23;56.9528031349;
83;7;26.9500007629;50.6976547241;20;46.65069139;7;36.7999992371;70.9541625977;27;57.2892665863;
84;7;25.3860778809;52.8617515564;20;47.2199478149;7;37.7999992371;70.1274642944;27;57.6168375015;
85;7;26.3999996185;51.0930938721;22;47.7126510143;7;37.7999992371;69.296875;25;57.9348943233;
86;8;25.3999996185;52.2197952271;19;48.1582177877;7;38.7999992371;70.0414810181;21;58.2429113388;
87;8;25.3999996185;53.3388671875;14;48.5093355179;7;39.7999992371;67.0832824707;20;58.5404589176;
88;8;25.3999996185;54.4504928589;12;48.8627388477;7;39.2465248108;68.0274505615;17;58.8272042274;
89;8;25.3999996185;55.5549163818;12;49.2183799744;7;39.2898025513;68.1464233398;17;59.102907896;
90;8;25.3999996185;58.3578033447;12;49.5302405357;7;39.331111908;68.2613525391;18;59.3674209118;
91;8;25.3999996185;59.3578033447;15;49.8132126331;7;38.370475769;68.791633606;19;59.60744524;
92;8;25.3999996185;60.3578033447;16;50.1034092903;7;36.370475769;69.9252090454;19;60.9237222672;
93;8;25.3999996185;61.3578033447;16;50.4002239704;7;37.370475769;69.5526046753;20;62.2592642307;
94;8;25.3999996185;62.3578033447;16;50.7029690742;7;36.370475769;72.1917800903;21;63.5998432636;
95;8;25.3999996185;63.3578033447;16;51.0108802319;7;36.7999992371;74.8352584839;22;64.9307918549;
96;9;25.3999996185;64.3578033447;13;62.8231198788;7;37.7999992371;69.9749298096;24;67.2377185822;
97;9;26.3999996185;66.3578033447;13;63.7712852955;7;38.7999992371;72.1158447266;25;68.5672159195;
98;8;25.3999996185;44.7999992371;12;56.6799674034;9;41.7999992371;75.2574539185;20;92.8504428864;
99;8;24.3999996185;46.7999992371;12;57.5437202454;9;42.7999992371;78.3991775513;20;95.1277354956;
100;8;24.3999996185;48.7999992371;12;58.3589730263;9;42.7999992371;84.5404510498;20;97.2467465401;
