Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;13.3000001907;4;17.0;1;13.0;10.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;13.0;10.0;5;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;13.0;10.0;5;20.0;
4;1;7.55000019073;10.3000001907;5;17.0;1;14.0;10.0;5;20.0;
5;1;7.55000019073;9.30000019073;5;17.0;1;15.0;10.0;5;20.0;
6;1;8.55000019073;8.5;5;17.0;1;16.0;10.0;5;20.3999996185;
7;1;8.82499980927;8.5;5;17.0;1;17.0;10.1999998093;4;20.7264003754;
8;1;8.82499980927;8.5;5;17.0;1;17.4358406067;10.3632001877;4;21.8194274902;
9;1;8.82499980927;8.5;5;17.3400001526;2;18.6916561127;10.9097137451;3;23.7316036224;
10;2;8.9015007019;9.06999969482;4;18.6278438568;2;20.6916561127;11.3658018112;3;24.5645617247;
11;2;9.1912651062;8.81392192841;4;18.9697262049;2;22.6916561127;11.7372808456;3;25.2545170784;
12;2;9.26818943024;8.93486309052;3;20.0393913984;2;23.8039264679;12.0336990356;4;25.8242644072;
13;2;9.50886249542;9.39324569702;4;21.0031994581;2;24.8666992188;12.2662630081;4;26.2967605591;
14;2;11.3413448334;9.78903102875;4;21.8666085005;2;25.9341907501;12.446267128;4;26.5249304771;
15;2;13.3413448334;10.7714443207;4;22.6404219866;2;27.0066146851;12.5;4;26.6541694403;
16;2;15.3413448334;10.4026165009;4;23.3386480808;2;28.0841579437;12.5;4;26.7922235727;
17;2;16.4879665375;10.6309299469;4;23.976596117;2;29.1669902802;12.5;4;26.9393253326;
18;2;17.5483531952;10.8157100677;4;24.5694174767;2;30.1635951996;12.5;4;27.0956480503;
19;2;18.6151275635;10.9637317657;4;24.9684479237;2;30.2573890686;12.5;5;27.261295557;
20;2;18.9500007629;12.0;5;25.3255982399;2;30.3567771912;12.5;5;27.4362905025;
21;2;18.9500007629;12.330239296;5;25.7138419151;2;30.461774826;12.5;5;27.6205644608;
22;2;18.9500007629;12.856921196;5;26.1329917908;2;30.5723381042;12.5;5;27.8139474392;
23;2;18.9500007629;13.0664958954;5;26.5821242332;2;30.6883678436;12.5;5;28.016159296;
24;2;18.9500007629;13.291062355;6;27.059484005;2;30.8096961975;12.5;5;28.2268030643;
25;2;17.9500007629;12.291062355;6;27.5624227524;2;30.9360809326;12.5;6;28.445360899;
26;2;17.2015457153;13.0;6;28.0873808861;3;31.0672168732;12.5;5;28.6711919308;
27;2;16.3196620941;14.0;6;28.6299257278;3;31.20271492;12.5;5;28.9035346508;
28;2;15.491733551;15.0;7;29.1848554611;4;31.3421211243;12.5;4;29.141512394;
29;2;15.6165924072;16.0;7;29.7463622093;4;31.4849071503;12.5;4;29.3841423988;
30;2;15.0;15.0;7;30.3082551956;4;31.6304855347;12.5;4;29.6303496361;
31;2;16.0;15.0;6;30.8642225266;4;31.7782096863;12.5;4;29.8789830208;
32;2;14.0;17.0;5;31.4081115723;4;31.9273910522;14.5;4;30.1288366318;
33;2;14.0;19.0;5;31.9342031479;4;32.0773010254;16.5;4;30.3786706924;
34;2;14.0;21.0;5;32.4374494553;4;32.2272033691;18.5;5;30.6272368431;
35;2;15.0;20.0;6;32.9136629105;4;32.3763427734;20.5;5;30.8733024597;
36;2;16.0;20.0;7;33.3596315384;4;32.523979187;22.5;5;31.1156759262;
37;2;17.0;20.0;8;33.7731637955;4;32.6694068909;22.5;4;31.353228569;
38;2;18.0;20.0;8;34.1530647278;4;32.8119354248;22.5;4;31.5849161148;
39;2;18.9500007629;21.0;8;34.4990549088;4;32.9509506226;22.5;4;32.8097963333;
40;2;18.9500007629;22.0;8;34.8116493225;4;34.0858764648;23.5;5;33.157042861;
41;2;18.9500007629;22.5304832458;8;35.0920133591;5;35.2162246704;24.5;4;33.5113848448;
42;2;18.9500007629;22.7828121185;8;35.3418073654;5;36.1068305969;25.5;4;33.8736829758;
43;2;19.9500007629;20.7828121185;8;35.5630397797;5;36.3242073059;26.5;4;34.2449548244;
44;2;18.9500007629;21.7828121185;9;35.757935524;5;36.5469741821;27.5;5;34.6263405085;
45;2;18.9500007629;22.7828121185;11;35.928817749;5;36.775806427;27.5;5;35.0190551281;
46;2;19.9500007629;20.7828121185;11;36.0;5;37.0114326477;27.5;6;35.424331665;
47;2;18.9500007629;21.7828121185;11;36.0;5;37.2546005249;27.5;6;35.8433496952;
48;2;18.9500007629;22.7828121185;13;36.0;5;37.5060081482;27.5;7;36.2771546841;
49;2;19.9500007629;20.7828121185;13;36.0;6;37.766292572;27.5;7;36.7265696526;
50;2;18.9500007629;21.7828121185;13;36.0;6;38.0359420776;27.5;7;38.3409817219;
51;2;18.9500007629;23.7828121185;15;36.0;6;39.0045890808;28.0;8;39.7598047256;
52;2;18.9500007629;25.7828121185;16;36.0;6;39.8558807373;28.3899993896;9;41.0173258781;
53;2;18.9500007629;27.7828121185;16;36.0;6;40.6103973389;28.6872596741;8;42.1483812332;
54;2;18.9500007629;29.7828121185;16;36.0;6;41.2890281677;28.9097423553;8;43.0359425545;
55;2;18.9500007629;31.7828121185;17;36.0;6;41.8215637207;29.0;10;43.7606883049;
56;2;18.9500007629;32.7828140259;18;36.0;6;42.2564125061;29.0;11;44.4987134933;
57;2;19.9500007629;30.7828121185;18;36.0;7;42.6992263794;29.0;11;45.2444925308;
58;2;18.9500007629;31.7828121185;19;36.0;7;43.1466941833;29.0;11;45.991558075;
59;2;18.9500007629;32.7828140259;19;36.0;7;39.1466941833;31.0;11;46.6449890137;
60;2;19.9500007629;30.7828121185;21;36.0;7;37.1466941833;33.0;13;47.280828476;
61;3;18.9500007629;31.7828121185;20;36.0;7;35.1466941833;35.0;14;47.9044237137;
62;3;18.9500007629;32.7828140259;21;36.0;7;33.7253112793;37.0;14;48.5081558228;
63;3;19.9500007629;30.7828121185;20;36.0;7;32.7999992371;39.0;13;49.0852470398;
64;3;18.9500007629;31.7828121185;20;36.0;7;32.7999992371;41.0;14;50.6300592422;
65;3;18.9500007629;32.7828140259;20;36.0;7;33.7999992371;44.0;14;51.2282856703;
66;4;19.9500007629;30.7828121185;19;50.5;7;34.7999992371;47.0;14;51.7941508293;
67;4;19.9500007629;32.7828140259;20;51.0799999237;7;34.7999992371;50.0;15;52.3265227079;
68;4;20.9500007629;34.7828140259;20;52.5957355499;7;34.7999992371;53.0;15;52.8255205154;
69;4;23.9500007629;34.7828140259;20;53.0886774063;7;34.7999992371;56.0;17;53.2923207283;
70;4;24.9500007629;37.7828140259;21;53.5232653618;7;34.7999992371;59.0;17;53.7289317846;
71;4;26.1932678223;40.7828140259;21;53.9040005207;8;34.7999992371;61.1579208374;17;54.137958169;
72;5;28.2028007507;39.7828140259;20;54.2361038923;8;34.7999992371;62.0;17;54.5223760605;
73;5;27.9500007629;41.7828140259;21;54.5250967741;8;34.7999992371;65.0;17;54.8853332996;
74;5;28.4166412354;42.7828140259;21;54.7577478886;8;34.7999992371;67.4669494629;17;55.2299826145;
75;5;29.4829940796;40.7828140259;21;54.8048160076;8;34.7999992371;69.5829086304;17;55.4362905025;
76;5;28.4935836792;41.7828140259;21;54.8530313969;8;34.7999992371;71.7053985596;18;55.6205644608;
77;5;28.5044326782;42.7828140259;22;54.9023760557;8;34.7999992371;73.8343963623;18;56.8139474392;
78;5;29.5155353546;40.7828140259;22;55.9528282881;9;35.7999992371;76.9697647095;15;69.8261592388;
79;5;29.5268859863;42.7828140259;22;56.044362545;9;38.7999992371;78.1113128662;17;70.8966419697;
80;5;30.538482666;44.7828140259;22;57.5315214396;9;40.7999992371;80.2587585449;20;71.9199243784;
81;5;29.8837814331;44.7828140259;23;58.8045135736;9;42.7999992371;79.4117507935;21;72.8883264065;
82;5;29.9836769104;46.3779373169;24;59.7256813049;9;42.7999992371;81.5698318481;21;73.7973903418;
83;5;31.0243492126;48.5877761841;24;60.5018068552;9;40.7999992371;86.4443817139;21;74.645622611;
84;5;31.497215271;49.7518768311;24;60.9794498682;10;40.7999992371;90.7113571167;23;76.43400383;
85;5;31.5493392944;50.7828140259;25;61.3669108152;10;40.7999992371;94.9847717285;25;77.225368619;
86;6;32.5889511108;48.7828140259;24;61.6886843443;10;40.7999992371;99.263671875;26;77.9667422771;
87;6;28.7999992371;51.5523223877;25;61.8769956827;10;42.473777771;100.547012329;29;78.6629149914;
88;6;27.7999992371;54.5943450928;25;62.0712399483;11;41.5133743286;104.833709717;29;79.3188656569;
89;6;27.7999992371;53.8184318542;25;62.2712355852;12;42.5548286438;105.122619629;30;79.8833395243;
90;6;25.7999992371;55.9184303284;26;62.4767627716;12;42.5981712341;105.412582397;31;80.8355487585;
91;6;25.9810237885;57.6832122803;27;62.6875630617;12;41.691318512;109.087203979;35;81.8469160795;
92;6;26.3999996185;58.6832122803;27;62.9033391476;13;41.7999992371;110.797019958;35;82.9129269123;
93;6;26.0328025818;60.6832122803;27;63.1237559319;13;41.7999992371;112.536895752;34;84.0278334618;
94;7;26.059299469;63.6832122803;27;63.3484408855;13;40.7999992371;117.300682068;34;85.1848523617;
95;7;26.3999996185;64.6832122803;27;63.5769863129;13;41.7999992371;119.081436157;34;88.3764390945;
96;7;26.1132392883;65.986328125;27;63.8089511395;14;45.7999992371;120.87171936;34;90.6745944023;
97;7;26.1405563354;68.0416107178;28;64.0438644886;14;46.7999992371;128.663955688;35;92.094345212;
98;7;26.3999996185;68.0980300903;29;64.2812283039;14;48.4599990845;133.450714111;35;94.536670208;
99;8;25.3999996185;70.9234237671;28;64.5205209255;14;49.7999992371;136.225097656;40;96.1545743942;
100;8;25.3999996185;73.0430755615;28;65.7612020969;14;51.5963592529;142.980880737;39;97.8053020239;
