Turn;Planet_count_KI_1_SP_EGASSEM;Research_KI_1_SP_EGASSEM;Industry_KI_1_SP_EGASSEM;Ships_KI_1_SP_EGASSEM;Population_KI_1_SP_EGASSEM;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;13.3000001907;4;17.0;1;13.0;10.0;4;20.0;
2;1;7.0;12.3000001907;5;17.0;1;13.0;10.0;4;20.0;
3;1;7.55000019073;11.3000001907;5;17.0;1;13.0;10.0;4;20.0;
4;1;7.55000019073;10.3000001907;4;17.0;1;14.0;10.0;4;20.0;
5;1;7.55000019073;9.30000019073;4;17.0;1;15.0;10.0;4;20.0;
6;1;8.55000019073;8.5;4;17.0;1;16.0;10.0;4;20.3999996185;
7;1;8.82499980927;8.5;4;17.0;2;17.6000003815;10.1999998093;2;21.7264003754;
8;1;8.82499980927;8.5;4;17.0;2;18.0358409882;10.3632001877;2;22.9894274473;
9;1;8.82499980927;8.5;4;17.3400001526;2;18.7936553955;10.9097137451;2;24.0985145569;
10;1;8.9015007019;8.67000007629;4;17.6278438568;2;20.7936553955;11.3658018112;2;25.068832159;
11;1;8.96626472473;8.81392192841;4;17.869726181;2;22.7936553955;11.7372808456;2;25.9232202768;
12;1;9.02068901062;8.93486309052;4;18.786491394;2;24.2051486969;12.0336990356;2;26.6879553795;
13;1;9.22696018219;9.39324569702;5;19.5780620575;2;25.3849143982;12.2662630081;2;27.3894822598;
14;1;11.0206890106;9.78903102875;5;20.2480106354;2;26.5898246765;12.446267128;2;27.8840510845;
15;1;12.0206890106;10.1240053177;5;20.8052330017;2;27.8220863342;12.5;3;28.3200027943;
16;1;13.0206890106;10.4026165009;5;21.2618598938;3;29.083656311;12.5;2;28.8073790073;
17;1;14.0206890106;10.6309299469;5;21.6314201355;3;30.376083374;12.5;3;29.3477458954;
18;1;15.0206890106;10.8157100677;5;21.9274635315;3;31.6086463928;12.5;3;29.9413113594;
19;1;16.0206890106;10.9637317657;5;22.0;3;31.9647865295;12.5;3;30.586581707;
20;1;16.9500007629;11.0;5;22.0;3;32.3519477844;12.5;4;31.2800674438;
21;1;16.9500007629;11.0;5;22.0;3;32.7680397034;12.5;4;32.0160870552;
22;1;16.9500007629;11.0;6;22.0;3;33.209651947;12.5;4;32.7867279053;
23;1;16.9500007629;11.0;7;22.0;3;33.6720352173;12.5;4;33.5820074081;
24;1;16.9500007629;11.0;7;22.0;3;34.1492042542;12.5;4;34.3902606964;
25;1;16.9500007629;11.0;7;22.0;3;34.6341552734;12.5;4;35.1987380981;
26;1;16.9500007629;11.0;8;22.0;3;35.1192436218;12.5;4;35.9943685532;
27;1;16.9500007629;11.0;8;22.0;3;35.5966186523;12.5;4;36.7645931244;
28;1;16.9500007629;11.0;8;22.0;3;36.0587539673;12.5;4;37.4981632233;
29;1;14.9500007629;12.0;8;22.0;3;36.4988975525;12.5;4;38.1857919693;
30;2;13.9500007629;13.0;7;22.0;3;34.4988975525;13.5;4;38.8205833435;
31;2;12.9500007629;14.0;7;22.0;3;33.4988975525;15.5;5;39.3982028961;
32;2;12.0;15.0;7;22.0;3;34.4988975525;17.5;5;39.9167966843;
33;2;12.0;16.0;7;22.0;3;35.4988975525;19.5;6;40.3767118454;
34;2;12.0;17.0;7;22.0;3;36.4988975525;21.5;6;40.780087471;
35;2;12.0;18.0;7;22.0;3;37.4988975525;22.5;6;41.1303920746;
36;2;12.0;19.0;7;22.0;3;38.4988975525;22.5;7;41.4319667816;
37;2;12.0;20.0;7;22.0;3;38.8591804504;22.5;7;41.6896247864;
38;2;12.0;21.0;8;22.0;4;39.0137748718;22.5;6;41.9083213806;
39;2;12.0;22.0;8;22.0;4;39.1449928284;22.5;7;42.0;
