Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;9.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;9.0;10.0;4;20.0;1;9.0;10.0;6;20.0;
4;1;9.0;10.0;4;20.0;1;9.0;10.0;6;20.0;
5;1;10.0;10.0;4;20.0;1;10.0;10.0;6;20.0;
6;1;11.0;10.0;4;20.0;1;11.0;10.0;6;20.0;
7;1;11.0;10.0;4;20.3999996185;1;11.0;10.0;6;20.3999996185;
8;1;11.1199998856;10.1999998093;4;20.7264003754;1;11.1199998856;10.1999998093;6;20.7264003754;
9;2;11.5179204941;10.3632001877;3;21.9903717041;1;11.2179203033;10.3632001877;6;20.9903717041;
10;2;11.597111702;10.4951858521;3;23.0719120502;1;11.2971115112;10.4951858521;6;22.0419120789;
11;2;11.9215736389;11.0209560394;3;23.9749414921;2;11.9125738144;11.0209560394;5;23.9143505096;
12;2;13.9215736389;11.4571752548;3;24.7131726742;2;12.1743059158;11.4571752548;5;24.6414065361;
13;2;15.9215736389;11.8107032776;4;25.3067810535;2;14.1743059158;11.8107032776;5;25.2234597206;
14;2;16.94962883;12.0916318893;4;25.7784451246;2;16.1743049622;12.0916318893;5;25.6831918955;
15;2;17.9593238831;12.3113050461;4;26.1504684687;2;16.704957962;12.3113050461;5;26.0429104567;
16;2;18.9691867828;12.4808797836;4;26.2221269608;2;16.812871933;12.4808797836;5;26.1018965244;
17;2;19.9792118073;12.5;4;26.2560760975;2;18.7173519135;12.5;5;26.1228116751;
18;2;20.989397049;12.5;4;26.2905418873;2;19.7236270905;12.5;5;26.1438889503;
19;2;21.8871631622;12.5;5;26.3255085945;2;20.7299499512;12.5;6;26.1651208401;
20;2;21.8976516724;12.5;5;26.3609591722;2;21.3867835999;12.8495359421;6;26.1864993572;
21;2;21.9082870483;12.5;5;26.3968753815;2;21.8559494019;12.5;6;26.2080165148;
22;2;21.9190635681;12.5;5;26.4332377911;2;21.5;12.8624048233;6;26.2296639681;
23;2;21.9299716949;12.5;5;26.4700255394;2;21.5;12.8688993454;6;26.2514331341;
24;2;21.9410076141;12.5;5;26.5072168112;2;21.5;12.8754301071;6;26.2733153105;
25;2;21.9521656036;12.5;5;26.5447884798;2;21.5;12.8819942474;7;26.2953014374;
26;2;21.9634361267;12.5;5;26.5827163458;2;21.5;12.8885908127;7;26.3173824549;
27;2;21.5;13.1330862045;5;26.6209751368;2;21.8952140808;12.5;7;26.3395489454;
28;2;21.9862918854;12.5;6;26.6595385075;3;21.9018650055;12.5;6;26.3617914915;
29;2;21.9978618622;12.5;7;26.6983793974;3;21.5;13.1808958054;6;26.3841004372;
30;2;22.009513855;12.5;7;26.7374696732;3;21.5;13.1920499802;6;26.4064661264;
31;2;22.0212402344;12.5;7;26.7767804861;3;21.9219398499;12.5;6;26.428878665;
32;2;21.5;13.2107124329;7;26.8162822723;3;21.5;13.2144393921;5;26.4513280392;
33;2;22.044883728;12.5;7;26.8559447527;3;21.5;13.2256641388;5;26.4738043547;
34;2;21.5;13.2423782349;7;26.8957372904;3;21.5;13.2369022369;5;26.4962974787;
35;2;22.0687217712;12.5;8;26.9356285334;3;21.9488887787;12.5;5;26.5187973976;
36;2;21.5;13.2742509842;9;26.9755871296;3;21.5;13.2593984604;6;26.5412938595;
37;2;22.0926761627;12.5;9;27.015581131;3;21.5;13.270647049;6;26.5637768507;
38;2;22.104675293;12.5;9;27.0555787086;3;21.9691333771;12.5;6;26.5862361193;
39;2;21.5;13.3222312927;10;27.0955479145;3;21.9758701324;12.5;6;26.6086617708;
40;2;22.1286640167;12.5;11;27.135456562;3;21.9825992584;12.5;6;26.6310436726;
41;2;21.5;13.3541822433;11;27.17527318;3;21.9893131256;12.5;6;26.6533719301;
42;2;22.1525821686;15.3541822433;11;27.2149660587;3;21.5;13.3266859055;6;27.6756366491;
43;2;22.1644897461;17.354183197;12;27.2545039654;3;23.0026912689;16.3266868591;6;27.7178281546;
44;2;22.1763515472;19.354183197;13;27.293856144;3;24.0093479156;19.3266868591;6;27.7601327896;
45;2;22.1881561279;21.354183197;13;27.3329925537;3;24.3280410767;22.3266868591;6;27.8025349379;
46;2;22.1998977661;22.5;13;27.3718836308;3;23.5;25.3266868591;7;27.8450186253;
47;2;22.2115650177;22.5;13;27.4105007648;3;24.3535041809;27.5;8;27.887567997;
48;2;22.2231502533;22.5;13;27.4488155842;3;24.3662700653;27.5;9;27.930167079;
49;2;22.2346439362;22.5;13;27.4868011475;3;23.8368434906;28.403678894;10;27.9727996588;
50;2;22.2460403442;22.5;13;27.5244314671;3;23.8431663513;28.4144554138;10;28.0154497623;
51;3;22.2573299408;22.5;12;27.5616812706;3;23.5;29.007724762;11;28.0581009388;
52;3;21.5;22.5;13;27.5985264778;4;24.4174308777;27.5;11;28.1007372141;
53;3;22.2795581818;22.5;13;27.6349442005;4;23.5;27.5;11;28.1433423758;
54;3;21.5;23.5;12;27.6709127426;4;24.0741043091;28.1148319244;12;28.1859002113;
55;3;22.3012733459;22.5;12;27.7064116001;4;23.5;29.0929508209;12;28.2283947468;
56;3;22.3119239807;22.5;12;27.7414214611;4;24.086523056;28.1366577148;14;28.2708098888;
57;3;21.5;23.5;12;27.7759244442;4;23.5;29.1354064941;15;28.3131297827;
58;3;22.3327770233;22.5;12;28.8099038601;4;23.5;29.1565647125;15;29.3395489454;
59;3;23.3429718018;23.5;12;28.8733444214;4;24.9018650055;29.5;14;29.3817914724;
60;3;24.3530044556;24.5;12;28.9368231297;4;25.5;31.180896759;15;29.4242963791;
61;3;24.3628692627;25.5;12;29.0003204346;4;26.2272891998;31.5;15;29.4670479298;
62;3;24.3725662231;26.5;12;29.0638167858;4;25.5;33.2032318115;17;29.5100295544;
63;3;24.3820896149;27.5;13;29.1272929907;4;25.824344635;34.2144393921;18;29.5532245636;
64;3;23.5;29.077917099;13;29.1887089014;4;25.8305683136;34.2256622314;18;29.5966160297;
65;3;24.3999996185;28.0943546295;13;29.2221269608;4;25.8368434906;34.2369003296;19;29.640186429;
66;3;24.3999996185;28.1110630035;14;29.2560760975;5;25.8431663513;34.2481498718;21;29.6839182377;
67;3;24.3999996185;28.1280384064;14;29.2905418873;5;25.9556388855;33.0825614929;21;29.7277932167;
68;4;25.3999996185;29.1452713013;13;30.3255085945;5;25.5;34.8638954163;21;30.7717933655;
69;4;26.3999996185;30.1627540588;13;31.4942141771;6;26.2691326141;34.6040077209;21;31.595900774;
70;4;27.0359992981;31.6871070862;14;32.4463689327;6;26.5098705292;34.0048294067;21;32.2346123457;
71;4;27.3066978455;33.1020202637;14;33.2164696455;6;26.6949558258;35.3129768372;21;32.7238436937;
72;5;28.165763855;35.4247436523;13;34.8404237032;6;26.8351573944;35.5464019775;20;32.9486733675;
73;5;29.6940383911;35.9097442627;14;35.3532916307;6;26.3999996185;36.4743385315;21;32.993019104;
74;5;30.487487793;37.0;15;35.7097371817;6;26.9026908875;35.6586914062;21;33.0373771191;
75;6;30.5903701782;38.0;14;36.0925452709;6;26.801864624;35.8489151001;20;34.0817283392;
76;6;30.701084137;39.0;14;36.5040614605;6;27.9159812927;36.680896759;20;35.1860535145;
77;7;28.8698654175;41.5660972595;10;46.9466514587;6;28.3378143311;39.0;21;35.4132977724;
78;7;30.994430542;41.5614051819;10;47.9226247072;7;30.2660484314;40.7032318115;21;35.6565670967;
79;7;32.6689758301;41.9296875;10;48.9066357613;7;30.9357013702;42.0;22;35.9169871807;
80;7;32.0340194702;43.9588851929;10;49.897480011;7;31.3196220398;44.7256622314;22;36.1956810951;
81;7;32.9518585205;43.9884376526;11;50.894551754;7;30.3999996185;47.3164978027;22;36.4937443733;
82;7;32.5032043457;45.8277359009;11;52.8976495266;7;30.9550971985;49.451007843;23;36.8122143745;
83;7;33.6431503296;47.8981933594;11;53.9667141438;7;31.4171180725;50.098400116;23;37.1520341635;
84;7;35.4623794556;49.0789337158;12;55.0444915295;7;30.8698673248;52.2232666016;23;37.5140112638;
85;8;35.6559028625;51.1096000671;11;56.1303733587;7;31.9386348724;51.6696586609;24;37.8987698555;
86;8;35.8604507446;53.1404571533;12;57.2230093479;8;31.3977661133;54.6368904114;23;38.3067010641;
87;8;36.0751037598;55.1714630127;12;58.3201018572;8;31.469121933;56.6696586609;24;38.7379097939;
88;8;36.2985649109;56.8677368164;12;59.3947371244;8;30.8893127441;60.6574134827;24;39.1921619177;
89;8;34.5999984741;58.8743209839;13;60.4503276348;8;30.3999996185;64.4942245483;24;39.6530464888;
90;8;35.4702568054;58.9136428833;14;61.402805686;8;30.9026908875;66.6696624756;25;40.131254077;
91;9;36.5059280396;60.954574585;13;62.3100156784;9;30.3999996185;69.5185775757;25;40.6295361519;
92;9;35.5419883728;60.9971313477;13;63.2143429518;9;30.9159812927;70.202835083;25;41.1459219456;
93;9;34.5783500671;64.0412902832;14;64.10742414;9;30.9225845337;70.6941757202;26;41.6779774427;
94;9;34.6149291992;67.0870513916;14;64.9814724922;9;30.9291591644;71.029006958;26;42.2228369713;
95;9;35.6516342163;67.1343688965;15;65.8296306133;10;30.9357013702;71.3724365234;26;42.7772572041;
96;9;34.6883850098;70.1832275391;12;66.6462397575;10;30.9422073364;71.7222366333;26;43.3376950026;
97;9;34.7250900269;73.233581543;11;67.4269933701;10;30.3999996185;72.9904327393;26;43.9004068375;
98;10;35.7616500854;72.6256866455;10;68.1689856052;10;30.9550971985;72.431098938;27;44.4615609646;
99;10;36.3231620789;70.5416641235;11;68.870647192;10;30.961479187;72.7849807739;27;45.0173587799;
100;10;37.3836860657;70.5712127686;11;69.5316069126;11;30.3999996185;74.0813751221;23;74.3141553402;
101;10;38.444355011;70.600402832;11;70.1524941921;11;29.9741039276;75.4787139893;24;79.3704447746;
102;10;39.5050506592;70.629196167;12;70.7347199917;11;30.3999996185;79.7810134888;24;82.7261894941;
103;10;39.817111969;70.6575698853;12;71.2802550793;11;31.9865226746;82.138168335;24;85.321637392;
104;10;39.302520752;72.3596954346;12;71.791425705;11;32.4000015259;86.4378662109;25;87.2489548922;
105;10;39.4037246704;74.3981323242;13;72.2707417011;11;33.4000015259;89.74609375;26;88.6434000731;
106;10;39.4952850342;75.6338577271;14;72.6965451241;11;34.4000015259;95.5702667236;27;89.5614340305;
107;10;39.5707931519;76.7557220459;16;72.9731349945;11;36.4000015259;95.1622390747;28;89.9756559134;
108;10;39.6016426086;77.8773651123;17;73.2460708618;11;38.4000015259;94.5071105957;29;90.366566658;
109;10;40.6315917969;75.9985351562;19;73.5149111748;12;40.4000015259;93.8312835693;28;90.7343165874;
110;10;39.660610199;77.1190109253;19;73.7792379856;12;39.4000015259;94.1349639893;29;91.0793616772;
111;11;39.6886711121;78.238571167;19;74.0386586189;12;39.4000015259;94.4185791016;30;91.4024072886;
112;13;40.7157478333;76.3569793701;18;74.2928090096;12;39.4000015259;95.6828460693;30;91.7043477297;
113;14;39.7418289185;77.474029541;17;75.4623875618;12;39.4000015259;96.9285888672;31;91.9862086773;
114;14;39.9254150391;78.8643722534;17;76.6593441963;12;38.4000015259;98.1567687988;31;92.2491010427;
115;14;41.1115074158;77.2680206299;17;77.8767523766;12;37.4000015259;99.3684387207;32;92.4006114006;
116;14;40.2988624573;78.6830444336;17;79.1070513725;12;35.4000015259;101.480422974;33;92.5794221163;
117;14;40.4861755371;80.1071853638;17;80.3422260284;12;34.4000015259;103.60559082;33;94.2941530943;
118;14;41.6721382141;78.537902832;17;81.574016571;12;33.4000015259;107.021911621;34;95.9764537811;
119;14;40.8554573059;79.9724121094;17;82.7941446304;12;32.4000015259;110.406707764;34;97.6027678251;
120;14;39.0349082947;82.4077835083;17;85.9945492744;12;32.4000015259;110.864898682;34;99.1538933516;
121;14;41.2093734741;83.8409805298;17;89.3476105928;12;30.3999996185;114.326263428;34;101.615945816;
