Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;9.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;9.0;10.0;4;20.0;1;9.0;10.0;5;20.0;
3;1;9.0;10.0;4;20.0;1;9.0;10.0;5;20.0;
4;1;9.0;10.0;4;20.0;1;9.0;10.0;5;20.0;
5;1;10.0;10.0;3;20.0;1;10.0;10.0;5;20.0;
6;1;11.0;10.0;3;20.0;1;11.0;10.0;5;20.0;
7;1;11.0;10.0;3;20.3999996185;1;11.0;10.0;5;20.3999996185;
8;1;11.1199998856;10.1999998093;3;20.7264003754;1;11.1199998856;10.1999998093;5;20.7264003754;
9;1;11.2179203033;10.3632001877;3;20.9903717041;2;11.5179204941;10.3632001877;4;21.9903717041;
10;1;11.2971115112;10.4951858521;3;22.0419120789;2;11.597111702;10.4951858521;4;23.0919120312;
11;1;11.6125736237;11.0209560394;3;22.9143505096;2;11.927573204;11.0209560394;4;24.0163254738;
12;1;11.8743057251;11.4571752548;3;23.6214065552;2;13.9275741577;11.4571752548;4;24.7773565054;
13;1;13.6125736237;11.8107032776;4;24.1832637787;2;15.9275741577;11.8107032776;5;25.395208478;
14;1;14.6125736237;12.0916318893;4;24.6226100922;2;16.9761562347;12.0916318893;5;25.8925833702;
15;1;15.6125736237;12.3113050461;4;24.9617595673;2;17.9935646057;12.3113050461;5;26.2918028831;
16;1;16.6125736237;12.4808797836;4;25.0;2;19.0115871429;12.4808797836;5;26.3921557665;
17;1;17.6125736237;12.5;4;25.0;2;20.0302200317;12.5;5;26.4563041925;
18;1;18.6125736237;12.5;4;25.0;2;21.0494651794;12.5;5;26.5224741697;
19;1;19.5;12.5;5;25.0;2;21.956741333;12.5;6;26.5906432867;
20;1;19.5;12.5;5;25.0;2;21.977191925;12.5;6;26.6607804298;
21;2;20.5;12.5;4;26.0;2;21.9982337952;12.5;6;26.7328453064;
22;2;21.5;12.5;5;26.0299999714;2;22.0198535919;12.5;6;26.8067884445;
23;2;21.8090000153;12.5;5;26.0605909824;2;22.0420360565;12.5;6;26.8825509548;
24;2;21.8181762695;12.5;5;26.091766119;2;22.0647659302;12.5;7;26.9600640535;
25;2;21.5;12.7729415894;5;26.1235172749;3;22.0880184174;12.5;6;27.0392494202;
26;2;21.5;12.7808790207;5;26.1558350325;3;22.1117744446;12.5;6;27.120018959;
27;2;21.5;12.7889585495;5;26.1887089014;3;22.1360054016;12.5;6;27.2022752762;
28;3;19.8566131592;13.5;4;26.2221269608;3;22.1606826782;12.5;6;27.2859115601;
29;3;18.8666381836;14.5;5;26.2560760975;3;22.1857738495;12.5;6;27.3708124161;
30;3;17.8768234253;15.5;5;26.2905418873;3;21.5;13.5;6;27.4568536282;
31;4;16.8871631622;16.5;4;26.3255085945;3;21.5;13.7284269333;6;27.5439035892;
32;4;15.897652626;17.5;4;26.3609591722;3;22.2631721497;12.5;6;27.6318233013;
33;4;14.908288002;18.5;4;26.3968753815;3;21.5;13.5;6;27.7204678059;
34;4;14.4190626144;19.5;4;26.4332377911;3;22.3161411285;12.5;6;27.8096864223;
35;4;14.4299716949;20.5;4;27.4700255394;3;22.3429069519;12.5;6;27.8993241787;
36;4;15.4410076141;21.5;4;27.5372167826;3;21.5;13.5;6;27.989222765;
37;4;17.0;20.5148868561;4;27.6053794622;3;22.3967666626;12.5;7;28.079221487;
38;4;16.7816143036;20.5;5;27.6744824648;3;21.5;13.5;7;28.1691586971;
39;4;16.8023452759;21.5;6;28.7444924116;3;21.5;14.0845794678;7;28.258872509;
40;4;18.0;21.1977977753;6;28.8453735113;3;22.4776611328;12.5;7;28.348202467;
41;4;18.4978618622;21.5803337097;7;28.9476792812;3;22.5044612885;12.5;8;28.4369900227;
42;4;18.509513855;22.6118373871;8;29.0513627529;3;22.5310974121;14.5;8;28.5250804424;
43;4;19.0;21.3388977051;8;29.1563738585;3;22.5575237274;16.5;8;28.6123232841;
44;4;18.3768234253;21.8848228455;9;29.2626591921;3;22.5836963654;18.5;9;28.6985738277;
45;4;18.3871631622;22.9200134277;9;29.3701622486;3;22.6095714569;20.5;9;28.7836937904;
46;4;19.0;21.4858055115;10;29.4788234234;3;22.6351089478;22.5;10;28.867552042;
47;5;20.9770088196;23.4858055115;9;29.5885800123;3;22.6602649689;22.5;10;28.9500255585;
48;5;21.9997520447;25.4858055115;10;29.6993668079;3;22.6850070953;22.5;10;29.0310001373;
49;5;22.5926761627;28.4858055115;10;29.8111152649;4;22.7093009949;22.5;9;29.110370636;
50;5;23.604675293;31.4858055115;12;29.9237546921;4;22.7331104279;22.5;9;29.1880412102;
51;5;25.0688381195;33.2132263184;12;30.0372117758;4;22.7564125061;22.5;9;29.2639269829;
52;5;26.0921020508;33.3381271362;13;30.1514106989;4;21.5;23.5;9;29.3379516602;
53;5;26.1406364441;33.9930305481;13;30.2662738562;4;21.5;24.5;10;29.4100503922;
54;5;26.638874054;33.3820152283;15;30.3817213774;4;22.5;22.5;11;29.4801678658;
55;5;26.6623516083;33.4043312073;16;30.4976718426;4;22.8440513611;22.5;11;29.5482587814;
56;5;26.6858654022;33.4268722534;16;30.6140421629;4;22.8644771576;22.5;11;29.6142878532;
57;5;26.7093982697;33.4496307373;18;30.7307481766;4;21.5;23.5;11;29.6782283783;
58;5;26.7329330444;33.4725837708;18;30.8477044106;4;22.5;22.5;11;29.7400636673;
59;5;26.7564506531;33.4957237244;18;30.9648249149;6;22.5;24.5;9;45.299785614;
60;5;26.009513855;32.5;19;31.0820225477;6;25.5;25.5;10;47.0073932409;
61;6;26.0212402344;32.5;18;31.1992101669;6;26.5;29.5;10;47.6927808523;
62;6;26.033033371;32.5;19;31.316300869;6;27.5;32.5;10;48.3187561035;
63;6;25.5;32.5;19;31.4332071543;6;28.5;35.5;10;48.8710874319;
64;6;26.0567836761;32.5;19;31.5498424768;6;28.5;37.5;13;49.3404010534;
65;6;26.0687217712;32.5;20;31.6661206484;6;29.0;39.5;13;49.7657120228;
66;6;25.5;33.5;20;31.7819564342;6;29.0;41.1059188843;13;50.1526187658;
67;6;25.5;33.6853523254;20;31.8972659111;6;28.193977356;42.1288757324;13;50.4879457951;
68;6;25.5;33.7093505859;20;32.0119662285;6;27.25;43.1524085999;14;52.1647417545;
69;6;25.5;32.5;21;33.1259763241;7;26.8887500763;44.1895637512;13;53.5887458324;
70;6;26.5;33.5;21;33.2792165279;7;26.3946933746;43.2283248901;12;54.6344652176;
71;6;27.5;35.5;22;33.4535940886;7;27.3999996185;43.2686958313;12;55.5216491222;
72;6;27.8305950165;36.8051643372;23;34.7035770416;7;29.3999996185;40.3106880188;13;56.1524223089;
73;5;25.7999992371;34.3420333862;23;34.5016582012;8;31.1905994415;39.8542938232;11;59.4157383442;
74;5;26.0340003967;34.769115448;23;35.2810838223;8;31.3999996185;42.5994949341;11;61.2534592152;
75;5;26.2123565674;35.1036300659;24;35.9105873108;8;34.4000015259;43.1754760742;12;62.8210510015;
76;5;26.3458442688;35.3634986877;24;36.2750458717;9;31.3999996185;46.2238082886;11;65.1766588688;
77;5;26.3999996185;35.4912185669;24;36.4581775665;9;31.3999996185;50.2736434937;12;66.2417443991;
78;5;26.3999996185;35.528717041;24;36.6402828693;9;31.3999996185;54.3249397278;13;67.0946227312;
79;5;26.3999996185;35.566204071;24;36.8211507797;9;30.3999996185;57.3776283264;14;67.9469014406;
80;5;24.3999996185;36.6036300659;25;37.0005764961;10;29.3999996185;60.431640625;13;68.7949920893;
81;5;23.3999996185;37.640953064;25;37.1783604622;10;29.3999996185;63.4868927002;13;69.6356208324;
82;5;22.3999996185;38.6781196594;26;37.3543109894;10;29.3999996185;65.543296814;13;71.4658751488;
83;6;21.3999996185;39.7150917053;25;37.5282437801;10;30.3999996185;68.6007461548;14;72.3432241678;
84;6;20.3999996185;39.0;25;37.69998312;10;31.3999996185;71.6591339111;15;73.2084867954;
85;6;19.3999996185;41.0;26;37.8693625927;11;31.3999996185;74.7183380127;15;74.0599584579;
86;6;18.3999996185;43.0;26;38.0362253189;11;32.4000015259;74.7782211304;15;74.8962711096;
87;6;19.3999996185;44.0;26;38.2004246712;11;31.3999996185;77.8386688232;16;75.7163609266;
88;6;20.3999996185;46.0;26;38.3618249893;11;31.3999996185;79.899520874;17;76.5194276571;
89;6;21.3999996185;48.0;26;38.520301342;11;32.4000015259;80.8386688232;20;77.3048977852;
90;6;22.3999996185;50.0;27;38.6757397652;11;31.3999996185;83.8386688232;21;78.0723853111;
91;6;23.3999996185;51.9986724854;27;38.8280377388;12;31.3999996185;86.8386688232;21;78.8216605186;
92;6;24.3999996185;53.0320281982;27;38.9771039486;12;33.4000015259;83.8386688232;22;79.5213836432;
93;6;25.3999996185;55.0648078918;27;39.1222496033;12;31.3999996185;86.8386688232;23;80.1174736023;
94;6;26.3999996185;57.0969924927;28;39.2246422768;12;31.3999996185;89.8386688232;24;80.7083541155;
95;6;26.3999996185;59.1285514832;28;39.3248133659;13;33.4000015259;86.8386688232;25;81.2929364443;
96;6;26.3999996185;61.1594696045;28;39.422709465;13;31.3999996185;89.8386688232;25;81.8702425957;
97;6;26.3999996185;63.1897201538;29;39.5182852745;13;31.3999996185;92.8386688232;25;83.439401865;
98;6;26.3999996185;64.347076416;25;39.6115036011;13;33.4000015259;89.4985046387;26;83.0996485949;
99;7;26.3999996185;64.393989563;20;49.7023346424;13;32.4000015259;92.554359436;26;85.2226138115;
100;7;25.3999996185;66.4397125244;19;50.2907559872;13;34.4000015259;96.6089935303;25;85.9486101866;
101;7;25.3999996185;68.4842376709;20;50.849252224;13;37.4000015259;94.6623077393;24;87.6110141277;
102;7;25.3999996185;70.5275421143;20;51.3419661522;13;36.4000015259;99.7142333984;25;88.2009115219;
103;7;25.3999996185;72.5565338135;20;51.7933602333;13;37.4000015259;104.764678955;25;89.2223049402;
104;7;25.3999996185;72.5565338135;21;52.1992473602;13;39.4000015259;102.889648438;25;90.2521093488;
105;7;25.3999996185;72.5565338135;19;52.5409183502;13;39.4000015259;106.128112793;24;91.2628847361;
106;7;25.3999996185;72.5565338135;20;52.8493099213;13;40.4000015259;108.300834656;25;92.2134281993;
