Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;9.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;9.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
4;1;9.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
5;1;10.0;10.0;5;20.0;1;10.0;10.0;4;20.0;
6;1;11.0;10.0;5;20.0;1;11.0;10.0;4;20.0;
7;2;11.3000001907;10.0;4;21.3999996185;1;11.0;10.0;4;20.3999996185;
8;2;11.4200000763;10.1999998093;4;21.7264003754;1;11.1199998856;10.1999998093;4;20.7264003754;
9;2;11.5179204941;10.3632001877;4;21.9903717041;2;11.5179204941;10.3632001877;3;21.9903717041;
10;2;11.597111702;10.4951858521;4;23.0919120312;2;11.597111702;10.4951858521;3;23.0819120407;
11;2;11.927573204;11.0209560394;4;24.0163254738;2;11.9245738983;11.0209560394;3;23.99553442;
12;2;13.9275741577;11.4571752548;4;24.7773565054;2;13.9245738983;11.4571752548;3;24.7449600697;
13;2;15.9275741577;11.8107032776;5;25.395208478;2;15.9245738983;11.8107032776;4;25.3503712416;
14;2;16.9761562347;12.0916318893;5;25.8925833702;2;16.9627056122;12.0916318893;4;25.8344515562;
15;2;17.9935646057;12.3113050461;5;26.2918028831;2;17.9761257172;12.3113050461;4;26.2195074558;
16;2;19.0115871429;12.4808797836;4;26.3921557665;2;18.9898986816;12.4808797836;4;26.3048160076;
17;2;20.0302200317;12.5;4;26.4563041925;2;20.0040187836;12.5;4;26.3530313969;
18;2;21.0494651794;12.5;4;26.5224741697;2;21.0184822083;12.5;4;26.4023760557;
19;2;21.956741333;12.5;5;26.5906432867;2;21.9207134247;12.5;5;26.4528282881;
20;2;21.977191925;12.5;5;26.6607804298;2;21.9358482361;12.5;5;26.5043625832;
21;2;21.9982337952;12.5;6;26.7328453064;2;21.9513092041;12.5;5;26.5569496155;
22;2;22.0198535919;12.5;6;26.8067884445;2;21.9670848846;12.5;5;26.6105561256;
23;2;22.0420360565;12.5;6;26.8825509548;2;21.9831676483;12.5;5;26.6651450396;
24;2;22.0647659302;12.5;6;26.9600640535;3;21.5;12.99954319;5;26.72067523;
25;3;22.0880184174;12.5;5;27.0392494202;4;21.5;12.5;5;26.7771017551;
26;3;19.5;14.009812355;5;27.120018959;4;21.5;12.5;6;26.8343759775;
27;3;19.1360054016;14.5;5;27.2022752762;4;21.5;13.4171876907;6;26.8924454451;
28;3;18.1606826782;15.5;5;27.2859115601;4;22.0677337646;12.5;6;26.9512542486;
29;3;17.1857738495;16.5;5;27.3708124161;4;21.5;13.4756269455;6;27.0107431412;
30;3;16.2112426758;17.5;5;27.4568536282;4;21.5;13.5053710938;6;27.0708494186;
31;3;15.2370557785;18.5;5;27.5439035892;4;20.1212539673;13.5;6;27.1315076351;
32;3;14.0;20.5;5;27.6318233013;4;20.5;13.5;6;28.1926498413;
33;3;14.0;21.552728653;6;27.7204678059;4;20.1577949524;13.5;6;28.2842051983;
34;3;14.0;22.588186264;6;27.8096864223;4;20.1762619019;14.5;5;28.3766920567;
35;3;15.0;20.6238746643;6;27.8993241787;4;19.5130081177;15.5;5;28.4700291157;
36;3;14.0;21.6597290039;6;27.989222765;4;18.5410079956;16.5;5;28.5641319752;
37;3;14.0;22.6956882477;6;28.079221487;4;17.5692405701;17.5;5;28.6589144468;
38;3;15.0;20.7316894531;6;28.1691586971;4;17.0976753235;18.5;5;28.7542883158;
39;3;14.0;21.7676639557;6;28.258872509;4;17.1262874603;19.5;5;28.8501634598;
40;3;14.0;22.8035488129;6;28.348202467;4;17.1550483704;20.5;5;28.9464485645;
41;3;15.0;20.8392810822;7;28.4369900227;4;17.1839351654;21.5;5;29.0430519581;
42;3;14.0;21.8747959137;7;28.5250804424;4;17.2129154205;22.5;6;29.139881134;
43;3;14.0;22.9100322723;8;28.6123232841;4;17.2419643402;23.5;6;29.2368434668;
44;3;15.0;20.9449291229;8;28.6985738277;4;18.2710533142;23.5;6;29.3338468075;
45;4;15.0;21.979429245;7;29.7836937904;4;18.4190635681;24.5;7;29.4307997227;
46;4;16.0;23.413476944;8;29.8975520134;4;19.0;25.5;7;29.5276117325;
47;4;17.0;21.0470199585;8;30.0106165409;4;20.0;26.5;8;29.624194026;
48;4;16.0;22.0800094604;8;30.1227662563;4;21.0;27.5;8;29.7204591036;
49;4;18.0;22.0800094604;10;30.2338879108;4;22.0;27.5;9;29.8163217306;
50;4;18.0;23.0800094604;10;30.3438762426;4;23.0;27.5;10;29.911698699;
51;4;20.0;25.0800094604;10;30.4526358843;4;23.5;27.5;11;30.0065095425;
52;4;21.2791786194;26.5;12;30.5600786209;4;23.5;27.5;10;30.1006768942;
53;4;21.0;28.5;11;30.6661264896;4;23.5;27.5;11;30.1941256523;
54;4;23.0;27.5;12;30.770709753;4;23.5;27.5;11;30.2867845297;
55;4;24.3440513611;27.5;13;30.8737673759;4;23.5;27.5;11;30.3785853386;
56;5;25.8644771576;28.5;12;31.9752470255;4;23.5;27.5;13;30.4694629908;
57;5;26.8842868805;29.5;12;32.1151037216;4;23.5;27.5;13;30.5593563318;
58;5;26.9034690857;30.5;13;32.2544853687;4;23.5;27.5;12;30.6482075453;
59;5;25.5;32.5;13;32.3933646679;4;23.5;27.5;13;30.7359626293;
60;5;26.5;32.5;13;32.5317175388;4;23.5;27.5;14;30.8225712776;
61;5;25.5;33.5;13;32.6695241928;4;23.5;27.5;14;30.9079866409;
62;5;26.5;32.5;10;32.8067666292;4;23.5;27.5;15;30.9921658039;
63;5;26.9898910522;32.5;9;33.9257911444;4;23.5;27.5;15;31.0750689507;
64;5;28.0;33.5;7;34.0325698853;4;23.5;27.5;16;31.1566607952;
65;5;29.0;34.5;7;34.140951395;4;23.5;27.5;16;31.2149660587;
66;5;29.0;35.5;8;34.2508797646;4;23.5;27.5;16;31.2545039654;
67;5;29.0;36.5;8;34.3622939587;4;23.5;27.5;15;31.293856144;
68;6;29.0;37.5;8;34.4751284122;4;23.5;27.5;15;31.3329925537;
69;6;29.0;38.0509490967;8;34.5893125534;4;23.5;27.5;15;31.3718836308;
70;6;29.0;38.0614051819;9;34.7047712803;4;23.5;27.5;16;31.4105007648;
71;6;29.0;38.0719451904;10;34.8214246035;4;23.5;27.5;15;32.5929205418;
72;6;29.0;38.0825614929;10;34.9585444927;4;23.7999992371;28.0;15;33.5540699959;
73;6;29.0;38.0932502747;11;36.3328268528;4;24.0340003967;28.3899993896;15;34.3281180859;
74;7;29.359998703;38.6040077209;10;37.4885219336;4;24.2123565674;28.6872596741;15;34.9506671429;
75;7;29.6532802582;39.0048294067;9;38.4592356682;4;24.3458442688;28.9097423553;15;35.3064992428;
76;7;28.2123565674;40.3129768372;10;39.280015111;4;24.3999996185;29.0;16;35.4792547226;
77;7;29.3458442688;39.5464019775;10;39.8351018429;4;24.3999996185;29.0;16;35.6491718292;
78;7;30.1905994415;39.6476516724;10;40.2076181173;4;24.3999996185;29.0;16;35.8159966469;
79;7;30.2448787689;39.6586914062;11;40.5773118734;4;24.3999996185;29.0;16;35.9794983864;
80;8;30.2974662781;39.6697769165;10;40.9434689283;4;22.3999996185;30.0;17;36.1394696236;
81;8;26.3999996185;41.680896759;11;41.3054311275;4;21.3999996185;31.0;17;36.2957282066;
82;8;25.3999996185;43.6920509338;11;41.6625994444;4;20.3999996185;32.0;17;36.4481160641;
83;8;24.3999996185;45.428352356;11;42.0144325495;4;19.3999996185;33.0;17;36.5964999199;
84;8;23.3999996185;46.4991645813;12;42.3604476452;4;18.3999996185;34.0;17;36.7407696247;
85;8;22.3999996185;48.5559234619;11;42.7002185583;4;17.3999996185;35.0;18;36.8808383942;
86;8;21.3999996185;50.6098022461;11;43.0333732367;4;16.3999996185;36.0;18;37.0166420937;
87;8;20.3999996185;52.6608085632;12;44.3595890999;4;16.0;37.0;18;37.148137331;
88;9;21.0;55.7089538574;11;44.7185912132;4;16.0;38.0;18;37.2753009796;
89;9;22.0;58.754283905;11;45.0713316202;4;16.0;39.0;19;37.3981277943;
90;9;22.0;60.8643035889;13;45.4176198244;4;16.0;40.0;19;37.5166301727;
91;9;22.0;62.9154167175;13;45.7572989464;4;16.0;41.0;20;37.6308352947;
92;9;23.0;63.8867454529;14;46.0902425051;4;16.0;42.0;20;37.6890912056;
93;9;24.0;64.89793396;14;46.3494304419;4;17.0;40.0;20;37.7374517918;
94;9;25.0;65.9091033936;14;46.5933555365;4;16.0;41.0;18;37.7846388817;
95;9;26.0;66.9202270508;18;46.8357418776;4;16.0;42.0;17;37.8306360245;
96;9;27.0;67.9313278198;18;47.0762654543;4;17.0;40.0;17;37.8754301071;
97;9;28.0;68.9423828125;18;47.3146203756;4;16.0;41.0;17;37.9190120697;
98;9;29.0;69.9533843994;18;47.5505188704;4;16.0;42.0;17;37.9613761902;
99;9;30.0;70.9643478394;20;47.7836940289;4;17.0;40.0;19;38.0;
100;9;30.3999996185;71.9752502441;20;48.01390028;4;16.0;41.0;19;38.0;
