Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;9.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;9.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
4;1;9.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
5;1;10.0;10.0;5;20.0;1;10.0;10.0;4;20.0;
6;1;11.0;10.0;5;20.0;2;11.3000001907;10.0;3;21.0;
7;1;11.0;10.0;5;20.3999996185;2;11.3000001907;10.0;3;21.469999671;
8;1;11.1199998856;10.1999998093;5;20.7264003754;2;11.4409999847;10.1999998093;3;21.8705514669;
9;1;11.2179203033;10.3632001877;5;20.9903717041;2;11.5611658096;10.3632001877;3;22.2129640579;
10;1;11.2971115112;10.4951858521;5;22.0419120789;2;11.6638889313;10.4951858521;3;23.3718163967;
11;2;11.9125738144;11.0209560394;4;23.9143505096;2;12.0115451813;11.0209560394;3;24.3595588207;
12;2;12.1743059158;11.4571752548;4;24.661406517;2;14.0115451813;11.4571752548;3;25.1902494431;
13;2;14.9125738144;11.8107032776;5;25.2644476891;2;16.0115451813;11.8107032776;4;25.884378314;
14;2;16.9125728607;12.0916318893;5;25.7461636066;2;17.1229076385;12.0916318893;4;26.4648982286;
15;2;17.949640274;12.3113050461;5;26.1288670301;2;18.1652603149;12.3113050461;4;26.9543362856;
16;2;18.9627056122;12.4808797836;4;26.211841464;2;19.2103462219;12.4808797836;4;27.1521308422;
17;2;19.9761257172;12.5;4;26.2577478886;2;20.2582130432;12.5;4;27.3210272789;
18;2;20.9898986816;12.5;4;26.3048160076;2;21.3088817596;12.5;4;27.4992582798;
19;2;21.8914451599;12.5;4;26.3530313969;2;22.2497768402;12.5;5;27.6867210865;
20;2;21.9059104919;12.5;4;26.4023760557;2;22.306016922;12.5;5;27.8832085133;
21;2;21.9207134247;12.5;6;26.4528282881;2;22.3649635315;12.5;5;28.0884003639;
22;2;21.9358482361;12.5;6;26.5043625832;2;22.4265193939;12.5;5;28.3018581867;
23;2;21.9513092041;12.5;6;26.5569496155;2;21.5;13.4905576706;6;28.5230212212;
24;2;21.9670848846;12.5;7;26.6105561256;2;21.5;13.5569067001;8;28.7512066364;
25;2;21.5;12.902639389;7;26.6651450396;2;21.5;13.6253623962;8;28.9856116772;
26;3;21.5;12.9162864685;6;26.72067523;2;22.5;12.5;8;29.2253217697;
27;3;19.5;13.5;6;26.7771017551;2;21.5;13.5;8;29.4693202972;
28;3;19.0331306458;14.5;6;26.8343759775;2;21.5;14.5;8;29.716504097;
29;3;18.0503120422;15.5;6;26.8924454451;2;22.5;12.5;8;29.9657006264;
30;3;17.0677337646;16.5;6;26.9512542486;2;20.9897098541;13.5;8;30.2156887054;
31;3;16.0853767395;17.5;6;27.0107431412;2;20.0647068024;14.5;8;30.4652233124;
32;3;15.103222847;18.5;7;27.0708494186;2;19.1395664215;15.5;8;30.7130589485;
33;3;14.621254921;19.5;7;27.1315076351;2;18.2139167786;16.5;8;30.9579744339;
34;3;14.6394519806;20.5;7;27.1926498413;2;17.2873916626;17.5;8;31.198797226;
35;3;14.6577949524;21.5;7;27.2542052269;2;16.3596382141;18.5;8;31.4344263077;
36;3;15.0;20.4016819;7;27.3161010742;2;15.9303283691;19.5;8;31.6638503075;
37;3;14.6948299408;20.5;8;27.3782629967;2;15.9991550446;20.5;8;31.8861660957;
38;3;14.7134790421;21.5;6;28.4406147003;2;16.0658493042;21.5;9;32.1005897522;
39;3;16.0;20.8762454987;5;28.5430793762;2;16.1301765442;22.5;10;32.3064651489;
40;3;16.0;20.9160003662;5;28.6467633247;2;16.1919403076;23.5;11;32.5032672882;
41;3;17.0940284729;21.5;6;28.7515900135;2;16.2509803772;24.5;11;32.6906037331;
42;3;17.0;20.949420929;6;28.8574799299;2;17.307182312;22.5;12;32.8682103157;
43;4;17.1572437286;20.5;4;43.9643515348;2;16.3604621887;23.5;12;33.035943985;
44;4;17.0;22.5;4;44.8221204281;3;17.4107837677;24.5;12;34.1937742233;
45;5;19.0;21.1288490295;3;45.6000747681;3;17.4107837677;24.5;12;34.4717720747;
46;5;18.8627662659;20.5;4;46.2972927094;3;18.0;25.5;13;34.7555288076;
47;5;19.4059104919;21.5;5;46.9162076712;3;19.0;26.5;13;35.046710968;
48;5;20.899269104;23.5;5;47.4617408514;3;21.0;27.5;14;35.3470737934;
49;4;19.9172763824;23.5;5;29.621339798;4;23.4855003357;28.5;11;53.609741807;
50;4;20.0;25.5;6;29.7326202393;4;23.0;29.5;11;54.3016145229;
51;4;21.0;27.5;6;29.8441615105;4;25.0;32.5;11;54.9112815857;
52;4;22.0;28.5;8;29.9558686018;4;26.1852798462;33.5;11;55.4346449375;
53;4;23.0;28.8162899017;9;30.067646265;4;27.2655639648;35.5;12;55.8440244198;
54;4;23.5;28.8387889862;10;30.1793992519;4;27.5;38.0;12;56.1613030434;
55;4;23.5;28.8609199524;10;30.2910319567;4;29.4483909607;37.0;12;56.5039470196;
56;4;24.5;27.5;11;30.4024494886;5;29.5;38.0;12;56.871723175;
57;4;23.5;28.5;11;30.5135573149;5;29.7749996185;38.9358596802;13;57.263862133;
58;4;23.5;28.9249210358;8;45.6242613792;6;29.7749996185;39.1319313049;12;57.6789975166;
59;4;24.5;29.9454078674;9;46.4844684601;6;30.7749996185;37.1319313049;11;58.1151270866;
60;4;26.5;29.5;9;47.263461113;6;29.7749996185;38.1319313049;12;58.5695996284;
61;4;26.6137733459;30.5;10;47.9603152275;6;30.7749996185;37.0;13;59.0391392708;
62;4;25.5;32.5;11;48.5774650574;6;31.5867424011;37.0;13;59.5199065208;
63;4;25.5;34.0227966309;12;49.1198353767;7;30.7749996185;39.0;12;62.007601738;
64;4;25.5;34.0409622192;12;49.5939707756;7;32.7750015259;42.0;13;62.557600975;
65;4;25.5;34.0586471558;11;50.0072450638;7;33.7750015259;45.0;14;63.1063070297;
66;4;26.5;33.5;12;50.3672299385;7;33.7750015259;47.9925613403;16;65.4085068703;
67;4;25.5;35.5;12;50.5655794144;7;34.1500015259;51.112487793;16;68.431535244;
68;4;26.5;35.5;12;50.628036499;7;35.4453125;54.092250824;18;71.9711948633;
69;4;25.5;36.5;13;50.690372467;7;38.044631958;54.9121246338;18;75.0355519056;
70;4;26.5;37.5;13;50.7525100708;7;38.5141716003;55.5387268066;17;77.6687231064;
71;4;26.7000007629;38.5;13;50.8143725395;7;39.8712615967;57.0099105835;18;79.9290417433;
72;4;25.5;39.5;13;50.9321715832;7;39.1369667053;57.3565216064;19;81.8492125273;
73;4;25.5;40.5;13;52.7414469719;8;38.3250007629;59.6027832031;18;83.0106827021;
74;4;25.7999992371;42.0;13;54.2361433506;8;39.3250007629;57.92628479;18;84.0957560539;
75;4;27.0340003967;43.3899993896;14;55.4609086514;8;36.3250007629;61.6526794434;18;85.1026015282;
76;4;27.2123565674;41.6872596741;14;56.4624948502;8;35.3250007629;64.6784439087;15;86.0324670076;
77;4;26.3458442688;42.9097442627;14;57.1218118668;8;35.3250007629;64.7047424316;14;86.8890767097;
78;4;27.3999996185;44.0;14;57.3550481796;8;33.3250007629;67.7315444946;14;87.6594101191;
79;4;27.3999996185;43.0;14;57.5855178833;8;33.3250007629;67.7588348389;15;89.2691386938;
80;4;27.3999996185;43.0;15;57.8127429485;9;32.3250007629;71.7865982056;15;89.8679326773;
81;5;25.8725357056;45.0;17;58.0362710953;9;33.3250007629;71.92628479;15;90.4322240353;
82;5;24.3999996185;45.0;17;58.2556781769;9;32.3250007629;73.8434524536;17;90.8705037832;
83;5;23.3999996185;46.0;18;58.4705729485;9;30.7250003815;77.8724822998;18;91.2184618711;
84;5;22.9622001648;48.0;19;58.6805977821;9;31.7250003815;78.9018859863;16;91.5751892328;
85;5;21.3999996185;48.0;17;58.8854308128;9;32.7249984741;80.9316329956;15;91.9398224354;
86;5;20.3999996185;49.0;18;59.0847878456;10;33.7249984741;82.9616851807;14;92.1942720413;
87;5;20.0432529449;51.0;18;59.2784218788;10;34.3250007629;84.1647491455;16;92.5695077181;
88;5;19.0;51.0;17;59.4661250114;10;34.3250007629;88.1647491455;17;92.9499171972;
89;5;18.0;52.0;17;59.6477274895;10;34.3250007629;91.2918243408;17;93.334264636;
90;5;19.0;54.0;17;59.8230977058;10;33.3250007629;92.3227767944;16;93.7212451696;
91;5;19.0;54.0;17;59.9921388626;10;33.3250007629;94.3538513184;17;94.1095066071;
92;5;19.0;54.0;15;60.1547908783;10;34.3250007629;97.3850326538;18;94.4976732731;
93;5;19.0;54.0;13;60.3110251427;10;33.3250007629;98.4162597656;18;94.8843715191;
94;5;19.0;53.0;14;60.4091520309;10;32.3250007629;99.4475097656;19;95.2682541609;
95;5;19.0;52.0;14;60.495203495;10;32.3250007629;100.23235321;21;95.6480265856;
96;5;18.0;54.0;15;60.5778951645;10;31.7250003815;100.282302856;21;96.0224677324;
97;5;19.0;53.0;15;60.6572184563;10;31.7250003815;100.332336426;21;96.3904496431;
98;5;19.0;53.0;14;60.7331824303;10;31.7250003815;100.382400513;21;96.7509551048;
99;5;18.0;56.0;13;60.8058114052;10;32.7249984741;103.339508057;22;97.1030894518;
100;5;19.0;55.4000015259;13;60.875143528;10;33.7249984741;105.409461975;20;97.4460880756;
