Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;9.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;9.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
4;1;9.0;10.0;5;20.0;2;9.19999980927;10.0;4;21.0;
5;1;10.0;10.0;5;20.0;2;10.3000001907;10.0;4;21.0900000334;
6;1;11.0;10.0;5;20.0;2;11.3269996643;10.0;4;21.1871190071;
7;1;11.0;10.0;5;20.3999996185;2;11.3561353683;10.0;4;21.7036092281;
8;1;11.1199998856;10.1999998093;5;20.7264003754;2;11.5110826492;10.1999998093;4;22.1564130783;
9;2;11.5179204941;10.3632001877;4;21.9903717041;2;11.6469240189;10.3632001877;4;22.557236433;
10;2;11.597111702;10.4951858521;4;23.0819120407;2;11.7671709061;10.4951858521;3;23.8035871983;
11;2;11.9245738983;11.0209560394;4;23.99553442;2;12.141076088;11.0209560394;2;24.8916251659;
12;2;13.9245738983;11.4571752548;4;24.7449600697;2;14.141076088;11.4571752548;2;25.8364036083;
13;2;15.9245738983;11.8107032776;4;25.3503712416;2;16.1410751343;11.8107032776;3;26.6592981815;
14;2;16.6051120758;12.0916318893;4;25.8344515562;2;17.3553848267;12.0916318893;3;27.3839819431;
15;2;16.7503356934;12.3113050461;4;26.2195074558;2;18.440984726;12.3113050461;3;28.0334718227;
16;2;16.865852356;12.4808797836;4;26.3048160076;2;19.5340881348;12.4808797836;3;28.407397747;
17;2;18.7782287598;12.5;4;26.3530313969;2;20.6347923279;12.5;3;28.7683298588;
18;2;19.7926940918;12.5;4;26.4023760557;2;21.7430725098;12.5;3;29.1538929939;
19;2;20.8074970245;12.5;5;26.4528282881;2;22.7461681366;12.5;4;29.562889576;
20;2;21.8226318359;12.5;5;26.5043625832;2;22.8688659668;12.5;4;29.9934945107;
21;2;21.9513092041;12.5;5;26.5569496155;2;22.9980487823;12.5;3;30.4432339668;
22;2;21.9670848846;12.5;5;26.6105561256;2;23.1329708099;12.5;3;30.9089989662;
23;2;21.9831676483;12.5;4;26.6651450396;2;23.2726993561;12.5;3;31.3870959282;
24;2;21.9995441437;12.5;4;26.72067523;2;23.4161281586;12.5;3;31.8733391762;
25;2;22.0162029266;12.5;4;26.7771017551;2;23.562002182;12.5;3;32.36317873;
26;2;22.0331306458;12.5;4;26.8343759775;2;23.7089538574;12.5;3;32.8518595695;
27;2;22.0503120422;12.5;5;26.8924454451;2;23.8555583954;12.5;3;33.3346033096;
28;2;22.0677337646;12.5;5;26.9512542486;2;24.0003814697;12.5;3;33.8067913055;
29;2;22.0853767395;12.5;5;27.0107431412;2;24.142036438;12.5;3;34.2641468048;
30;2;21.5;13.3042974472;6;27.0708494186;2;22.142036438;13.5;3;34.7028827667;
31;2;22.1212539673;12.5;7;27.1315076351;2;21.5;14.5;3;35.1198272705;
32;2;21.5;13.3526029587;7;27.1926498413;2;21.5;15.5;3;35.5124940872;
33;2;22.1577949524;12.5;7;27.2542052269;2;20.5;14.5;3;35.8791179657;
34;2;21.5;13.4016819;7;27.3161010742;2;20.5;14.5;3;36.2186422348;
35;2;22.1948299408;12.5;7;27.3782629967;2;20.5;15.5;3;36.530673027;
36;3;22.2134780884;12.5;6;27.4406147003;2;19.5;14.5;4;36.8154029846;
37;3;21.5;12.5;7;27.5030794144;2;19.5;14.5;5;37.0735216141;
38;3;22.2509231567;12.5;7;27.5655794144;2;20.5;15.5;6;37.3061151505;
39;3;22.2696743011;12.5;8;27.628036499;2;21.5;16.5;6;37.5145664215;
40;3;21.5;13.5;8;27.690372467;2;21.5;17.5;7;37.7004623413;
41;3;22.3071117401;12.5;8;27.7525100708;2;21.5;18.5;8;37.8655099869;
42;3;21.5;13.5;8;27.8143725395;2;22.5;18.5;8;38.0;
43;3;22.3443107605;15.5;8;27.8758842945;2;23.5;19.5;10;38.0;
44;3;22.3627662659;17.5;5;28.936971426;2;24.5;20.5;10;38.0;
45;3;23.3810920715;20.5;5;29.0375618935;2;25.3999996185;21.5;11;38.0;
46;3;24.399269104;23.5;5;29.1387701035;2;25.3999996185;22.5;12;38.0;
47;3;24.4172763824;25.5;6;29.2405307293;2;25.3999996185;22.5;13;38.0;
48;3;24.435092926;26.5;7;29.3427780867;2;25.3999996185;22.5;13;38.0;
49;3;24.8028335571;27.5;6;29.4454468489;2;25.3999996185;22.5;14;38.0;
50;3;24.4700813293;27.5;7;29.5484714508;2;25.3999996185;22.5;14;38.0;
51;3;24.4872169495;27.5;8;29.6517870426;2;25.3999996185;22.5;15;38.0;
52;4;24.5040912628;27.5;7;29.7553288937;3;25.3999996185;22.5;14;38.0;
53;5;24.5206890106;27.5;5;39.8590320349;3;25.3999996185;22.5;14;38.0;
54;5;25.5369968414;28.5;6;40.3628319502;3;23.3999996185;23.5;15;38.0;
55;5;26.9888496399;29.5;7;40.8410654068;3;22.3999996185;24.5;15;38.0;
56;5;28.0200004578;30.5;8;41.292406559;3;21.5;25.5;15;38.0;
57;5;29.0511398315;31.5;8;41.7162098885;3;21.5;26.5;16;38.0;
58;5;30.0822544098;32.5;8;43.1124423742;3;21.5;27.5;16;38.0;
59;5;31.1341896057;34.4990844727;9;43.5115933418;3;22.5;25.5;16;39.0;
60;5;32.2282752991;35.5324058533;9;43.8851709366;3;22.5;27.5;16;39.0299999714;
61;5;32.3142433167;36.5662612915;10;44.2344111204;3;23.5;29.5;17;39.0605909824;
62;6;32.3924789429;37.6006240845;11;44.5607777834;4;23.5;31.5;16;39.091766119;
63;6;32.4634437561;37.5;11;44.8658773899;4;24.5;30.5;16;39.1235172749;
64;6;32.5276374817;39.0779190063;11;45.1513873339;4;23.5;32.5;16;39.1558350325;
65;6;32.5855789185;39.3007965088;11;45.2929763794;5;23.5;34.0779190063;16;39.1887089014;
66;6;32.5999984741;39.3535728455;13;46.8212221861;5;24.5;31.5;16;39.2221269608;
67;6;33.013999939;39.9379043579;14;48.1028211117;5;23.5;33.1110610962;16;40.658297658;
68;6;33.3528137207;40.4145011902;13;50.1740293503;5;24.7999992371;31.634147644;17;41.8351061344;
69;6;34.6273651123;41.8005332947;13;51.1326491833;5;24.0340003967;33.0478134155;17;42.7886795998;
70;6;33.7954101562;44.113861084;14;51.7791721821;5;24.2123565674;34.3693084717;17;43.5572118759;
71;6;32.8834838867;46.296913147;14;52.1222358942;5;25.3458442688;32.6165924072;17;44.028493166;
72;6;28.5083007812;50.3915252686;14;52.4688278437;5;26.3999996185;31.7321968079;17;44.2893948555;
73;6;27.3999996185;54.4089813232;14;52.8185491562;5;27.3999996185;30.7580852509;17;45.523450017;
74;7;26.3999996185;57.2141304016;14;53.1709922552;5;27.3999996185;31.7844963074;17;46.6628240347;
75;7;25.3999996185;57.5461196899;14;53.5257408619;5;30.8999996185;32.8114128113;17;46.8188135624;
76;7;25.3999996185;57.6531715393;14;53.8823724985;5;28.8999996185;36.8388137817;17;46.9798841476;
77;7;23.3999996185;60.7523345947;15;54.2404580116;5;27.8999996185;40.86668396;18;47.1460578442;
78;7;22.3999996185;62.934261322;16;54.5995645523;5;26.8999996185;44.8949966431;18;47.3173416853;
79;7;23.0;62.1170539856;17;54.959254384;5;25.3999996185;47.9237251282;19;47.4937264919;
80;7;22.0;64.3004684448;16;56.3190872669;6;24.3999996185;46.0;17;47.675186038;
81;7;23.0;67.4842605591;16;56.7586210966;6;23.3999996185;46.0;17;47.8616752625;
82;7;25.0;67.6681747437;17;57.2029496431;6;23.0;46.0;17;48.0531284809;
83;7;25.0;67.8519744873;16;57.6518723965;8;24.0;48.0;14;69.2494596243;
84;7;24.0;71.0354003906;17;58.1051772833;9;27.0;52.0;13;72.3105591536;
85;7;25.0;71.2181930542;19;58.562638998;9;29.0;56.0;13;74.1888617277;
86;7;25.0;71.1289520264;19;59.0240124464;9;29.5200004578;60.0;15;75.8220633268;
87;7;24.0;73.3647155762;20;59.4373384714;9;29.5405921936;64.0;15;77.2131205797;
88;7;25.0;72.5817260742;21;59.8483241796;9;29.5617771149;67.0;15;78.3842930794;
89;7;25.0;71.7981872559;21;60.2653032541;9;30.5835533142;66.0;16;79.368414402;
90;8;24.0;74.0173873901;19;63.2050471306;8;27.6059207916;61.0;17;77.6216224432;
91;8;25.0;73.2019805908;20;63.6951165199;8;27.6288738251;62.0;17;78.2065136433;
92;9;27.0;71.3540802002;18;66.0820804834;7;23.6524085999;55.0;14;76.558716774;
93;9;27.0;76.5047607422;18;66.6391891241;7;22.6765155792;56.0;15;76.8099431992;
94;9;28.0;80.9164123535;18;67.2000420094;7;22.7011871338;57.0;15;77.0674834251;
95;9;30.0;82.1452560425;19;67.7638068199;7;23.7264137268;55.0;15;77.3310337067;
96;9;31.0;82.3750610352;20;68.3295989037;7;22.7521820068;56.0;15;77.6002504826;
97;9;31.0;85.6054458618;32;68.896481514;7;22.7784748077;57.0;16;77.874751091;
98;11;32.0;84.8360290527;24;84.4634697437;5;21.8052787781;50.0;16;63.1541162729;
99;11;33.0;86.0663757324;24;85.0295343399;5;20.832572937;51.0;17;63.4378912449;
100;11;33.0;90.2960357666;25;85.5936112404;5;20.8603382111;52.0;18;63.7255883217;
