Turn;Planet_count_KI_1_SP_ETTY;Research_KI_1_SP_ETTY;Industry_KI_1_SP_ETTY;Ships_KI_1_SP_ETTY;Population_KI_1_SP_ETTY;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;9.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
2;2;10.0;10.0;4;21.0;1;9.0;10.0;5;20.0;
3;2;11.0;10.0;4;21.0900000334;1;9.0;10.0;5;20.0;
4;2;12.0;10.0;4;21.1871190071;1;9.0;10.0;5;20.0;
5;2;13.3561353683;10.0;4;21.2917383909;1;10.0;10.0;5;20.0;
6;2;14.3875217438;10.0;4;21.4042263031;1;11.0;10.0;5;20.0;
7;2;14.4212684631;10.0;4;21.9389723539;1;11.0;10.0;5;20.3999996185;
8;2;14.5816917419;10.1999998093;4;22.4109756947;1;11.1199998856;10.1999998093;4;20.7264003754;
9;2;14.7232933044;10.3632001877;3;23.7114653587;1;11.2179203033;10.3632001877;4;20.9903717041;
10;2;15.1134395599;10.9097137451;2;24.8527286053;2;11.597111702;10.4951858521;3;23.0419120789;
11;2;17.1134395599;11.3658018112;2;25.8476524353;2;11.9125738144;11.0209560394;3;23.944350481;
12;2;19.1134395599;11.7372808456;2;26.7164058685;2;12.1833057404;11.4571752548;3;24.6819975376;
13;2;20.3405303955;12.0336990356;3;27.4822225571;2;14.9215736389;11.8107032776;4;25.2750298977;
14;2;21.4307365417;12.2662630081;3;28.168181181;2;16.9215736389;12.0916318893;4;25.746127367;
15;2;22.5285224915;12.446267128;3;28.6269388199;2;17.94962883;12.3113050461;4;26.1175945997;
16;2;23.6339092255;12.5;3;29.0031633377;2;18.9593238831;12.4808797836;4;26.1887089014;
17;2;24.7467765808;12.5;3;29.4033532143;2;19.9691867828;12.5;4;26.2221269608;
18;2;25.8210067749;12.5;3;29.8259272575;2;20.9792118073;12.5;4;26.2560760975;
19;2;25.9477787018;12.5;4;30.268661499;2;21.8768234253;12.5;5;26.2905418873;
20;2;26.0805988312;12.5;4;30.7286863327;2;21.8871631622;12.5;5;26.3255085945;
21;2;26.2186050415;12.5;4;31.2025241852;2;21.8976516724;12.5;5;26.3609591722;
22;2;26.3607578278;12.5;4;31.6861643791;2;21.9082870483;12.5;5;26.3968753815;
23;2;26.5058498383;12.5;4;32.1751794815;2;21.9190635681;12.5;4;26.4332377911;
24;3;26.6525535583;12.5;3;32.6648726463;2;21.9299716949;12.5;4;26.4700255394;
25;3;24.6525535583;13.5;3;33.1504516602;2;21.9410076141;12.5;4;26.5072168112;
26;3;23.6525535583;13.5;4;33.6272163391;3;21.5;12.5;5;26.5447884798;
27;3;23.5;13.5;4;34.0907382965;4;21.5;12.5;4;26.5827163458;
28;3;22.5;13.5;4;34.5370264053;4;21.5;12.5;4;26.6209751368;
29;3;22.5;13.5;4;34.9626617432;4;21.5;12.5;4;26.6595385075;
30;3;21.5;13.5;4;35.3648881912;4;21.5;12.5;5;26.6983793974;
31;3;21.5;14.5;4;35.7416639328;4;21.5;12.5;5;26.7374696732;
32;3;20.5;13.5;4;36.0916633606;4;21.5;12.5;5;26.7767804861;
33;3;19.5;13.5;4;37.4142465591;4;21.5;12.5;5;26.8162822723;
34;3;20.5;14.8999996185;4;37.7393906116;4;21.5;12.5;5;26.8559447527;
35;3;22.0;15.5;4;38.0381977558;4;21.5;12.5;5;26.8957372904;
36;3;21.0;14.9242362976;4;38.3116071224;4;21.5;12.5;5;26.9356285334;
37;3;21.3275299072;14.5;4;38.5608904362;4;21.5;12.5;5;26.9755871296;
38;3;23.0;17.5;4;38.7875574827;4;21.5;12.5;5;28.015581131;
39;3;24.789516449;20.5;4;38.993268609;4;22.5;12.5;5;28.0955786705;
40;3;26.1979808807;23.5;4;39.1797571182;4;23.5;12.5;5;28.1767318249;
41;3;27.2539272308;25.5;5;39.2560760975;4;23.5;12.5;5;28.2590100765;
42;4;28.2768230438;27.5;5;39.2905418873;4;21.5;13.5;5;29.3423806429;
43;4;29.2871627808;27.5;5;39.3255085945;4;23.5;17.5;5;29.4668074846;
44;4;30.2976512909;27.5;6;39.3609591722;4;25.5;21.5;5;29.5934357643;
45;4;30.8082866669;27.5;7;39.3968753815;4;25.5;25.5;6;29.722225666;
46;4;30.8190631866;27.5;7;39.4332377911;4;25.8370666504;29.5;6;29.8531314135;
47;4;31.3999996185;29.0732955933;6;40.4700255394;4;25.5;32.5;6;29.9861011505;
48;4;32.4000015259;30.088010788;7;40.5372167826;5;25.8635520935;32.5;9;30.1210769415;
49;5;32.8521652222;30.5;5;40.6053794622;5;25.8773231506;32.5;9;30.257994175;
50;5;32.7181777954;31.5;5;40.6744824648;5;25.8914451599;32.5;9;30.3967821598;
51;5;32.7275314331;33.1330871582;5;40.7444924116;5;25.9059104919;32.5;10;30.5373636484;
52;5;32.8862915039;32.9494056702;6;40.8153735399;6;25.9207115173;32.5;9;30.6796545982;
53;5;32.8978614807;32.9623336792;6;40.8870882988;6;25.5;32.5;9;30.823564291;
54;5;31.2661266327;33.5;6;40.9595966339;6;25.9513092041;32.5;9;30.9689955711;
55;5;30.2878780365;34.5;7;42.0328565836;7;25.9670848846;32.5;6;47.1158448458;
56;5;29.8768234253;37.2107124329;7;42.1568241119;7;27.983165741;36.4171905518;6;48.0540020466;
57;5;31.4320468903;38.5;8;42.2834283113;7;30.8796577454;37.332572937;6;48.9139093161;
58;5;31.4544372559;40.5;10;42.4126464128;7;31.0853767395;40.3603363037;7;49.6946127415;
59;5;32.4770088196;39.5;10;44.0016945601;7;32.3701972961;42.8879623413;7;51.398506403;
60;5;30.7999992371;43.3460273743;12;45.3379840851;7;33.5;44.4171905518;7;52.0704653263;
61;5;30.2383346558;42.4772834778;13;46.4577823877;7;36.4312858582;44.5;8;52.6781579256;
62;5;29.7999992371;43.8451538086;14;47.3993982077;8;36.5844955444;45.5;8;53.2288901806;
63;5;29.4404811859;42.0911750793;14;48.050707221;9;35.691078186;47.1524085999;8;53.7301517725;
64;5;29.9446334839;41.5228385925;16;48.4986312389;9;35.7486190796;47.5;8;54.0954461098;
65;5;29.9795303345;42.5840759277;16;48.926713109;9;35.7750015259;48.2011871338;9;54.3438407183;
66;5;28.7999992371;45.268447876;17;49.2270820141;9;35.7750015259;48.2264137268;9;56.3433398008;
67;5;29.0145301819;45.4312820435;18;49.4897631407;9;36.6632728577;48.0;9;58.0390558243;
68;5;28.7863616943;45.7882041931;18;49.7601121664;9;37.02942276;49.3899993896;9;60.4757640362;
69;5;28.822561264;46.8630485535;19;50.0378779173;9;37.8107566833;51.7977333069;9;62.7902745008;
70;5;28.0882568359;48.9412193298;19;50.3227398396;9;40.8049468994;52.8070220947;10;64.6150449514;
71;5;28.106136322;50.0752487183;20;50.6143052578;9;42.0917510986;54.9439849854;10;66.1486525536;
72;5;28.9323577881;50.1071472168;20;50.9121072292;9;41.8283653259;57.9922409058;9;67.58882761;
73;5;28.9692192078;51.1946182251;21;51.2156050205;9;39.5647277832;61.5318069458;10;68.9563148022;
74;5;28.5;51.1658782959;21;51.5241839886;9;38.6703796387;63.6429290771;11;70.2725968361;
75;5;29.0430679321;50.377571106;21;51.8371591568;9;37.7534446716;65.7467193604;10;71.4777151346;
76;5;27.5;53.4030227661;23;52.1537795067;9;36.7999992371;70.0004119873;12;72.5286548138;
77;5;28.1167964935;50.5694885254;25;52.4732348919;9;35.7999992371;73.2946624756;12;73.6334979534;
78;5;28.1535053253;50.6680335999;25;52.7946646214;9;34.7999992371;74.7689208984;13;74.7928175926;
79;5;27.5;53.7678337097;27;53.1171667576;9;33.7999992371;76.2657623291;15;76.0064122677;
80;5;28.2264003754;50.8685073853;27;53.4398107529;9;33.4000015259;77.7850646973;15;77.2731244564;
81;5;27.4710521698;51.9696655273;28;53.7616484165;9;33.4000015259;79.3262786865;17;78.5906624794;
82;5;28.4881744385;53.1510772705;27;54.0817289352;9;33.4000015259;80.8883590698;18;79.9554452896;
83;5;28.3338031769;51.171787262;27;54.3991122246;9;33.4000015259;82.4696426392;18;81.362493515;
84;5;27.5216140747;52.2719345093;27;54.7128825188;9;33.4000015259;84.0678405762;19;82.8053770065;
85;5;28.3657474518;53.3709449768;29;55.0221607685;9;33.4000015259;85.6800079346;22;84.252702713;
86;5;28.3840503693;51.4684333801;29;55.3261170387;9;34.4000015259;84.2907485962;22;85.7031896114;
87;5;27.4022006989;52.5640411377;30;55.6239819527;9;33.4000015259;85.8998184204;23;87.1636583805;
88;5;28.5;53.6574325562;28;55.915055275;9;33.4000015259;87.5110702515;22;88.6233007908;
89;5;29.5999221802;51.9989318848;26;56.1987125874;9;34.4000015259;86.1195831299;21;90.0710539818;
90;6;29.5701255798;51.8364067078;21;80.4744102955;9;33.4000015259;87.7203521729;22;91.4960503578;
91;6;31.6017875671;52.2151794434;20;82.4216909409;9;34.4000015259;86.9997253418;24;92.8880720139;
92;7;32.4899711609;53.3298034668;19;84.0463559628;9;34.4000015259;86.2731552124;24;94.2379465103;
93;7;34.5068016052;52.4397277832;19;85.3651225567;9;33.4000015259;88.5398712158;25;95.5378580093;
94;7;35.6930770874;52.5447921753;20;86.4162242413;9;33.4000015259;96.0196304321;26;96.7815408707;
95;7;36.7222137451;52.6448898315;19;87.2467136383;9;33.4000015259;99.3714904785;26;97.9643611908;
96;7;37.7506790161;52.7399635315;18;87.8788805008;9;33.4000015259;102.711448669;26;98.4676299095;
97;7;38.7712059021;52.8299942017;18;88.0899448395;9;33.3325004578;105.8179245;27;98.9554514885;
98;7;39.7865180969;52.9150161743;15;89.2542588711;9;34.2717514038;105.925460815;27;99.4238562584;
99;7;41.2014884949;54.3078346252;15;89.5605057478;9;33.2170753479;109.033210754;26;99.8702287674;
100;6;40.2161216736;46.38306427;15;59.8796195984;10;33.1678695679;112.140457153;23;130.245937347;
