Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;6;20.0;
4;1;11.8999996185;8.625;5;17.25;1;14.0;10.0;6;20.0;
5;2;13.5;8.625;3;18.25;1;15.0;10.0;5;20.0;
6;2;14.5;8.625;3;18.3250000477;2;16.6000003815;10.0;4;21.3999996185;
7;2;15.5450000763;8.625;3;18.7605681419;2;17.6000003815;10.1999998093;4;21.8264003992;
8;2;16.2563400269;8.79749965668;3;19.1489084959;2;18.0958404541;10.3632001877;3;23.0613274574;
9;2;16.4893455505;8.94309806824;3;20.0586935282;2;18.8367958069;10.9097137451;3;24.1319464445;
10;2;17.0352153778;9.3333568573;3;20.8682775497;2;20.8367958069;11.3658018112;3;25.0513429642;
11;2;19.0352153778;9.6677980423;3;21.5845614672;2;22.8367958069;11.7372808456;3;25.8400663137;
12;2;21.0352153778;9.94955635071;3;22.2177865505;2;24.1552562714;12.0336990356;3;26.5219442844;
13;2;22.3105487823;10.1834592819;3;22.7799050808;2;24.9131679535;12.2662630081;3;27.12089324;
14;2;23.4177036285;10.3752222061;3;23.2832708359;2;25.2725353241;12.446267128;3;27.4906733036;
15;2;24.5330238342;10.5308046341;4;23.6777949333;2;25.4944038391;12.5;3;27.7773330212;
16;2;25.656703949;10.625;3;23.8980493546;2;27.6019210815;12.5;3;28.0890238285;
17;2;26.7888565063;10.625;3;24.1324534416;2;28.7889347076;12.5;3;28.4260663986;
18;2;27.9295005798;10.625;3;24.3808503151;2;29.9911594391;12.5;4;28.788336277;
19;2;28.6285095215;10.625;3;24.6428759098;2;31.2085227966;12.5;4;29.1751885414;
20;2;28.7857246399;10.625;3;24.9179406166;2;31.5051136017;12.5;4;29.585392952;
21;2;28.9507637024;10.625;4;25.2052159309;3;31.7512359619;12.5;3;30.0170898438;
22;2;29.1231307983;10.625;4;25.5036282539;3;32.0102539062;12.5;3;30.4677705765;
