Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
4;1;11.8999996185;8.625;5;17.25;1;14.0;10.0;5;20.0;
5;2;13.5;8.625;3;18.25;1;15.0;10.0;4;20.0;
6;2;14.5;8.625;3;18.3049999475;1;16.0;10.0;4;20.3999996185;
7;2;15.5329999924;8.625;3;18.7179939747;1;17.0;10.1999998093;4;20.7264003754;
8;2;16.230796814;8.79749965668;3;19.0808042288;2;18.0358409882;10.3632001877;3;22.8194274902;
9;2;16.4484825134;8.94309806824;3;19.9605387449;2;18.6916561127;10.9097137451;3;23.8166036606;
10;2;16.9763221741;9.3333568573;3;20.7355946302;2;20.6916561127;11.3658018112;3;24.6508644819;
11;2;18.9763221741;9.6677980423;3;21.4125111103;2;22.6916561127;11.7372808456;3;25.3416126966;
12;2;20.2000274658;9.94955635071;3;22.0011861324;2;23.8561840057;12.0336990356;4;25.9115548134;
13;2;21.2000274658;10.1834592819;3;22.5132590532;2;24.9190731049;12.2662630081;4;26.3835536242;
14;2;23.2000274658;10.3752222061;3;22.9608161449;2;25.9862670898;12.446267128;4;26.6104347706;
15;2;24.3395519257;10.5308046341;4;23.293561697;2;27.0579166412;12.5;4;26.7374911308;
16;2;25.4261646271;10.625;4;23.4459385872;2;28.1341514587;12.5;4;26.8723640442;
17;2;26.5175895691;10.625;4;23.6063313484;2;29.2150745392;12.5;4;27.0151810646;
18;2;27.6138267517;10.625;4;23.7746598721;2;30.2091083527;12.5;4;27.1660137177;
19;2;28.2647953033;10.625;4;23.950763464;2;30.2996082306;12.5;5;27.3248689175;
20;2;28.3704586029;10.625;4;24.1343946457;2;30.3949203491;12.5;5;27.4916813374;
21;2;28.4806365967;10.625;5;24.3252148628;2;30.4950084686;12.5;4;27.6663062572;
22;2;26.75;11.625;5;24.5227909088;2;30.5997848511;12.5;4;27.8485133648;
23;2;26.75;12.625;6;24.7265944481;2;30.7091083527;12.5;4;28.0379817486;
