Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
3;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;4;20.0;
4;1;11.8999996185;8.625;4;17.25;1;14.0;10.0;4;20.0;
5;1;12.8999996185;8.625;4;17.25;1;15.0;10.0;4;20.0;
6;1;13.8999996185;8.625;4;17.25;1;16.0;10.0;4;20.3999996185;
7;1;14.8999996185;8.625;4;17.5949993134;1;17.0;10.1999998093;4;20.7264003754;
8;2;16.5569992065;8.79749965668;3;18.8861961365;1;17.4358406067;10.3632001877;4;21.8194274902;
9;2;17.7317180634;8.94309806824;3;19.7167136669;2;18.6916561127;10.9097137451;3;23.7316036224;
10;2;19.2000274658;9.3333568573;3;20.4375710487;2;20.6916561127;11.3658018112;3;24.5295616388;
11;2;21.2000274658;9.6677980423;3;21.0550626516;2;22.6916561127;11.7372808456;3;25.1798427105;
12;2;23.2000274658;9.94955635071;3;21.5788632631;2;23.7591228485;12.0336990356;4;25.7049041986;
13;2;24.9271945953;10.1834592819;3;22.0204176903;2;24.7950820923;12.2662630081;4;26.1273722649;
14;2;25.9620113373;10.3752222061;3;22.3916525841;2;25.8325576782;12.446267128;4;26.2998542786;
15;2;26.9980545044;10.5308046341;4;22.6421557665;2;26.8715686798;12.5;4;26.3674485683;
16;2;28.035320282;10.625;4;22.7063041925;2;27.9121246338;12.5;4;26.4376335144;
17;2;29.0738105774;10.625;4;22.7724741697;2;28.9542350769;12.5;4;26.5104117393;
18;2;30.1135120392;10.625;4;22.8406432867;2;29.9062461853;12.5;4;26.5857750177;
19;2;30.7043857574;10.625;4;22.9107804298;2;29.9514656067;12.5;5;26.6637035608;
20;2;30.7464675903;10.625;4;22.9828453064;2;29.9982223511;12.5;6;26.7441651821;
21;2;30.7897071838;10.625;5;23.0567884445;2;29.0;13.5;7;26.8271148205;
22;2;30.834072113;10.625;5;23.1325509548;2;29.0;13.7789802551;7;26.912493825;
