Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
4;1;11.8999996185;8.625;5;17.25;1;14.0;10.0;5;20.0;
5;1;12.8999996185;8.625;4;17.25;1;15.0;10.0;5;20.0;
6;1;13.8999996185;8.625;4;17.25;1;16.0;10.0;5;20.3999996185;
7;1;14.8999996185;8.625;4;17.5949993134;2;17.6000003815;10.1999998093;4;21.7264003754;
8;1;15.5569992065;8.79749965668;4;17.8861961365;2;18.0358409882;10.3632001877;4;22.9494274855;
9;1;15.7317180634;8.94309806824;4;18.6667137146;2;18.7696552277;10.9097137451;4;24.0070346594;
10;1;16.2000274658;9.3333568573;4;19.3355960846;2;20.7696552277;11.3658018112;4;24.9122858047;
11;2;18.2000274658;9.6677980423;3;20.8991127014;2;22.7696552277;11.7372808456;4;25.6857330799;
12;2;20.2000274658;9.94955635071;3;21.5194185972;2;24.0626564026;12.0336990356;5;26.3512378931;
13;2;21.8915271759;10.1834592819;3;22.0769431591;2;25.182882309;12.2662630081;5;26.9327886105;
14;2;22.9959259033;10.3752222061;3;22.5860680342;2;26.3158073425;12.446267128;5;27.2842636108;
15;2;24.1147022247;10.5308046341;4;22.9989435673;2;27.4622135162;12.5;5;27.5518820286;
16;2;25.2493934631;10.625;4;23.2525589466;2;28.6227855682;12.5;5;27.8440244198;
17;2;26.4015617371;10.625;4;23.5378723145;2;29.7980709076;12.5;5;28.1613030434;
18;2;27.5727500916;10.625;4;23.8573079109;2;30.8967819214;12.5;5;28.5039470196;
19;2;28.3143844604;10.625;4;24.2130148411;2;31.1023674011;12.5;6;28.871723175;
20;2;28.5278091431;10.625;4;24.6067101955;2;31.3230342865;12.5;6;29.263862133;
21;2;28.7640266418;10.625;4;25.0395004749;2;31.5583171844;12.5;6;29.6789975166;
22;2;29.0237007141;10.625;4;25.5116910934;2;31.8073997498;12.5;5;30.1151270866;
