Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
4;1;11.8999996185;8.625;6;17.25;1;14.0;10.0;5;20.0;
5;1;12.8999996185;8.625;6;17.25;1;15.0;10.0;5;20.0;
6;2;14.5;8.625;5;18.25;1;16.0;10.0;4;20.3999996185;
7;2;15.5;8.625;5;18.5949993134;1;17.0;10.1999998093;4;20.7264003754;
8;2;16.156999588;8.79749965668;5;18.8861961365;2;18.0358409882;10.3632001877;3;22.8194274902;
9;2;16.3317184448;8.94309806824;5;19.7067136765;2;18.6916561127;10.9097137451;2;23.7816035748;
10;2;16.8240280151;9.3333568573;5;20.416779995;2;20.6916561127;11.3658018112;2;24.5765366554;
11;2;18.8240280151;9.6677980423;5;21.0226662159;2;22.6916561127;11.7372808456;2;25.2233480215;
12;2;20.8240280151;9.94955635071;5;21.5340260267;2;23.7852249146;12.0336990356;3;25.7444707155;
13;2;21.9002914429;10.1834592819;5;21.9622858763;2;24.8188228607;12.2662630081;3;26.162507534;
14;2;22.1773719788;10.3752222061;5;22.3193571568;2;25.8536396027;12.446267128;2;26.3300433159;
15;2;22.3916149139;10.5308046341;5;22.5548160076;2;26.8896827698;12.5;2;26.3921557665;
16;2;22.5328903198;10.625;5;22.6030313969;2;27.9269485474;12.5;2;26.4563041925;
17;2;22.5618190765;10.625;5;22.6523760557;2;28.9654388428;12.5;1;26.5224741697;
18;2;22.591424942;10.625;5;22.7028282881;2;29.9134845734;12.5;2;26.5906432867;
19;2;22.6216964722;10.625;5;22.7543625832;2;29.9543857574;12.5;2;26.6607804298;
20;2;22.6526184082;10.625;5;22.8069496155;2;29.9964675903;12.5;2;26.7328453064;
21;2;24.6841697693;10.625;6;22.8605561256;2;30.0397071838;12.5;2;26.8067884445;
22;2;25.7163333893;10.625;6;22.9151450396;2;30.084072113;12.5;2;26.8825509548;
23;2;26.74908638;10.625;6;22.97067523;2;30.129529953;12.5;2;26.9600640535;
