Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.8999996185;8.625;4;17.25;2;13.3999996185;10.0;3;21.0;
2;1;11.8999996185;8.625;5;17.25;2;13.3999996185;10.0;3;21.0399999619;
3;1;11.8999996185;8.625;5;17.25;2;13.4160003662;10.0;3;21.0811839104;
4;1;11.8999996185;8.625;5;17.25;2;14.6487102509;10.0;3;21.1235535145;
5;1;12.8999996185;8.625;5;17.25;2;15.6741323471;10.0;3;21.1671074629;
6;1;13.8999996185;8.625;5;17.25;2;16.7002639771;10.0;3;21.6235121489;
7;1;14.8999996185;8.625;5;17.5949993134;2;17.7341079712;10.1999998093;3;22.0083538294;
8;2;16.156999588;8.79749965668;4;18.8861961365;2;18.2050132751;10.3632001877;3;23.1875032187;
9;2;16.3317184448;8.94309806824;4;19.696713686;2;18.9125003815;10.9097137451;3;24.1904090643;
10;2;16.8180274963;9.3333568573;4;20.396187067;2;20.9125003815;11.3658018112;3;25.0287904739;
11;2;18.8180274963;9.6677980423;4;20.9908788204;2;22.9125003815;11.7372808456;3;25.7218089104;
12;2;20.8180274963;9.94955635071;4;21.4904358387;2;24.0843029022;12.0336990356;3;26.291918993;
13;2;21.8741378784;10.1834592819;4;21.9062794447;2;25.1472911835;12.2662630081;3;26.7617239952;
14;2;22.8935279846;10.3752222061;4;22.2503181696;2;26.2131690979;12.446267128;3;26.9837862253;
15;2;23.9132537842;10.5308046341;5;22.4721269608;2;27.2819271088;12.5;4;27.1031351089;
16;2;24.933303833;10.625;5;22.5060760975;3;28.3535366058;12.5;3;27.2271542549;
17;2;25.9536724091;10.625;5;22.5405418873;3;29.427947998;12.5;4;27.3557243347;
18;2;26.9743518829;10.625;5;22.5755085945;3;30.4134349823;12.5;4;27.4886879921;
19;2;27.5453052521;10.625;5;22.6109591722;3;30.4932136536;12.5;5;27.6258473396;
20;2;27.566576004;10.625;5;22.6468753815;3;30.5755081177;12.5;5;27.7669644356;
21;2;27.5881252289;10.625;5;22.6832377911;3;29.0;13.5;5;27.9117605686;
22;2;27.6099433899;10.625;6;22.7200255394;3;29.0;14.5;5;28.0599179268;
23;2;27.6320152283;10.625;6;22.7572168112;3;29.0;14.6419429779;4;28.2110803127;
24;2;27.6543292999;10.625;6;22.7947884798;3;29.0;14.7477560043;4;28.3648564816;
25;2;27.6768722534;10.625;6;22.8327163458;3;29.0;14.8554000854;4;29.520822525;
26;2;27.6996307373;10.625;6;22.8709751368;3;30.0;14.9645757675;4;29.7185263634;
27;2;27.7225856781;10.625;6;22.9095385075;3;31.0;15.074968338;4;29.9186768532;
28;2;27.7457237244;10.625;6;22.9483793974;3;31.6487102509;15.1862449646;4;30.1207823753;
29;2;27.76902771;10.625;6;22.9874696732;3;31.6741313934;15.2980604172;5;30.3243364096;
30;2;27.7924823761;10.625;6;23.0267804861;3;31.7002639771;15.4100599289;5;30.5288232565;
31;2;27.8160686493;10.625;6;23.0662822723;3;31.727104187;15.5218868256;6;30.7337248325;
32;2;27.8397693634;10.625;6;23.1059447527;3;31.7546482086;18.5218868256;6;30.9385273457;
33;2;27.8635673523;10.625;7;23.1457372904;3;31.7828903198;21.5218868256;7;31.1427266598;
34;2;27.8874416351;10.625;8;23.1856285334;3;31.8118190765;24.5218868256;7;31.3458350897;
35;3;27.9113769531;12.625;7;23.2255871296;3;31.841424942;27.5218868256;8;31.5473860502;
36;3;27.9353523254;14.625;7;23.265581131;3;31.8716964722;30.5218868256;8;31.7469396591;
37;3;27.9593486786;16.625;8;23.3055787086;3;32.9026184082;28.5218868256;9;31.9440865517;
38;3;27.9833469391;18.625;9;23.3455479145;3;31.9341697693;29.5218868256;10;32.1384515762;
39;3;28.0073280334;20.625;9;23.385456562;3;31.9663333893;30.5218868256;10;32.3296958208;
40;3;28.0312728882;20.625;10;23.42527318;3;32.9990844727;28.5218868256;10;32.5175187588;
41;4;28.0551643372;20.625;10;23.4649660587;3;32.0324058533;29.5218868256;10;32.7016589642;
42;5;28.0789794922;20.625;7;28.5045039654;3;32.0662612915;30.5218868256;11;32.881893754;
43;5;29.1027030945;21.625;6;28.6938562393;4;32.1006240845;31.5218868256;9;57.0580400229;
44;5;30.1263141632;22.625;6;28.8797674179;4;34.1354675293;30.5218868256;10;58.4299515486;
45;5;30.1497955322;23.625;6;29.0618422031;4;36.170753479;30.5218868256;11;59.5551156998;
46;5;30.1731300354;24.625;6;30.2397243977;4;38.2064437866;30.5218868256;11;60.4617586136;
47;5;31.1963005066;26.625;6;30.4330995083;4;40.136390686;31.5;11;61.1850521564;
48;5;32.219291687;28.625;5;30.6218934059;4;41.231590271;32.5;11;61.7606248856;
49;5;32.2420806885;30.625;5;30.8058732748;4;42.3240966797;32.5;12;62.7784004211;
50;5;32.2646598816;32.625;6;30.9848493338;4;43.4139099121;32.5;12;64.6818904877;
51;5;32.2870101929;34.625;6;32.1586749554;4;45.1687049866;33.0;12;66.1855597496;
52;5;33.3091163635;36.5217247009;7;32.367243886;5;46.7887878418;33.3899993896;7;82.1578323841;
53;5;34.3309669495;37.6100463867;8;32.5716733932;5;49.2947006226;34.6872596741;8;83.8964455128;
54;6;35.3525466919;38.6949272156;7;32.7719342709;5;51.7078704834;35.9097442627;8;85.2703795433;
55;6;36.3738479614;39.1937942505;7;32.9680269957;5;51.9592437744;37.0;9;86.3528780937;
56;6;37.3948516846;40.854347229;9;34.0213184357;5;52.0991020203;38.0;11;87.3206858635;
57;6;37.9183540344;41.9449768066;9;34.9271550179;5;50.2356796265;40.0;12;88.1759955883;
58;6;38.3543434143;42.3773651123;9;35.7028148174;5;49.368927002;42.0;12;88.9254939556;
59;6;38.713104248;42.7438049316;9;36.367585659;5;46.4417724609;45.0;13;89.5787684917;
60;7;39.0061264038;43.0540008545;8;36.909032464;6;44.5150146484;48.0;12;90.1024544239;
61;7;39.2447319031;42.6478881836;9;37.1328436136;6;42.588470459;51.0;13;90.5198020935;
62;7;35.3739547729;45.3486022949;9;37.3159565926;6;40.9951896667;54.0;13;90.7808997631;
63;7;36.3739547729;45.057975769;9;37.5016397238;6;40.0685386658;57.0;13;90.9026107788;
64;7;38.3739547729;43.4813842773;9;37.6897394657;6;40.1415634155;57.0;14;91.0234899521;
65;7;39.4000015259;43.5393600464;10;37.8800879717;6;39.2140922546;60.0;14;91.1432495117;
66;8;39.4893684387;44.5989074707;10;39.0725027323;6;39.285949707;63.0;17;91.2616119385;
67;9;40.5315246582;45.9455413818;7;68.2167859077;6;40.3569641113;63.0;17;91.3783116341;
68;9;42.5730361938;49.7225341797;8;72.1721980572;6;39.4269866943;66.0;17;91.4930973053;
69;9;43.6138534546;52.7864837646;8;75.4675245285;6;39.4958572388;69.0;18;91.6057348251;
70;9;43.6539306641;55.851776123;9;78.071713686;6;40.5634384155;69.0;19;91.7160081863;
71;10;43.6932258606;57.9183044434;8;80.0857133865;6;39.6296043396;72.0;21;91.8237214088;
72;10;43.7317047119;57.6706466675;9;81.6689611673;6;39.6942329407;75.0;22;91.9286990166;
73;10;43.7693328857;60.681892395;8;82.8738001585;6;40.7572174072;75.0;19;92.0307869911;
74;10;43.8060836792;63.1243209839;9;84.6749356985;7;39.8184738159;78.0;18;92.1298537254;
75;10;42.8060836792;68.9831924438;10;85.5323449373;7;39.877910614;81.0;21;92.225789547;
76;10;43.4000015259;73.5205078125;11;86.4755294919;7;39.9354705811;84.0;22;92.3185062408;
77;11;43.4000015259;78.1170349121;11;87.5031341314;7;39.991104126;87.0;22;92.407936573;
78;11;43.4000015259;82.7720718384;11;88.6099095941;7;38.991104126;88.0;21;92.4940342903;
79;11;43.4000015259;87.4821853638;12;89.7860946059;7;38.991104126;90.0;24;92.5767726898;
80;11;43.4000015259;91.2407531738;13;91.0171767473;7;36.991104126;94.0;24;92.6561427116;
81;12;43.4000015259;97.0378189087;12;92.2842012048;7;37.7999992371;95.0;25;92.7321534157;
82;12;43.4000015259;101.860298157;13;93.5647215247;7;37.7999992371;96.0;26;92.804828167;
83;13;43.4000015259;106.692634583;13;94.7983555794;7;37.7999992371;97.0;28;92.8742060661;
84;13;43.4000015259;111.639717102;13;95.9890855551;7;39.7999992371;96.0;30;92.9403376579;
85;13;43.4000015259;118.149513245;13;97.1240411997;7;37.7999992371;97.0;30;93.0;
86;13;44.4000015259;120.246887207;15;98.1849853992;7;37.7999992371;99.0;31;94.4200000763;
87;13;45.4000015259;123.342918396;15;100.15884161;7;40.7999992371;100.0;32;94.9424363375;
88;13;47.4000015259;126.587440491;16;101.098144889;7;41.7999992371;104.0;32;95.4726638794;
89;13;49.4000015259;129.680267334;17;101.943727374;7;42.7999992371;108.0;32;96.0076949596;
90;13;50.4000015259;132.771270752;18;102.698016703;7;44.4082565308;109.0;34;96.5446432829;
91;13;51.4000015259;135.860305786;18;103.366790295;8;43.6533966064;113.0;34;97.0808265209;
92;13;43.4000015259;128.047241211;17;79.7005617619;10;43.891746521;117.0;32;137.613851428;
93;13;44.4000015259;132.541519165;19;82.048568666;10;46.1215744019;119.0;33;138.141682386;
94;14;46.4000015259;133.984680176;19;84.2718177438;10;47.3413925171;121.0;33;138.662677526;
95;14;46.4000015259;135.444946289;19;86.2639626265;10;47.5499916077;123.0;34;139.175601244;
96;14;46.4000015259;139.920684814;21;89.0470128059;10;48.7464523315;126.0;34;139.679606676;
97;15;49.4000015259;142.410018921;20;91.8010066748;10;47.9301528931;128.0;35;141.174198627;
98;15;52.4000015259;144.911010742;21;93.5313775539;10;48.1007575989;134.0;35;142.719174147;
99;15;53.4000015259;150.298492432;21;95.1865255833;10;51.2581977844;138.0;35;144.157515764;
100;15;54.4000015259;154.873535156;23;97.7734746933;10;53.4026260376;143.0;35;145.442566037;
