Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
3;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;6;20.0;
4;1;11.8999996185;8.625;4;17.25;1;14.0;10.0;6;20.0;
5;1;12.8999996185;8.625;4;17.25;1;15.0;10.0;6;20.0;
6;1;13.8999996185;8.625;4;17.25;1;16.0;10.0;6;20.3999996185;
7;1;14.8999996185;8.625;4;17.5949993134;2;17.6000003815;10.1999998093;5;21.7264003754;
8;2;16.156999588;8.79749965668;3;18.8861961365;2;18.0358409882;10.3632001877;5;22.8594274521;
9;2;16.3317184448;8.94309806824;3;19.696713686;2;18.7156562805;10.9097137451;5;23.8127875328;
10;2;16.8180274963;9.3333568573;3;20.396187067;2;20.7156562805;11.3658018112;5;24.5981152058;
11;2;18.8180274963;9.6677980423;3;20.9908788204;2;22.7156562805;11.7372808456;5;25.2345055342;
12;2;20.8180274963;9.94955635071;3;21.4904358387;2;23.7919197083;12.0336990356;5;25.7443674803;
13;2;21.8741378784;10.1834592819;3;21.9062794447;2;24.4466209412;12.2662630081;5;26.1502821445;
14;2;22.8935279846;10.3752222061;3;22.2503181696;2;24.6901683807;12.446267128;5;26.3048160076;
15;2;23.9132537842;10.5308046341;4;22.4721269608;2;24.7828903198;12.5;5;26.3530313969;
16;2;24.933303833;10.625;4;22.5060760975;2;26.7473392487;12.5;5;26.4023760557;
17;2;25.9536724091;10.625;4;22.5405418873;2;27.7769451141;12.5;5;26.4528282881;
18;2;26.9743518829;10.625;4;22.5755085945;2;28.8072166443;12.5;6;26.5043625832;
19;2;27.5453052521;10.625;4;22.6109591722;2;29.8381385803;12.5;6;26.5569496155;
20;2;27.566576004;10.625;4;22.6468753815;2;29.9341697693;12.5;6;26.6105561256;
21;2;27.5881252289;10.625;5;22.6832377911;2;29.9663333893;12.5;6;26.6651450396;
22;2;27.6099433899;10.625;5;22.7200255394;2;29.99908638;12.5;6;26.72067523;
