Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
4;1;11.8999996185;8.625;6;17.25;1;14.0;10.0;5;20.0;
5;1;12.8999996185;8.625;5;17.25;1;15.0;10.0;5;20.0;
6;1;13.8999996185;8.625;5;17.25;1;16.0;10.0;5;20.3999996185;
7;1;14.8999996185;8.625;5;17.5949993134;1;17.0;10.1999998093;5;20.7264003754;
8;2;16.156999588;8.79749965668;4;18.8861961365;1;17.4358406067;10.3632001877;5;21.8194274902;
9;2;16.3317184448;8.94309806824;4;19.819213748;1;18.0916557312;10.9097137451;5;22.7316036224;
10;2;16.8915271759;9.3333568573;4;20.6620948315;1;19.0916557312;11.3658018112;5;23.4745616913;
11;2;18.8915271759;9.6677980423;4;21.4235714674;1;20.0916557312;11.7372808456;5;24.0673980713;
12;2;20.8915271759;9.94955635071;4;22.1158621311;1;21.0916557312;12.0336990356;6;24.5325260162;
13;2;22.2493934631;10.1834592819;4;22.7530033588;1;22.0916557312;12.2662630081;6;24.892534256;
14;2;22.651802063;10.3752222061;4;23.3494815826;2;24.0916557312;12.446267128;5;26.0;
15;2;23.0096893311;10.5308046341;4;23.8573079109;2;26.0916557312;12.5;5;26.0900000334;
16;2;23.3143844604;10.625;4;24.2130148411;2;27.7456550598;12.5;4;26.1871190071;
17;2;23.5278091431;10.625;4;24.6067101955;2;28.8039264679;12.5;4;26.2917383909;
18;2;23.7640266418;10.625;4;25.0395004749;2;29.7750434875;12.5;5;26.4042263031;
19;2;24.0237007141;10.625;4;25.5116910934;2;29.8425350189;12.5;5;26.5249304771;
20;2;24.3070144653;10.625;4;26.0225958824;2;29.9149589539;12.5;6;26.6541694403;
21;2;26.6135578156;10.625;4;26.5703659058;2;29.9925022125;12.5;6;26.7922235727;
22;2;27.9422187805;10.625;4;27.1518626213;2;30.075334549;12.5;6;26.9393253326;
23;2;29.2911186218;10.625;4;27.7625956535;2;30.1635951996;12.5;6;27.0956480503;
