Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
4;1;11.8999996185;8.625;5;17.25;1;14.0;10.0;5;20.0;
5;1;12.8999996185;8.625;5;17.25;1;15.0;10.0;5;20.0;
6;1;13.8999996185;8.625;5;17.25;2;16.6000003815;10.0;4;21.3999996185;
7;1;14.8999996185;8.625;5;17.5949993134;2;17.6000003815;10.1999998093;4;21.7964004278;
8;1;15.5569992065;8.79749965668;5;17.8861961365;2;18.0778408051;10.3632001877;4;22.9742785692;
9;2;16.3317184448;8.94309806824;4;19.6667137146;2;18.7845668793;10.9097137451;4;23.9770544767;
10;2;16.8000278473;9.3333568573;4;20.365596056;2;20.7845668793;11.3658018112;4;24.8165916204;
11;2;18.8000278473;9.6677980423;4;20.9597036839;2;22.7845668793;11.7372808456;4;25.5122002363;
12;2;20.8000278473;9.94955635071;4;21.4586846828;2;23.9585380554;12.0336990356;5;26.0864858627;
13;2;21.8550872803;10.1834592819;4;21.8739616871;2;25.0240325928;12.2662630081;5;26.5622025728;
14;2;22.8741378784;10.3752222061;4;22.2174443007;2;26.0934562683;12.446267128;5;26.7920604944;
15;2;23.8935279846;10.5308046341;5;22.4387089014;2;27.1668930054;12.5;5;26.9212311506;
16;2;24.9132537842;10.625;5;22.4721269608;2;28.2443943024;12.5;5;27.057230711;
17;2;25.933303833;10.625;5;22.5060760975;2;29.3259944916;12.5;5;27.2000594139;
18;2;26.9536724091;10.625;5;22.5405418873;2;30.3200359344;12.5;5;27.3496620655;
19;2;27.5243244171;10.625;5;22.5755085945;2;30.4097976685;12.5;6;27.5059225559;
20;2;27.5453052521;10.625;5;22.6109591722;2;30.5035533905;12.5;6;27.6686592102;
21;2;27.566576004;10.625;5;22.6468753815;2;30.6011962891;12.5;6;27.837621212;
22;2;27.5881252289;10.625;6;22.6832377911;2;30.7025718689;12.5;6;28.0124862194;
