Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;4;20.0;
2;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;5;20.0;
3;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;5;20.0;
4;1;11.8999996185;8.625;4;17.25;1;14.0;10.0;5;20.0;
5;2;13.5;8.625;3;18.25;1;15.0;10.0;5;20.0;
6;2;14.5;8.625;3;18.3250000477;1;16.0;10.0;5;20.3999996185;
7;2;15.5450000763;8.625;3;18.7605681419;2;17.6000003815;10.1999998093;4;21.7264003754;
8;2;16.2563400269;8.79749965668;3;19.1489084959;2;18.0358409882;10.3632001877;4;22.9494274855;
9;2;16.4893455505;8.94309806824;3;20.0586935282;2;18.7696552277;10.9097137451;4;24.0070346594;
10;2;17.0352153778;9.3333568573;3;20.8682775497;2;20.7696552277;11.3658018112;4;24.9122858047;
11;2;19.0352153778;9.6677980423;3;21.5845614672;2;22.7696552277;11.7372808456;4;25.6857330799;
12;2;21.0352153778;9.94955635071;3;22.2177865505;2;24.0626564026;12.0336990356;5;26.3512378931;
13;2;22.3105487823;10.1834592819;3;22.7799050808;2;25.182882309;12.2662630081;5;26.9327886105;
14;2;23.4177036285;10.3752222061;3;23.2832708359;2;26.3158073425;12.446267128;4;27.2842636108;
15;2;24.5330238342;10.5308046341;3;23.6777949333;2;27.4622135162;12.5;4;27.5518820286;
16;2;25.656703949;10.625;3;23.8980493546;2;28.6227855682;12.5;4;27.8440244198;
17;2;26.7888565063;10.625;3;24.1324534416;2;29.7980709076;12.5;4;28.1613030434;
18;2;27.9295005798;10.625;4;24.3808503151;2;30.8967819214;12.5;4;28.5039470196;
19;3;28.6285095215;10.625;3;24.6428759098;2;31.1023674011;12.5;5;28.871723175;
20;3;28.7857246399;10.625;3;24.9179406166;2;31.3230342865;12.5;5;29.263862133;
21;3;28.9507637024;10.625;3;25.2052159309;2;31.5583171844;12.5;5;29.6789975166;
22;3;29.1231307983;10.625;3;25.5036282539;3;31.8073997498;12.5;4;30.1151270866;
23;3;29.3021774292;10.625;3;25.8118619919;3;32.0690765381;12.5;4;30.5695996284;
24;3;29.4871177673;10.625;3;26.128370285;3;32.341758728;12.5;3;31.0391392708;
25;3;29.6770210266;10.625;3;26.4513978958;3;32.6234817505;12.5;4;31.5199065208;
26;3;29.8708381653;10.625;3;26.7790131569;4;32.911945343;12.5;3;32.007601738;
27;3;30.067407608;10.625;4;27.1091499329;4;33.2045593262;12.5;3;32.4976010323;
28;3;30.2654895782;10.625;4;27.4396557808;4;33.4985618591;12.5;3;32.9851250648;
29;3;30.4637947083;10.625;4;27.7683477402;4;33.7910766602;12.5;3;33.465420723;
30;3;30.6610088348;10.625;4;28.0930690765;4;31.7910747528;13.5;3;33.9339466095;
31;3;30.8558425903;10.625;4;28.4117460251;4;32.7910766602;15.5;3;34.3865451813;
32;3;31.0470466614;10.625;4;28.7224407196;4;33.7910766602;17.5;3;35.8195896149;
33;4;31.2334632874;10.625;3;29.0233979225;4;35.7910766602;20.5;3;36.2300891876;
34;4;31.4140396118;12.625;4;29.3130817413;4;37.138053894;23.5;3;36.6157541275;
35;5;31.5878486633;14.625;3;29.5902032852;4;37.9694519043;25.5;3;36.9750175476;
