Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
4;1;11.8999996185;8.625;5;17.25;1;14.0;10.0;5;20.0;
5;1;12.8999996185;8.625;5;17.25;1;15.0;10.0;5;20.0;
6;1;13.8999996185;8.625;5;17.25;1;16.0;10.0;5;20.3999996185;
7;1;14.8999996185;8.625;5;17.5949993134;1;17.0;10.1999998093;5;20.7264003754;
8;2;16.156999588;8.79749965668;4;18.8861961365;1;17.4358406067;10.3632001877;5;21.8194274902;
9;2;16.3317184448;8.94309806824;4;19.7067136765;1;18.0916557312;10.9097137451;5;22.7316036224;
10;2;16.8240280151;9.3333568573;4;20.416779995;2;20.0916557312;11.3658018112;4;24.4745616913;
11;2;18.8240280151;9.6677980423;4;21.0226662159;2;22.0916557312;11.7372808456;4;25.1973980665;
12;2;20.8240280151;9.94955635071;4;21.5340260267;2;23.7696552277;12.0336990356;4;25.8079570532;
13;2;21.9002914429;10.1834592819;4;21.9622858763;2;24.4847755432;12.2662630081;4;26.3302583694;
14;2;22.9271316528;10.3752222061;4;22.3193571568;2;24.7981548309;12.446267128;4;26.6183350086;
15;2;23.9546756744;10.5308046341;5;22.5548160076;2;24.9710006714;12.5;4;26.8187118769;
16;2;24.9829177856;10.625;5;22.6030313969;2;27.0267467499;12.5;4;27.0402543545;
17;2;26.0118465424;10.625;5;22.6523760557;2;28.1596717834;12.5;4;27.2842636108;
18;2;27.0414524078;10.625;5;22.7028282881;2;29.3060779572;12.5;5;27.5518820286;
19;2;26.75;11.0608482361;5;22.7543625832;2;30.4666500092;12.5;5;27.8440244198;
20;2;26.75;11.0763092041;5;22.8069496155;2;30.7064151764;12.5;4;28.1613030434;
21;2;26.75;11.0920848846;6;22.8605561256;2;30.8967819214;12.5;4;28.5039470196;
22;2;26.75;11.1081666946;6;22.9151450396;2;31.1023674011;12.5;4;28.871723175;
