Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;2;13.3999996185;10.0;4;21.0;
4;1;11.8999996185;8.625;5;17.25;2;14.6000003815;10.0;4;21.0900000334;
5;1;12.8999996185;8.625;5;17.25;2;15.6540002823;10.0;4;21.1871190071;
6;1;13.8999996185;8.625;5;17.25;2;16.7122707367;10.0;4;21.7036092281;
7;1;14.8999996185;8.625;5;17.5949993134;2;17.7821655273;10.1999998093;4;22.1564130783;
8;1;15.5569992065;8.79749965668;5;17.8861961365;2;18.2938480377;10.3632001877;4;23.4291926622;
9;1;15.7317180634;8.94309806824;5;18.6667137146;2;19.0575141907;10.9097137451;4;24.540822506;
10;1;16.2000274658;9.3333568573;5;19.3355960846;2;21.0575141907;11.3658018112;4;25.5043385029;
11;1;17.2000274658;9.6677980423;5;19.8991127014;2;23.0575141907;11.7372808456;4;26.3401436806;
12;1;18.2000274658;9.94955635071;5;20.3669185638;2;24.4553031921;12.0336990356;5;27.0718023777;
13;1;19.2000274658;10.1834592819;5;20.7504444122;2;25.6152210236;12.2662630081;5;27.7228300571;
14;1;20.2000274658;10.3752222061;5;21.0616092682;2;26.7898330688;12.446267128;5;28.1464314461;
15;1;21.2000274658;10.5308046341;6;21.25;2;27.9795150757;12.5;5;28.4879314899;
16;1;22.2000274658;10.625;6;21.25;2;29.1844139099;12.5;5;28.8545851707;
17;1;23.2000274658;10.625;6;21.25;2;30.4044075012;12.5;5;29.2456488609;
18;1;24.2000274658;10.625;6;21.25;2;31.5473899841;12.5;5;29.659784317;
19;1;24.75;10.625;6;21.25;2;31.7958717346;12.5;6;30.0950183868;
20;1;24.75;10.625;6;21.25;2;32.0570106506;12.5;6;30.5487289429;
21;1;24.75;10.625;6;21.25;2;32.3292388916;12.5;6;31.0176672935;
22;1;24.75;10.625;6;21.25;2;32.6105995178;12.5;6;31.4980173111;
23;1;24.75;10.625;7;21.25;2;32.8988113403;12.5;6;31.9854974747;
