Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
4;1;11.8999996185;8.625;5;17.25;1;14.0;10.0;5;20.0;
5;1;12.8999996185;8.625;5;17.25;1;15.0;10.0;5;20.0;
6;1;13.8999996185;8.625;5;17.25;1;16.0;10.0;5;20.3999996185;
7;1;14.8999996185;8.625;5;17.5949993134;1;17.0;10.1999998093;5;20.7264003754;
8;1;15.5569992065;8.79749965668;4;17.8861961365;2;18.0358409882;10.3632001877;3;22.8194274902;
9;1;15.7317180634;8.94309806824;4;18.6667137146;2;18.6916561127;10.9097137451;3;23.8616036177;
10;2;16.8000278473;9.3333568573;3;20.3355960846;2;20.6916561127;11.3658018112;3;24.7499927282;
11;2;18.8000278473;9.6677980423;3;20.9191126823;2;22.6916561127;11.7372808456;3;25.5051221848;
12;2;20.8000278473;9.94955635071;3;21.4071145058;2;23.95429039;12.0336990356;4;26.1508610249;
13;2;21.8241443634;10.1834592819;3;21.8110262156;2;25.0626564026;12.2662630081;4;26.7112461329;
14;2;22.8363761902;10.3752222061;3;22.1427601576;2;26.182882309;12.446267128;3;27.0402543545;
15;2;23.8487186432;10.5308046341;4;22.3518965244;2;27.3158073425;12.5;3;27.2842636108;
16;2;24.8611660004;10.625;4;22.3728116751;2;28.4622135162;12.5;3;27.5518820286;
17;2;25.873714447;10.625;4;22.3938889503;2;29.6227855682;12.5;3;27.8440244198;
18;2;26.8863601685;10.625;4;22.4151208401;2;30.7064151764;12.5;3;28.1613030434;
19;2;27.4490718842;10.625;4;22.4364993572;2;30.8967819214;12.5;4;28.5039470196;
20;2;27.4618988037;10.625;4;22.4580165148;2;31.1023674011;12.5;5;28.871723175;
21;2;27.4748096466;10.625;4;22.4796639681;2;31.3230342865;12.5;5;29.263862133;
22;2;27.4877986908;10.625;4;22.5014331341;2;31.5583171844;12.5;5;29.6789975166;
