Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
4;1;11.8999996185;8.625;6;17.25;1;14.0;10.0;5;20.0;
5;2;13.8999996185;8.625;5;18.25;1;15.0;10.0;5;20.0;
6;2;15.8999996185;8.625;5;18.2875000238;1;16.0;10.0;5;20.3999996185;
7;2;17.8999996185;8.625;5;18.6813914776;1;17.0;10.1999998093;5;20.7264003754;
8;2;19.2088356018;8.79749965668;5;19.0232533216;1;17.4358406067;10.3632001877;5;21.8194274902;
9;2;19.4139518738;8.94309806824;5;19.8675932884;2;18.6916561127;10.9097137451;4;23.7316036224;
10;2;19.9205551147;9.3333568573;5;20.6031138897;2;20.6916561127;11.3658018112;4;24.4745616913;
11;2;21.9205551147;9.6677980423;5;21.2361218929;2;22.6916561127;11.7372808456;4;25.0673980713;
12;2;23.9205551147;9.94955635071;5;21.7762999535;2;23.6916561127;12.0336990356;5;25.5325260162;
13;2;25.0456562042;10.1834592819;4;22.2350955009;2;24.6916561127;12.2662630081;5;25.892534256;
14;2;25.3410587311;10.3752222061;4;22.6244324446;2;25.6916561127;12.446267128;5;26.0;
15;2;25.5746612549;10.5308046341;4;22.8938895464;2;26.6916561127;12.5;5;26.0;
16;2;25.736333847;10.625;4;22.9778283834;2;27.6916561127;12.5;5;26.0;
17;2;25.7866973877;10.625;4;23.0646028519;2;28.6916561127;12.5;5;26.0;
18;2;25.8387622833;10.625;4;23.154160738;2;29.6000003815;12.5;5;26.0;
19;2;25.892496109;10.625;4;23.2464332581;2;29.6000003815;12.5;6;26.0;
20;2;25.9478607178;10.625;4;23.3413350582;2;29.6000003815;12.5;6;26.0;
21;2;28.0048007965;10.625;4;23.4387633801;2;29.6000003815;12.5;6;26.0;
22;2;29.0632591248;10.625;4;23.5385980606;2;29.6000003815;12.5;6;26.0;
23;2;30.1231594086;10.625;4;23.6407015324;2;29.6000003815;12.5;6;26.0;
