Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
4;1;11.8999996185;8.625;5;17.25;2;14.6000003815;10.0;4;21.0;
5;1;12.8999996185;8.625;4;17.25;2;15.6000003815;10.0;4;21.0900000334;
6;2;14.5;8.625;3;18.25;2;16.6539993286;10.0;4;21.5980186462;
7;2;15.5;8.625;3;18.7174992561;2;17.7188110352;10.1999998093;4;22.0418490171;
8;2;16.2304992676;8.79749965668;3;19.1448272467;2;18.2251091003;10.3632001877;4;23.3017349243;
9;2;16.4868965149;8.94309806824;3;20.114030838;2;18.9810409546;10.9097137451;4;24.3994617462;
10;2;17.0684185028;9.3333568573;3;20.9971549511;2;20.9810409546;11.3658018112;3;25.3481024504;
11;2;19.0684185028;9.6677980423;3;21.8030670881;2;22.9810409546;11.7372808456;3;26.1681330204;
12;2;21.0684185028;9.94955635071;3;22.5440151691;2;24.3520965576;12.0336990356;3;26.8832330704;
13;2;22.5062847137;10.1834592819;3;23.2339217663;2;25.50207901;12.2662630081;3;27.5170819759;
14;2;23.6901130676;10.3752222061;3;23.88697505;2;26.6663837433;12.446267128;3;27.923101902;
15;2;24.8952465057;10.5308046341;4;24.4546608925;2;27.8455162048;12.5;3;28.2468910217;
16;2;26.1228237152;10.625;4;24.8727197647;2;29.0397911072;12.5;3;28.5960328579;
17;2;27.3736591339;10.625;4;25.3301706314;2;30.2492752075;12.5;3;28.9701628685;
18;2;28.6481304169;10.625;4;25.8267202377;2;31.3820972443;12.5;3;29.3683638573;
19;2;29.4960327148;10.625;4;26.3609733582;2;31.6210174561;12.5;4;29.7891087532;
20;2;29.8165836334;10.625;4;26.9302859306;2;31.8734664917;12.5;5;30.2302284241;
21;2;30.1581726074;10.625;5;27.5306758881;2;32.1381378174;12.5;6;30.6889076233;
22;2;30.5184059143;10.625;5;28.1568169594;2;32.4133453369;12.5;6;31.1617178917;
