Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
4;1;11.8999996185;8.625;5;17.25;1;14.0;10.0;5;20.0;
5;1;12.8999996185;8.625;5;17.25;1;15.0;10.0;5;20.0;
6;1;13.8999996185;8.625;5;17.25;2;17.0;10.0;4;21.3999996185;
7;1;14.8999996185;8.625;5;17.5949993134;2;19.0;10.1999998093;4;21.886400342;
8;1;15.5569992065;8.79749965668;5;17.8861961365;2;21.0;10.3632001877;4;23.2211714983;
9;2;16.3317184448;8.94309806824;4;19.6667137146;2;23.0;10.9097137451;4;24.4220824242;
10;2;16.8000278473;9.3333568573;4;20.365596056;2;25.0;11.3658018112;4;25.5083687305;
11;2;18.8000278473;9.6677980423;4;20.9597036839;2;27.0;11.7372808456;4;26.5072789192;
12;2;20.8000278473;9.94955635071;4;21.4586846828;2;28.9519042969;12.0336990356;5;27.449650526;
13;2;21.8550872803;10.1834592819;4;21.8739616871;2;30.3337001801;12.2662630081;5;28.3663299084;
14;2;22.8741378784;10.3752222061;4;22.2174443007;2;31.7790374756;12.446267128;5;29.1173582077;
15;2;23.8935279846;10.5308046341;5;22.4387089014;2;33.2938842773;12.5;5;29.8536505699;
16;2;24.9132537842;10.625;5;22.4721269608;2;34.8829193115;12.5;5;30.6858744621;
17;2;25.933303833;10.625;5;22.5060760975;2;36.5486984253;12.5;5;31.6134753227;
18;2;26.9536724091;10.625;5;22.5405418873;2;38.2907791138;12.5;5;32.6310591698;
19;2;27.5243244171;10.625;5;22.5755085945;2;40.1048469543;12.5;5;33.7275619507;
20;2;27.5453052521;10.625;5;22.6109591722;2;41.9820480347;12.5;5;34.8859224319;
21;2;27.566576004;10.625;5;22.6468753815;2;43.9087371826;12.5;5;36.0835103989;
22;2;27.5881252289;10.625;6;22.6832377911;2;45.8668060303;12.5;7;37.2934408188;
23;2;27.6099433899;10.625;6;22.7200255394;2;46.8347549438;12.5;7;38.4867105484;
