Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
4;1;11.8999996185;8.625;5;17.25;1;14.0;10.0;5;20.0;
5;1;12.8999996185;8.625;5;17.25;1;15.0;10.0;5;20.0;
6;1;13.8999996185;8.625;5;17.25;1;16.0;10.0;5;20.3999996185;
7;2;15.5;8.625;4;18.5949993134;2;17.6000003815;10.1999998093;4;21.7264003754;
8;2;16.156999588;8.79749965668;4;18.8861961365;2;18.0358409882;10.3632001877;4;22.8694274426;
9;2;16.3317184448;8.94309806824;2;19.7067136765;2;18.721654892;10.9097137451;4;23.8335785866;
10;2;16.8240280151;9.3333568573;2;20.416779995;2;20.721654892;11.3658018112;4;24.6305116415;
11;2;18.8240280151;9.6677980423;2;21.0226662159;2;22.7216567993;11.7372808456;4;25.2793427706;
12;2;20.8240280151;9.94955635071;2;21.5340260267;2;23.8188228607;12.0336990356;5;25.8024992943;
13;2;21.9002914429;10.1834592819;2;21.9622858763;2;24.8536396027;12.2662630081;5;26.2225775719;
14;2;22.1773719788;10.3752222061;2;22.3193571568;2;25.8896827698;12.446267128;5;26.3921557665;
15;2;22.3916149139;10.5308046341;2;22.5548160076;2;26.9269485474;12.5;5;26.4563041925;
16;2;22.5328903198;10.625;2;22.6030313969;2;27.9654388428;12.5;5;26.5224741697;
17;2;22.5618190765;10.625;2;22.6523760557;2;29.0051403046;12.5;5;26.5906432867;
18;2;22.591424942;10.625;2;22.7028282881;2;29.9543857574;12.5;5;26.6607804298;
19;2;22.6216964722;10.625;2;22.7543625832;2;29.9964675903;12.5;5;26.7328453064;
20;2;22.6526184082;10.625;2;22.8069496155;2;30.0397071838;12.5;5;26.8067884445;
21;2;23.75;11.0920848846;2;22.8605561256;2;29.0;13.4033946991;5;26.8825509548;
22;2;24.75;11.1081666946;2;22.9151450396;2;29.0;13.4412755966;5;26.9600640535;
