Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;4;20.0;
4;1;11.8999996185;8.625;5;17.25;1;14.0;10.0;4;20.0;
5;1;12.8999996185;8.625;5;17.25;1;15.0;10.0;4;20.0;
6;1;13.8999996185;8.625;5;17.25;2;16.6000003815;10.0;3;21.3999996185;
7;2;15.5;8.625;4;18.5949993134;2;17.6000003815;10.1999998093;3;21.7964004278;
8;2;16.156999588;8.79749965668;4;18.8861961365;2;18.0778408051;10.3632001877;3;22.9849785566;
9;2;16.3317184448;8.94309806824;4;19.696713686;2;18.7909870148;10.9097137451;3;24.0001246929;
10;2;16.8180274963;9.3333568573;4;20.396187067;2;20.7909870148;11.3658018112;3;24.8538434505;
11;2;18.8180274963;9.6677980423;4;20.9908788204;2;22.7909870148;11.7372808456;3;25.5655838251;
12;2;20.8180274963;9.94955635071;4;21.4904358387;2;23.9905662537;12.0336990356;3;26.1580847502;
13;2;21.8741378784;10.1834592819;4;21.9062794447;2;25.0669898987;12.2662630081;2;26.6542243958;
14;2;22.8935279846;10.3752222061;4;22.2503181696;2;26.1486701965;12.446267128;2;26.9068236351;
15;2;23.9132537842;10.5308046341;5;22.4721269608;2;27.2357501984;12.5;2;27.0611462593;
16;2;24.933303833;10.625;5;22.5060760975;2;28.3283424377;12.5;2;27.2247776985;
17;2;25.9536724091;10.625;5;22.5405418873;2;29.4265213013;12.5;2;27.3977591991;
18;2;26.9743518829;10.625;5;22.5755085945;2;30.4386558533;12.5;2;27.5800426006;
19;2;27.5453052521;10.625;5;22.6109591722;2;30.5480251312;12.5;3;27.7714805603;
20;2;27.566576004;10.625;5;22.6468753815;2;30.6628875732;12.5;3;27.9718174934;
21;2;27.5881252289;10.625;5;22.6832377911;2;30.7830905914;12.5;3;28.1806821823;
22;2;27.6099433899;10.625;6;22.7200255394;3;30.9084091187;12.5;2;28.3975830078;
