Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
4;1;11.8999996185;8.625;5;17.25;1;14.0;10.0;5;20.0;
5;1;12.8999996185;8.625;5;17.25;1;15.0;10.0;5;20.0;
6;1;13.8999996185;8.625;5;17.25;1;16.0;10.0;5;20.3999996185;
7;1;14.8999996185;8.625;5;17.5949993134;1;17.0;10.1999998093;5;20.7264003754;
8;2;16.5569992065;8.79749965668;4;18.8861961365;1;17.4358406067;10.3632001877;5;21.8194274902;
9;2;17.7317180634;8.94309806824;4;19.7067136765;1;18.0916557312;10.9097137451;5;22.7316036224;
10;2;19.2000274658;9.3333568573;4;20.416779995;1;19.0916557312;11.3658018112;5;23.4745616913;
11;2;21.2000274658;9.6677980423;4;21.0226662159;1;20.0916557312;11.7372808456;5;24.0673980713;
12;2;23.2000274658;9.94955635071;4;21.5340260267;2;22.0916557312;12.0336990356;5;25.5325260162;
13;2;24.9002914429;10.1834592819;4;21.9622858763;2;24.0916557312;12.2662630081;5;25.9525341988;
14;2;25.9271316528;10.3752222061;4;22.3193571568;2;25.7276554108;12.446267128;5;26.1229639053;
15;2;26.9546756744;10.5308046341;5;22.5548160076;2;26.7654342651;12.5;5;26.1889609098;
16;2;27.9829177856;10.625;5;22.6030313969;2;27.8050327301;12.5;5;26.2580518723;
17;2;29.0118465424;10.625;5;22.6523760557;2;28.8464870453;12.5;5;26.3302885294;
18;2;30.0414543152;10.625;5;22.7028282881;2;29.7981739044;12.5;5;26.4057120085;
19;2;30.6216964722;10.625;5;22.7543625832;2;29.8434276581;12.5;6;26.484351635;
20;2;30.6526184082;10.625;5;22.8069496155;2;29.8906116486;12.5;6;26.5662232637;
21;2;30.6841697693;10.625;4;22.8605561256;2;29.9397335052;12.5;6;26.6513283253;
22;2;30.7163333893;10.625;5;22.9151450396;2;29.9907970428;12.5;6;26.7396525145;
