Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;2;12.2999992371;8.625;3;18.25;1;13.0;10.0;4;20.0;
2;2;12.2999992371;8.625;3;18.2875000238;1;13.0;10.0;4;20.0;
3;2;12.3149995804;8.625;3;18.3260172606;1;13.0;10.0;4;20.0;
4;2;13.5456104279;8.625;3;18.365549922;1;14.0;10.0;4;20.0;
5;2;14.5693292618;8.625;3;18.4060940742;1;15.0;10.0;4;20.0;
6;2;15.5936565399;8.625;3;18.8042032719;2;16.6000003815;10.0;4;21.3999996185;
7;2;16.2825222015;8.79749965668;3;19.1503075361;3;17.6000003815;10.1999998093;3;21.7664003372;
8;2;16.4901847839;8.94309806824;4;20.0001728535;3;18.059841156;10.3632001877;3;22.9110114574;
9;3;17.0001029968;9.3333568573;3;20.7412825823;3;18.7466068268;10.9097137451;3;23.8767670393;
10;3;19.0001029968;9.6677980423;3;21.3799234629;3;20.7466068268;11.3658018112;3;24.6753208637;
11;3;21.0001029968;9.94955635071;3;21.9257560968;3;22.7466068268;11.7372808456;3;25.325784564;
12;3;22.1353302002;10.1834592819;3;22.3902037144;3;23.8466873169;12.0336990356;3;25.8505803347;
13;3;22.4341239929;10.3752222061;3;22.785164237;3;24.5103492737;12.2662630081;3;26.2722991705;
14;3;22.6711006165;10.5308046341;3;23.0601885319;3;24.7633781433;12.446267128;3;26.4435132742;
15;3;22.8361129761;10.625;3;23.1496083736;3;24.8661079407;12.5;3;26.5092867613;
16;3;22.8897647858;10.625;3;23.2417467833;3;26.841091156;12.5;3;26.5770645142;
17;3;22.9450473785;10.625;3;23.3365192413;3;27.8817596436;12.5;3;26.6468170881;
18;3;23.0019111633;10.625;3;23.4338235855;3;28.9236106873;12.5;3;26.7185060978;
19;3;23.060295105;10.625;3;23.5335407257;3;29.9666233063;12.5;3;26.7920838594;
