Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;4;20.0;
2;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;5;20.0;
3;1;11.8999996185;8.625;3;17.25;1;13.0;10.0;5;20.0;
4;2;12.2999992371;8.625;2;18.25;1;14.0;10.0;5;20.0;
5;2;13.5;8.625;2;18.3324999809;1;15.0;10.0;5;20.0;
6;2;14.5494995117;8.625;2;18.4209132195;1;16.0;10.0;5;20.3999996185;
7;2;15.6025476456;8.625;2;18.8722207546;1;17.0;10.1999998093;5;20.7264003754;
8;2;16.3233318329;8.79749965668;2;19.2780197859;1;17.4358406067;10.3632001877;4;21.8194274902;
9;2;16.5668125153;8.94309806824;2;20.2235822678;2;18.6916561127;10.9097137451;3;23.7316036224;
10;2;17.134147644;9.3333568573;2;21.0745112896;2;20.6916561127;11.3658018112;3;24.5345616341;
11;2;19.134147644;9.6677980423;2;21.83819592;2;22.6916561127;11.7372808456;3;25.1903619766;
12;2;21.134147644;9.94955635071;2;22.5253298283;2;23.7654342651;12.0336990356;4;25.7214869261;
13;2;22.4950752258;10.1834592819;2;23.1482577324;2;24.8050327301;12.2662630081;4;26.1505861282;
14;2;23.638715744;10.3752222061;2;23.7196378708;2;25.8464870453;12.446267128;4;26.3302885294;
15;2;24.7948455811;10.5308046341;2;24.1895661354;2;26.8898296356;12.5;4;26.4057120085;
16;2;25.9637680054;10.625;2;24.4926481247;2;27.9350833893;12.5;4;26.484351635;
17;2;27.1456165314;10.625;2;24.8171513081;2;28.9822673798;12.5;4;26.5662232637;
18;2;28.3403186798;10.625;2;25.162553072;2;29.9397335052;12.5;4;26.6513283253;
19;3;29.0975322723;10.625;2;25.527885437;2;29.9907970428;12.5;5;26.7396525145;
20;3;29.3167304993;10.625;3;25.9117021561;2;30.0437908173;12.5;5;26.8311642408;
21;3;29.5470218658;10.625;3;26.3120632172;2;29.0;13.4155817032;4;26.9258141518;
22;3;27.5470218658;11.625;3;26.7265415192;2;29.0;13.4629068375;4;27.0235335827;
23;3;26.75;12.625;3;27.1522583961;2;29.0;13.5117664337;4;27.1242339611;
24;3;26.75;13.625;2;27.5859413147;2;29.0;13.5621166229;4;27.2278065681;
25;3;26.75;14.625;1;28.0240120888;2;29.0;13.6139030457;4;27.3341217041;
26;0;0;0;0;0;2;29.0;13.6670608521;4;27.4430289268;
