Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
4;1;11.8999996185;8.625;5;17.25;1;14.0;10.0;5;20.0;
5;1;12.8999996185;8.625;5;17.25;1;15.0;10.0;5;20.0;
6;2;14.5;8.625;4;18.25;1;16.0;10.0;5;20.3999996185;
7;2;15.5;8.625;4;18.5949993134;1;17.0;10.1999998093;5;20.7264003754;
8;2;16.156999588;8.79749965668;4;18.8861961365;2;18.4358406067;10.3632001877;4;22.8194274902;
9;2;16.3317184448;8.94309806824;4;19.7267136574;2;20.0916557312;10.9097137451;4;23.7716035843;
10;2;16.8360271454;9.3333568573;4;20.4585599899;2;22.0916557312;11.3658018112;4;24.5557456017;
11;2;18.8360271454;9.6677980423;4;21.0880736113;2;24.0916557312;11.7372808456;4;25.1909515858;
12;2;20.8360271454;9.94955635071;4;21.6249704361;2;26.0916557312;12.0336990356;4;25.6996334791;
13;2;21.9548587799;10.1834592819;4;22.0807329416;2;27.7919197083;12.2662630081;4;26.10437572;
14;2;22.2000274658;10.6412801743;4;22.4673212767;2;28.8187599182;12.446267128;4;26.2577478886;
15;2;23.2000274658;10.8119468689;5;22.734351635;2;29.8463039398;12.5;4;26.3048160076;
16;2;24.2000274658;11.0703058243;5;22.8162232637;2;30.874546051;12.5;4;26.3530313969;
17;2;25.2000274658;11.0948667526;5;22.9013283253;2;31.9034748077;12.5;4;26.4023760557;
18;2;26.2000274658;11.1203985214;5;22.9896525145;2;32.8414268494;12.5;4;26.4528282881;
19;2;26.75;11.1468954086;5;23.0811642408;2;32.8716964722;12.5;5;26.5043625832;
20;2;26.75;11.1743488312;5;23.1758141518;2;32.0;13.5;5;26.5569496155;
21;2;26.75;11.2027444839;5;23.2735335827;2;32.0;13.5898647308;5;26.6105561256;
22;2;26.75;11.2320604324;5;23.3742339611;2;32.0;13.6273889542;5;26.6651450396;
23;2;27.75;10.625;5;23.4778065681;2;32.0;13.6656017303;5;26.72067523;
