Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;6;20.0;
4;1;11.8999996185;8.625;5;17.25;1;14.0;10.0;6;20.0;
5;1;12.8999996185;8.625;5;17.25;2;15.6000003815;10.0;5;21.0;
6;2;14.5;8.625;4;18.25;2;16.6000003815;10.0;5;21.5449995995;
7;2;14.8999996185;8.625;4;18.6249992847;2;17.6870002747;10.1999998093;5;22.0357650518;
8;2;15.5569992065;8.79749965668;4;19.4746382236;2;18.2214603424;10.3632001877;5;23.3538802862;
9;2;16.0484275818;9.20702362061;4;20.7858008146;2;19.0123271942;10.9097137451;5;24.5263847113;
10;2;16.8036937714;9.83641147614;4;21.9373812675;2;21.0123271942;11.3658018112;5;25.5691649914;
11;2;18.8036937714;10.3850059509;4;22.9242901802;2;23.0123271942;11.7372808456;5;26.5056293011;
12;2;20.8036937714;10.8502531052;4;23.7529987097;2;24.5545940399;12.0336990356;5;27.3623802662;
13;2;21.8036937714;11.2353820801;4;24.4380071163;2;25.4174289703;12.2662630081;5;28.1658308506;
14;2;22.8036937714;11.5476398468;5;24.9981802702;2;25.8994979858;12.446267128;5;28.7717118263;
15;2;23.8036937714;11.796459198;5;25.4537014961;2;26.2630271912;12.5;5;29.3272204399;
16;2;24.8036937714;11.99193573;5;25.7864158154;2;28.5318527222;12.5;5;29.9405078888;
17;2;25.8036937714;12.125;5;25.8549950123;2;29.8998260498;12.5;5;30.6104154587;
18;2;26.8036937714;12.125;5;25.925534606;2;31.3017692566;12.5;6;31.3335747719;
19;2;27.8036937714;12.125;5;25.9979925156;2;32.7356643677;12.5;6;32.1041445732;
20;2;28.5499992371;12.125;6;26.0723172426;2;33.2624855042;12.5;6;32.9137225151;
21;2;28.5499992371;12.125;6;26.1484478712;3;33.7482337952;12.5;5;33.7514915466;
22;2;28.5499992371;12.125;5;26.2263137102;3;34.2508964539;12.5;5;34.604631424;
