Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;6;20.0;
4;1;11.8999996185;8.625;5;17.25;1;14.0;10.0;6;20.0;
5;1;12.8999996185;8.625;5;17.25;1;15.0;10.0;6;20.0;
6;1;13.8999996185;8.625;5;17.25;1;16.0;10.0;6;20.3999996185;
7;1;14.8999996185;8.625;5;17.5949993134;1;17.0;10.1999998093;6;20.7264003754;
8;1;15.5569992065;8.79749965668;5;17.8861961365;2;18.0358409882;10.3632001877;5;22.8194274902;
9;1;15.7317180634;8.94309806824;5;18.6667137146;2;18.6916561127;10.9097137451;5;23.7716035843;
10;2;16.8000278473;9.3333568573;4;20.3355960846;2;20.6916561127;11.3658018112;5;24.5557456017;
11;2;18.8000278473;9.6677980423;4;20.9391126633;2;22.6916561127;11.7372808456;5;25.1909515858;
12;2;20.8000278473;9.94955635071;4;21.4481024742;2;23.7657871246;12.0336990356;5;25.6996334791;
13;2;21.8487377167;10.1834592819;4;21.8739979267;2;24.4197807312;12.2662630081;5;26.10437572;
14;2;22.8741588593;10.3752222061;4;22.2287167311;2;24.6626243591;12.446267128;5;26.2577478886;
15;2;23.9002914429;10.5308046341;5;22.461841464;2;24.7546482086;12.5;5;26.3048160076;
16;2;24.9271316528;10.625;5;22.5077478886;2;26.7184104919;12.5;5;26.3530313969;
17;2;25.9546756744;10.625;5;22.5548160076;2;27.7473392487;12.5;5;26.4023760557;
18;2;26.9829177856;10.625;5;22.6030313969;2;28.7769451141;12.5;6;26.4528282881;
19;2;27.5618190765;10.625;5;22.6523760557;2;29.8072166443;12.5;6;26.5043625832;
20;2;27.591424942;10.625;5;22.7028282881;2;29.9026184082;12.5;5;26.5569496155;
21;2;27.6216964722;10.625;5;22.7543625832;2;29.9341697693;12.5;5;26.6105561256;
22;2;27.6526184082;10.625;6;22.8069496155;2;29.9663333893;12.5;5;26.6651450396;
