Turn;Planet_count_KI_1_SP_SCYLIOR;Research_KI_1_SP_SCYLIOR;Industry_KI_1_SP_SCYLIOR;Ships_KI_1_SP_SCYLIOR;Population_KI_1_SP_SCYLIOR;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;11.8999996185;8.625;4;17.25;1;13.0;10.0;4;20.0;
2;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
3;1;11.8999996185;8.625;5;17.25;1;13.0;10.0;5;20.0;
4;1;11.8999996185;8.625;6;17.25;1;14.0;10.0;5;20.0;
5;1;12.8999996185;8.625;6;17.25;1;15.0;10.0;4;20.0;
6;1;13.8999996185;8.625;6;17.25;1;16.0;10.0;4;20.3999996185;
7;1;14.8999996185;8.625;6;17.5949993134;1;17.0;10.1999998093;4;20.7264003754;
8;1;15.5569992065;8.79749965668;6;17.8861961365;1;17.4358406067;10.3632001877;4;21.8194274902;
9;2;16.3317184448;8.94309806824;5;19.6667137146;1;18.0916557312;10.9097137451;4;22.7316036224;
10;2;16.8000278473;9.3333568573;5;20.3855960369;1;19.0916557312;11.3658018112;4;23.4745616913;
11;2;18.8000278473;9.6677980423;5;21.0010876656;1;20.0916557312;11.7372808456;4;24.0673980713;
12;2;20.8000278473;9.94955635071;5;21.5228685141;1;21.0916557312;12.0336990356;4;24.5325260162;
13;2;21.8935966492;10.1834592819;5;21.9623891115;1;22.0916557312;12.2662630081;4;24.892534256;
14;2;22.1774349213;10.3752222061;5;22.3315825462;1;23.0916557312;12.446267128;4;25.0;
15;2;22.3989505768;10.5308046341;5;22.5800433159;1;24.0916557312;12.5;3;25.0;
16;2;22.5480270386;10.625;5;22.6421557665;1;25.0916557312;12.5;3;25.0;
17;2;22.5852928162;10.625;5;22.7063041925;1;26.0916557312;12.5;3;25.0;
18;2;22.6237831116;10.625;5;22.7724741697;1;27.0;12.5;3;25.0;
19;2;22.6634845734;10.625;5;22.8406432867;1;27.0;12.5;3;25.0;
20;2;22.7043857574;10.625;5;22.9107804298;1;27.0;12.5;4;25.0;
21;2;24.7464675903;10.625;5;22.9828453064;1;27.0;12.5;4;25.0;
22;2;25.7897071838;10.625;5;23.0567884445;2;28.0;12.5;4;26.0;
23;2;25.75;11.625;5;23.1325509548;2;29.0;13.1999998093;5;26.0;
